Reporting Area,MMWRYear,MMWRWeek,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Med","Cryptosporidiosis, Previous 52 weeks Med, flag","Cryptosporidiosis, Previous 52 weeks Max","Cryptosporidiosis, Previous 52 weeks Max, flag","Cryptosporidiosis, Cum 2014","Cryptosporidiosis, Cum 2014, flag","Cryptosporidiosis, Cum 2013","Cryptosporidiosis, Cum 2013, flag","Dengue Fever†, Current week","Dengue Fever†, Current week, flag","Dengue Fever†, Previous 52 weeks Med","Dengue Fever†, Previous 52 weeks Med, flag","Dengue Fever†, Previous 52 weeks Max","Dengue Fever†, Previous 52 weeks Max, flag","Dengue Fever†, Cum 2014","Dengue Fever†, Cum 2014, flag","Dengue Fever†, Cum 2013","Dengue Fever†, Cum 2013, flag","Dengue Hemorrhagic Fever§, Current week","Dengue Hemorrhagic Fever§, Current week, flag","Dengue Hemorrhagic Fever§, Previous 52 weeks Med","Dengue Hemorrhagic Fever§, Previous 52 weeks Med, flag","Dengue Hemorrhagic Fever§, Previous 52 weeks Max","Dengue Hemorrhagic Fever§, Previous 52 weeks Max, flag","Dengue Hemorrhagic Fever§, Cum 2014","Dengue Hemorrhagic Fever§, Cum 2014, flag","Dengue Hemorrhagic Fever§, Cum 2013","Dengue Hemorrhagic Fever§, Cum 2013, flag",Location 1,Location 2
C.N.M.I.,2014,44,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,44,,-,0,,0,,,-,,-,,-,0,,5,,1,,161,,,-,0,,0,,,-,5,,"VIRGIN ISL.
",
OREGON,2014,44,2,,2,,8,,97,,244,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745218600048, -120.15502977999972)",
SOUTH DAKOTA,2014,44,,-,2,,9,,126,,148,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
NORTH CAROLINA,2014,44,,-,0,,28,,123,,109,,,-,0,,2,,5,,13,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
KANSAS,2014,44,,-,1,,4,,58,,86,,,-,0,,1,,1,,6,,,-,0,,0,,,-,,-,"KANSAS
(38.3477418760005, -98.20077655499966)",
GEORGIA,2014,44,1,,4,,16,,211,,245,,,-,0,,1,,3,,9,,,-,0,,0,,,-,,-,"GEORGIA
(32.83968158500045, -83.62757601199968)",
WEST VIRGINIA,2014,44,,-,0,,2,,7,,21,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
NEW JERSEY,2014,44,,-,0,,4,,13,,62,,,-,0,,6,,46,,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
MASSACHUSETTS,2014,44,,-,2,,9,,117,,117,,,-,0,,1,,10,,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
OHIO,2014,44,15,,6,,15,,293,,330,,,-,0,,1,,7,,9,,,-,0,,0,,,-,,-,"OHIO
(40.06021184000048, -82.40425685299965)",
UTAH,2014,44,2,,1,,5,,41,,79,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070082200047, -111.5871285339997)",
ILLINOIS,2014,44,,-,3,,9,,129,,236,,,-,0,,2,,3,,23,,,-,0,,0,,,-,,-,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
VIRGINIA,2014,44,,-,2,,8,,106,,113,,,-,0,,3,,6,,15,,,-,0,,0,,,-,1,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
CALIFORNIA,2014,44,12,,6,,15,,291,,262,,,-,1,,7,,45,,97,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
PUERTO RICO,2014,44,,N,0,,0,,,N,,N,,-,8,,130,,425,,9008,,,-,0,,2,,2,,146,,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
MISSISSIPPI,2014,44,,-,1,,4,,52,,44,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
IOWA,2014,44,,-,5,,13,,223,,1473,,,-,0,,1,,1,,,-,,-,0,,0,,,-,2,,"IOWA
(42.469401477000474, -93.81648936699969)",
TEXAS,2014,44,16,,7,,37,,282,,319,,,-,0,,9,,16,,82,,,-,0,,0,,,-,,-,"TEXAS
(31.827240712000446, -99.4267664729997)",
GUAM,2014,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.480998894000436, 144.73149801400064)",
PENNSYLVANIA,2014,44,5,,6,,14,,295,,395,,,-,0,,2,,9,,23,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
MAINE,2014,44,,-,0,,4,,44,,33,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"MAINE
(45.2542257390005, -68.98502952999962)",
NEW MEXICO,2014,44,,-,1,,7,,69,,39,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
ALASKA,2014,44,,-,0,,1,,3,,4,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"ALASKA
(64.84507631500048, -147.72205669099972)",
ALABAMA,2014,44,,-,2,,8,,107,,126,,,-,0,,1,,3,,5,,,-,0,,0,,,-,,-,"ALABAMA
(32.84057034900047, -86.63185803899967)",
NORTH DAKOTA,2014,44,3,,1,,15,,122,,74,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
COLORADO,2014,44,,-,1,,5,,52,,88,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"COLORADO
(38.84384201300048, -106.13360888799969)",
NEW YORK,2014,44,8,,4,,14,,217,,216,,,-,0,,9,,19,,46,,,-,0,,0,,,-,1,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
MONTANA,2014,44,,-,1,,5,,55,,122,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"MONTANA
(47.06652759400049, -109.42441687999968)",
OKLAHOMA,2014,44,10,,1,,7,,72,,64,,,-,0,,0,,,-,4,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
WISCONSIN,2014,44,5,,7,,32,,468,,435,,,-,0,,2,,5,,8,,,-,0,,0,,,-,,-,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
WASHINGTON,2014,44,,-,0,,9,,56,,70,,,-,0,,2,,8,,7,,,-,0,,0,,,-,,-,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
DELAWARE,2014,44,,-,0,,1,,4,,16,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883059000046, -75.57773943699965)",
NEBRASKA,2014,44,2,,2,,9,,94,,134,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
WYOMING,2014,44,,-,0,,5,,21,,160,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"WYOMING
(43.235543013000495, -108.10982744299969)",
MINNESOTA,2014,44,,-,0,,7,,,-,292,,,-,0,,1,,,-,20,,,-,0,,0,,,-,1,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
VERMONT,2014,44,,-,0,,7,,21,,24,,,-,0,,2,,3,,2,,,-,0,,0,,,-,,-,"VERMONT
(43.62538000100045, -72.51763944499965)",
NEW HAMPSHIRE,2014,44,,-,0,,3,,25,,39,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
INDIANA,2014,44,,-,2,,9,,108,,127,,,-,0,,1,,2,,6,,,-,0,,0,,,-,,-,"INDIANA
(39.76691072200049, -86.14995579899966)",
RHODE ISLAND,2014,44,,-,0,,4,,15,,8,,,-,0,,1,,4,,8,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
SOUTH CAROLINA,2014,44,,-,1,,5,,60,,83,,,-,0,,1,,2,,7,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
NEW YORK CITY,2014,44,4,,2,,7,,74,,64,,,-,1,,5,,30,,115,,,-,0,,0,,,-,1,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
FLORIDA,2014,44,49,,11,,123,,1673,,351,,,-,1,,5,,42,,130,,,-,0,,0,,,-,,-,"FLORIDA
(28.93204444200046, -81.92895558499964)",
NEVADA,2014,44,,-,0,,2,,13,,20,,,-,0,,1,,3,,2,,,-,0,,0,,,-,,-,"NEVADA
(39.493242807000456, -117.07183978499972)",
IDAHO,2014,44,1,,1,,14,,89,,133,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"IDAHO
(43.68263160000049, -114.3637261449997)",
MISSOURI,2014,44,,-,3,,13,,128,,186,,,-,0,,1,,2,,4,,,-,0,,0,,,-,,-,"MISSOURI
(38.63579079900046, -92.56629737199967)",
MICHIGAN,2014,44,,-,4,,13,,200,,241,,,-,0,,1,,,-,15,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
HAWAII,2014,44,,-,0,,2,,2,,1,,,-,0,,2,,6,,9,,,-,0,,0,,,-,,-,"HAWAII
(21.304853205000427, -157.85774691599974)",
ARIZONA,2014,44,,-,1,,5,,37,,34,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"ARIZONA
(34.865970167000455, -111.76380949799972)",
CONNECTICUT,2014,44,,-,0,,3,,31,,32,,,-,0,,2,,2,,14,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
MARYLAND,2014,44,1,,1,,5,,66,,52,,,-,0,,2,,6,,9,,,-,0,,0,,,-,,-,"MARYLAND
(39.29058224000045, -76.60925970899967)",
LOUISIANA,2014,44,,-,3,,17,,210,,347,,,-,0,,1,,2,,6,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
KENTUCKY,2014,44,1,,1,,6,,65,,62,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
ARKANSAS,2014,44,1,,1,,6,,38,,48,,,-,0,,2,,2,,2,,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
TENNESSEE,2014,44,,-,2,,6,,76,,75,,,-,0,,1,,2,,10,,,-,0,,0,,,-,,-,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
UNITED STATES,2014,45,96,,115,,322,,6941,,8239,,,-,7,,24,,330,,735,,,-,0,,0,,,-,6,,,
NEW ENGLAND,2014,45,2,,5,,15,,262,,255,,,-,0,,3,,20,,28,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2014,45,10,,12,,33,,609,,754,,,-,2,,8,,105,,187,,,-,0,,0,,,-,2,,,
E.N. CENTRAL,2014,45,8,,21,,68,,1226,,1395,,,-,0,,3,,17,,61,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2014,45,5,,16,,38,,764,,2421,,,-,0,,1,,5,,34,,,-,0,,0,,,-,3,,,
S. ATLANTIC,2014,45,54,,26,,149,,2310,,1028,,,-,2,,8,,68,,187,,,-,0,,0,,,-,1,,,
DIST. OF COL.,2014,45,,-,0,,1,,2,,12,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2014,45,,-,6,,17,,307,,317,,,-,0,,1,,7,,16,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2014,45,6,,12,,46,,618,,792,,,-,0,,4,,21,,97,,,-,0,,0,,,-,,-,,
MOUNTAIN,2014,45,5,,8,,20,,386,,691,,,-,0,,2,,8,,8,,,-,0,,0,,,-,,-,,
PACIFIC,2014,45,6,,10,,25,,459,,586,,,-,1,,6,,79,,117,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2014,45,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,45,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,45,,-,0,,0,,,-,,-,,-,0,,5,,1,,162,,,-,0,,0,,,-,5,,"VIRGIN ISL.
",
CONNECTICUT,2014,45,,-,0,,3,,31,,32,,,-,0,,2,,2,,14,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
OHIO,2014,45,6,,6,,15,,299,,340,,,-,0,,1,,7,,9,,,-,0,,0,,,-,,-,"OHIO
(40.06021184000048, -82.40425685299965)",
NEW HAMPSHIRE,2014,45,,-,0,,3,,25,,40,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
WASHINGTON,2014,45,,-,0,,9,,56,,70,,,-,0,,2,,8,,9,,,-,0,,0,,,-,,-,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
OKLAHOMA,2014,45,1,,1,,10,,73,,66,,,-,0,,0,,,-,4,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
ILLINOIS,2014,45,,-,3,,9,,131,,238,,,-,0,,1,,3,,23,,,-,0,,0,,,-,,-,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
MISSISSIPPI,2014,45,,-,1,,4,,56,,45,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
MARYLAND,2014,45,1,,1,,5,,69,,55,,,-,0,,2,,6,,9,,,-,0,,0,,,-,,-,"MARYLAND
(39.29058224000045, -76.60925970899967)",
SOUTH CAROLINA,2014,45,,-,1,,5,,61,,88,,,-,0,,1,,2,,7,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
ALABAMA,2014,45,,-,2,,8,,107,,130,,,-,0,,1,,3,,5,,,-,0,,0,,,-,,-,"ALABAMA
(32.84057034900047, -86.63185803899967)",
COLORADO,2014,45,,-,1,,5,,52,,88,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"COLORADO
(38.84384201300048, -106.13360888799969)",
PUERTO RICO,2014,45,,N,0,,0,,,N,,N,,-,8,,114,,440,,9122,,,-,0,,2,,2,,146,,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
WEST VIRGINIA,2014,45,,-,0,,2,,7,,21,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
INDIANA,2014,45,,-,2,,9,,108,,129,,,-,0,,1,,2,,6,,,-,0,,0,,,-,,-,"INDIANA
(39.76691072200049, -86.14995579899966)",
NEBRASKA,2014,45,2,,2,,9,,98,,138,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
IDAHO,2014,45,5,,1,,14,,94,,138,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"IDAHO
(43.68263160000049, -114.3637261449997)",
MISSOURI,2014,45,3,,3,,13,,134,,189,,,-,0,,1,,2,,4,,,-,0,,0,,,-,,-,"MISSOURI
(38.63579079900046, -92.56629737199967)",
MICHIGAN,2014,45,1,,4,,13,,207,,247,,,-,0,,1,,,-,15,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
DELAWARE,2014,45,,-,0,,1,,4,,16,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883059000046, -75.57773943699965)",
SOUTH DAKOTA,2014,45,,-,2,,9,,126,,150,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
NORTH DAKOTA,2014,45,,-,1,,15,,122,,77,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
NEW YORK,2014,45,2,,4,,14,,217,,221,,,-,0,,4,,21,,46,,,-,0,,0,,,-,1,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
ARKANSAS,2014,45,,-,1,,6,,38,,49,,,-,0,,2,,2,,2,,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
PENNSYLVANIA,2014,45,6,,6,,15,,303,,401,,,-,0,,1,,5,,23,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
NEW JERSEY,2014,45,,-,0,,4,,13,,64,,,-,0,,6,,49,,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
OREGON,2014,45,2,,2,,8,,99,,245,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745218600048, -120.15502977999972)",
ARIZONA,2014,45,,-,1,,5,,38,,36,,,-,0,,2,,3,,1,,,-,0,,0,,,-,,-,"ARIZONA
(34.865970167000455, -111.76380949799972)",
LOUISIANA,2014,45,,-,3,,17,,210,,353,,,-,0,,1,,2,,6,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
KANSAS,2014,45,,-,1,,4,,58,,90,,,-,0,,1,,1,,6,,,-,0,,0,,,-,,-,"KANSAS
(38.3477418760005, -98.20077655499966)",
KENTUCKY,2014,45,,-,1,,6,,66,,63,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
MASSACHUSETTS,2014,45,1,,2,,9,,125,,117,,,-,0,,1,,10,,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
RHODE ISLAND,2014,45,,-,0,,4,,15,,8,,,-,0,,1,,4,,8,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
FLORIDA,2014,45,50,,11,,123,,1721,,362,,,-,1,,5,,44,,130,,,-,0,,0,,,-,,-,"FLORIDA
(28.93204444200046, -81.92895558499964)",
MAINE,2014,45,1,,0,,4,,45,,33,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"MAINE
(45.2542257390005, -68.98502952999962)",
UTAH,2014,45,,-,1,,5,,41,,80,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070082200047, -111.5871285339997)",
MINNESOTA,2014,45,,-,0,,7,,,-,297,,,-,0,,1,,,-,21,,,-,0,,0,,,-,1,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
NORTH CAROLINA,2014,45,,-,0,,28,,123,,109,,,-,0,,2,,5,,13,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
MONTANA,2014,45,,-,1,,5,,58,,124,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"MONTANA
(47.06652759400049, -109.42441687999968)",
ALASKA,2014,45,,-,0,,1,,3,,4,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"ALASKA
(64.84507631500048, -147.72205669099972)",
NEW YORK CITY,2014,45,2,,2,,7,,76,,68,,,-,1,,5,,30,,118,,,-,0,,0,,,-,1,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
CALIFORNIA,2014,45,4,,6,,15,,299,,266,,,-,1,,6,,63,,98,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
NEVADA,2014,45,,-,0,,2,,13,,20,,,-,0,,1,,3,,2,,,-,0,,0,,,-,,-,"NEVADA
(39.493242807000456, -117.07183978499972)",
TENNESSEE,2014,45,,-,2,,6,,78,,79,,,-,0,,1,,2,,10,,,-,0,,0,,,-,,-,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
TEXAS,2014,45,5,,7,,37,,297,,324,,,-,0,,4,,17,,85,,,-,0,,0,,,-,,-,"TEXAS
(31.827240712000446, -99.4267664729997)",
NEW MEXICO,2014,45,,-,1,,7,,69,,40,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
WYOMING,2014,45,,-,0,,5,,21,,165,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"WYOMING
(43.235543013000495, -108.10982744299969)",
WISCONSIN,2014,45,1,,7,,32,,481,,441,,,-,0,,2,,5,,8,,,-,0,,0,,,-,,-,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
IOWA,2014,45,,-,4,,13,,226,,1480,,,-,0,,1,,2,,,-,,-,0,,0,,,-,2,,"IOWA
(42.469401477000474, -93.81648936699969)",
VIRGINIA,2014,45,2,,2,,8,,110,,115,,,-,0,,3,,6,,16,,,-,0,,0,,,-,1,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
VERMONT,2014,45,,-,0,,7,,21,,25,,,-,0,,2,,3,,2,,,-,0,,0,,,-,,-,"VERMONT
(43.62538000100045, -72.51763944499965)",
GEORGIA,2014,45,1,,4,,16,,213,,250,,,-,0,,1,,3,,9,,,-,0,,0,,,-,,-,"GEORGIA
(32.83968158500045, -83.62757601199968)",
HAWAII,2014,45,,-,0,,2,,2,,1,,,-,0,,2,,6,,9,,,-,0,,0,,,-,,-,"HAWAII
(21.304853205000427, -157.85774691599974)",
GUAM,2014,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.480998894000436, 144.73149801400064)",
UNITED STATES,2014,46,73,,115,,322,,7059,,8353,,,-,7,,24,,335,,759,,,-,0,,0,,,-,6,,,
NEW ENGLAND,2014,46,2,,5,,15,,265,,256,,,-,0,,3,,20,,31,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2014,46,10,,12,,33,,617,,764,,,-,2,,11,,105,,194,,,-,0,,0,,,-,2,,,
E.N. CENTRAL,2014,46,6,,21,,68,,1245,,1416,,,-,0,,3,,17,,61,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2014,46,1,,16,,38,,773,,2437,,,-,0,,1,,5,,34,,,-,0,,0,,,-,3,,,
S. ATLANTIC,2014,46,33,,26,,149,,2343,,1049,,,-,2,,8,,73,,192,,,-,0,,0,,,-,1,,,
DIST. OF COL.,2014,46,,-,0,,1,,2,,13,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2014,46,1,,6,,17,,318,,324,,,-,0,,1,,7,,16,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2014,46,7,,12,,46,,629,,808,,,-,0,,4,,21,,101,,,-,0,,0,,,-,,-,,
MOUNTAIN,2014,46,4,,8,,20,,398,,700,,,-,0,,2,,8,,9,,,-,0,,0,,,-,,-,,
PACIFIC,2014,46,9,,10,,25,,471,,599,,,-,1,,6,,79,,121,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2014,46,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,46,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,46,,-,0,,0,,,-,,-,,-,0,,5,,1,,163,,,-,0,,0,,,-,5,,"VIRGIN ISL.
",
NEBRASKA,2014,46,,-,2,,9,,98,,140,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
UTAH,2014,46,3,,1,,5,,48,,82,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070082200047, -111.5871285339997)",
CONNECTICUT,2014,46,,-,0,,3,,31,,32,,,-,0,,2,,2,,16,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
INDIANA,2014,46,,-,2,,9,,113,,129,,,-,0,,1,,2,,6,,,-,0,,0,,,-,,-,"INDIANA
(39.76691072200049, -86.14995579899966)",
MICHIGAN,2014,46,,-,4,,13,,210,,252,,,-,0,,1,,,-,15,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
NEW HAMPSHIRE,2014,46,,-,0,,3,,26,,40,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
MINNESOTA,2014,46,,-,0,,7,,,-,301,,,-,0,,0,,,-,21,,,-,0,,0,,,-,1,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
ALASKA,2014,46,1,,0,,1,,4,,5,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"ALASKA
(64.84507631500048, -147.72205669099972)",
HAWAII,2014,46,,-,0,,2,,2,,1,,,-,0,,2,,6,,9,,,-,0,,0,,,-,,-,"HAWAII
(21.304853205000427, -157.85774691599974)",
PUERTO RICO,2014,46,,N,0,,0,,,N,,N,,-,8,,99,,440,,9221,,,-,0,,2,,2,,146,,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
NEW JERSEY,2014,46,,-,0,,4,,13,,64,,,-,0,,6,,51,,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
NEW MEXICO,2014,46,,-,1,,7,,71,,43,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
GEORGIA,2014,46,,-,4,,16,,213,,254,,,-,0,,1,,3,,9,,,-,0,,0,,,-,,-,"GEORGIA
(32.83968158500045, -83.62757601199968)",
SOUTH CAROLINA,2014,46,,-,1,,4,,61,,90,,,-,0,,1,,2,,7,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
SOUTH DAKOTA,2014,46,,-,2,,9,,126,,151,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
NEW YORK,2014,46,5,,4,,14,,221,,225,,,-,0,,9,,19,,48,,,-,0,,0,,,-,1,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
MASSACHUSETTS,2014,46,2,,2,,9,,126,,118,,,-,0,,1,,10,,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
WASHINGTON,2014,46,1,,0,,9,,57,,70,,,-,0,,2,,8,,9,,,-,0,,0,,,-,,-,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
TEXAS,2014,46,3,,7,,37,,304,,331,,,-,0,,4,,17,,89,,,-,0,,0,,,-,,-,"TEXAS
(31.827240712000446, -99.4267664729997)",
VERMONT,2014,46,,-,0,,7,,21,,25,,,-,0,,2,,3,,2,,,-,0,,0,,,-,,-,"VERMONT
(43.62538000100045, -72.51763944499965)",
MISSOURI,2014,46,1,,3,,13,,137,,193,,,-,0,,1,,2,,4,,,-,0,,0,,,-,,-,"MISSOURI
(38.63579079900046, -92.56629737199967)",
VIRGINIA,2014,46,3,,2,,8,,113,,119,,,-,0,,3,,6,,18,,,-,0,,0,,,-,1,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
ARKANSAS,2014,46,2,,1,,6,,40,,50,,,-,0,,2,,2,,2,,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
DELAWARE,2014,46,,-,0,,1,,4,,16,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883059000046, -75.57773943699965)",
