Reporting Area,MMWR Year,MMWR Week,"Invasive Pneumococcal disease, All ages, Current week","Invasive Pneumococcal disease§, All ages, Current week, flag","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Med","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Med, flag","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Max","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Max, flag","Invasive Pneumococcal disease§, All ages, Cum 2016","Invasive Pneumococcal disease§, All ages, Cum 2016, flag","Invasive Pneumococcal disease§, All ages, Cum 2015","Invasive Pneumococcal disease§, All ages, Cum 2015, flag","Invasive Pneumococcal disease§, Age LT 5, Current week","Invasive Pneumococcal disease§, Age LT 5, Current week, flag","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Med","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Med, flag","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Max","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Max, flag","Invasive Pneumococcal disease§, Age LT 5, Cum 2016","Invasive Pneumococcal disease§, Age LT 5, Cum 2016, flag","Invasive Pneumococcal disease§, Age LT 5, Cum 2015","Invasive Pneumococcal disease§, Age LT 5, Cum 2015, flag","Legionellosis, Current week","Legionellosis, Current week, flag","Legionellosis, Previous 52 weeks Med","Legionellosis, Previous 52 weeks Med, flag","Legionellosis, Previous 52 weeks Max","Legionellosis, Previous 52 weeks Max, flag","Legionellosis, Cum 2016","Legionellosis, Cum 2016, flag","Legionellosis, Cum 2015","Legionellosis, Cum 2015, flag",Location 1,Location 2
OKLAHOMA,2016,35,,N,0,,0,,,N,,N,1,,0,,2,,9,,10,,,-,0,,10,,3,,25,,"OKLAHOMA
(35.468494, -97.521264)",
KENTUCKY,2016,35,,-,4,,11,,163,,152,,,-,0,,2,,4,,3,,,-,1,,4,,39,,61,,"KENTUCKY
(37.64591, -84.774043)",
UTAH,2016,35,,-,4,,9,,138,,127,,,-,0,,3,,15,,11,,,-,0,,2,,11,,24,,"UTAH
(39.359772, -111.584173)",
NORTH CAROLINA,2016,35,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,3,,9,,103,,103,,"NORTH CAROLINA
(35.47995, -79.180571)",
ARKANSAS,2016,35,2,,5,,24,,173,,205,,,-,0,,3,,14,,16,,1,,0,,6,,28,,26,,"ARKANSAS
(34.748745, -92.275105)",
WASHINGTON,2016,35,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,56,,25,,,-,"WASHINGTON
(47.517368, -120.467672)",
HAWAII,2016,35,,-,1,,6,,53,,46,,,-,0,,1,,,-,2,,,-,0,,1,,3,,6,,"HAWAII
(21.30992, -157.858158)",
VIRGINIA,2016,35,,-,0,,2,,17,,16,,,-,0,,2,,17,,16,,,-,3,,7,,77,,86,,"VIRGINIA
(37.542699, -78.45822)",
NEVADA,2016,35,,-,2,,10,,57,,116,,,-,0,,1,,4,,9,,,-,0,,2,,3,,17,,"NEVADA
(39.491833, -117.070159)",
INDIANA,2016,35,,-,11,,30,,359,,398,,,-,0,,3,,8,,23,,1,,2,,11,,65,,123,,"INDIANA
(39.76845, -86.156212)",
CALIFORNIA,2016,35,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,2,,6,,16,,195,,330,,"CALIFORNIA
(37.640735, -121.002435)",
SOUTH DAKOTA,2016,35,,-,2,,9,,89,,72,,,N,0,,0,,,N,,N,,-,0,,2,,5,,5,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MICHIGAN,2016,35,2,,16,,46,,581,,523,,,-,0,,4,,27,,31,,,-,2,,13,,57,,176,,"MICHIGAN
(44.66399, -84.711206)",
WYOMING,2016,35,,-,0,,3,,23,,16,,,-,0,,1,,1,,1,,,-,0,,1,,2,,4,,"WYOMING
(43.23558, -108.110518)",
IDAHO,2016,35,,N,0,,0,,,N,,N,,-,0,,1,,7,,7,,,-,0,,1,,9,,8,,"IDAHO
(43.680635, -114.364237)",
RHODE ISLAND,2016,35,,-,0,,7,,39,,45,,,-,0,,1,,2,,1,,,-,0,,6,,10,,9,,"RHODE ISLAND
(41.707447, -71.522488)",
KANSAS,2016,35,,-,4,,9,,135,,116,,,-,0,,2,,8,,12,,,-,0,,4,,13,,22,,"KANSAS
(38.345528, -98.201847)",
NEW JERSEY,2016,35,,-,0,,20,,3,,370,,,-,0,,4,,,-,13,,,-,0,,11,,8,,146,,"NEW JERSEY
(40.104655, -74.386686)",
MONTANA,2016,35,,-,1,,6,,67,,43,,,-,0,,1,,2,,,-,,-,0,,2,,7,,4,,"MONTANA
(47.062617, -109.430168)",
IOWA,2016,35,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,19,,27,,"IOWA
(42.46942, -93.815856)",
CONNECTICUT,2016,35,,-,4,,9,,134,,166,,,-,0,,1,,7,,4,,,-,1,,3,,18,,38,,"CONNECTICUT
(41.544654, -72.651713)",
NEW HAMPSHIRE,2016,35,,-,2,,6,,62,,61,,,-,0,,2,,1,,5,,,-,0,,3,,10,,21,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEW YORK,2016,35,,-,17,,71,,595,,535,,,-,1,,4,,35,,23,,,-,5,,16,,177,,290,,"NEW YORK
(42.826892, -75.544286)",
WISCONSIN,2016,35,2,,7,,25,,279,,283,,,-,0,,2,,15,,20,,,-,0,,7,,11,,60,,"WISCONSIN
(44.395526, -89.834513)",
OHIO,2016,35,5,,20,,41,,706,,672,,,-,1,,5,,46,,30,,32,,6,,23,,272,,425,,"OHIO
(40.056807, -82.405897)",
OREGON,2016,35,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,3,,20,,32,,"OREGON
(44.567912, -120.156945)",
DELAWARE,2016,35,,-,1,,5,,40,,53,,,-,0,,1,,,-,3,,1,,0,,2,,11,,17,,"DELAWARE
(39.008676, -75.574561)",
FLORIDA,2016,35,1,,10,,59,,462,,285,,1,,1,,5,,43,,40,,8,,5,,11,,180,,198,,"FLORIDA
(28.915325, -81.922409)",
ALABAMA,2016,35,,-,6,,18,,216,,184,,,-,0,,5,,18,,19,,,-,1,,3,,31,,45,,"ALABAMA
(32.839182, -86.631125)",
MINNESOTA,2016,35,,-,0,,19,,,-,344,,,-,0,,2,,,-,24,,,-,1,,7,,46,,32,,"MINNESOTA
(46.357661, -94.793397)",
MISSISSIPPI,2016,35,2,,5,,13,,151,,145,,,-,0,,2,,12,,17,,,-,0,,3,,13,,30,,"MISSISSIPPI
(32.738663, -89.537312)",
MISSOURI,2016,35,,-,0,,1,,1,,,-,,-,0,,2,,,-,10,,,-,2,,12,,97,,116,,"MISSOURI
(38.636168, -92.566292)",
TEXAS,2016,35,6,,28,,217,,1122,,1019,,,-,3,,14,,89,,94,,6,,4,,21,,138,,176,,"TEXAS
(31.827233, -99.423022)",
NEW MEXICO,2016,35,1,,5,,15,,217,,211,,,-,0,,2,,10,,13,,1,,0,,2,,7,,8,,"NEW MEXICO
(34.520396, -106.244402)",
ILLINOIS,2016,35,,N,0,,0,,,N,,N,,-,0,,0,,,-,3,,,-,4,,28,,131,,208,,"ILLINOIS
(40.477092, -88.993221)",
LOUISIANA,2016,35,,-,6,,16,,226,,238,,,-,0,,3,,21,,15,,,-,0,,3,,7,,29,,"LOUISIANA
(31.2931, -92.463284)",
VERMONT,2016,35,2,,1,,10,,56,,40,,,-,0,,2,,2,,3,,,-,0,,3,,4,,14,,"VERMONT
(43.622479, -72.51927)",
SOUTH CAROLINA,2016,35,1,,6,,18,,237,,312,,,-,0,,2,,8,,14,,,-,1,,3,,17,,40,,"SOUTH CAROLINA
(34.009286, -81.037094)",
TENNESSEE,2016,35,8,,15,,35,,545,,620,,,-,1,,3,,23,,36,,2,,2,,7,,83,,93,,"TENNESSEE
(35.681402, -85.774444)",
PENNSYLVANIA,2016,35,4,,9,,24,,368,,323,,,-,0,,3,,18,,16,,6,,6,,23,,199,,237,,"PENNSYLVANIA
(40.789676, -77.858055)",
PUERTO RICO,2016,35,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,5,,12,,"PUERTO RICO
(18.215692, -66.414655)",
GEORGIA,2016,35,6,,17,,37,,629,,682,,1,,1,,5,,43,,47,,1,,2,,7,,67,,74,,"GEORGIA
(32.836038, -83.631709)",
ALASKA,2016,35,5,,2,,10,,84,,70,,,-,0,,1,,6,,6,,,-,0,,1,,1,,,-,"ALASKA
(64.836661, -147.738891)",
NORTH DAKOTA,2016,35,,-,1,,5,,48,,57,,,-,0,,1,,2,,5,,,-,0,,1,,3,,2,,"NORTH DAKOTA
(47.475879, -100.121011)",
MASSACHUSETTS,2016,35,4,,10,,20,,347,,328,,,-,0,,3,,23,,17,,2,,2,,7,,58,,100,,"MASSACHUSETTS
(42.268546, -72.085064)",
COLORADO,2016,35,,-,0,,21,,,-,331,,,-,0,,2,,,-,19,,,-,0,,7,,3,,33,,"COLORADO
(38.841772, -106.132562)",
MARYLAND,2016,35,3,,8,,21,,313,,292,,1,,0,,3,,21,,16,,3,,2,,9,,84,,109,,"MARYLAND
(39.290443, -76.612333)",
ARIZONA,2016,35,7,,10,,37,,544,,470,,1,,1,,4,,37,,31,,1,,1,,4,,48,,65,,"ARIZONA
(34.869712, -111.760902)",
NEBRASKA,2016,35,3,,3,,8,,133,,93,,,-,0,,2,,13,,6,,,-,0,,2,,9,,12,,"NEBRASKA
(41.640503, -99.367122)",
UNITED STATES,2016,36,79,,295,,727,,10233,,10950,,5,,23,,36,,651,,753,,78,,85,,182,,2773,,4192,,,
NEW ENGLAND,2016,36,3,,20,,42,,729,,752,,,-,1,,4,,41,,33,,,-,4,,13,,111,,204,,,
MID. ATLANTIC,2016,36,15,,45,,129,,1421,,1706,,,-,3,,8,,72,,79,,27,,17,,56,,583,,1023,,,
NEW YORK CITY,2016,36,4,,13,,23,,435,,464,,,-,1,,3,,18,,22,,12,,4,,27,,163,,323,,"NEW YORK CITY
",
E.N. CENTRAL,2016,36,14,,58,,127,,1949,,1908,,1,,3,,8,,98,,109,,19,,18,,64,,563,,1031,,,
W.N. CENTRAL,2016,36,,-,14,,29,,408,,693,,,-,1,,4,,23,,58,,2,,4,,16,,208,,224,,,
S. ATLANTIC,2016,36,16,,52,,119,,1903,,1830,,2,,4,,11,,142,,153,,9,,17,,32,,571,,667,,,
DIST. OF COL.,2016,36,,N,0,,0,,,N,,N,,-,0,,1,,,-,4,,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2016,36,10,,32,,71,,1090,,1125,,1,,2,,6,,59,,79,,3,,4,,10,,177,,237,,,
W.S. CENTRAL,2016,36,10,,40,,244,,1532,,1481,,,-,4,,16,,133,,139,,12,,6,,32,,196,,263,,,
MOUNTAIN,2016,36,9,,28,,65,,1057,,1336,,1,,2,,6,,77,,94,,5,,4,,10,,98,,167,,,
PACIFIC,2016,36,2,,4,,12,,144,,119,,,-,0,,1,,6,,9,,1,,8,,70,,266,,376,,,
AMER. SAMOA,2016,36,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,36,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
INDIANA,2016,36,,-,11,,30,,364,,406,,,-,0,,3,,8,,23,,,-,2,,11,,68,,129,,"INDIANA
(39.76845, -86.156212)",
NEW JERSEY,2016,36,,-,0,,20,,3,,374,,,-,0,,4,,,-,13,,,-,0,,11,,11,,148,,"NEW JERSEY
(40.104655, -74.386686)",
ILLINOIS,2016,36,,N,0,,0,,,N,,N,,-,0,,0,,,-,3,,,-,4,,28,,136,,221,,"ILLINOIS
(40.477092, -88.993221)",
KANSAS,2016,36,,-,4,,9,,136,,119,,,-,0,,2,,8,,12,,,-,0,,4,,13,,22,,"KANSAS
(38.345528, -98.201847)",
MONTANA,2016,36,,-,1,,6,,67,,44,,,-,0,,1,,2,,,-,,-,0,,2,,7,,4,,"MONTANA
(47.062617, -109.430168)",
OHIO,2016,36,11,,20,,41,,717,,685,,1,,1,,5,,47,,32,,19,,6,,32,,291,,435,,"OHIO
(40.056807, -82.405897)",
KENTUCKY,2016,36,2,,4,,11,,167,,153,,,-,0,,2,,5,,3,,,-,1,,4,,44,,65,,"KENTUCKY
(37.64591, -84.774043)",
CONNECTICUT,2016,36,,-,4,,9,,134,,170,,,-,0,,1,,7,,4,,,-,1,,3,,18,,39,,"CONNECTICUT
(41.544654, -72.651713)",
MINNESOTA,2016,36,,-,0,,19,,,-,350,,,-,0,,2,,,-,25,,1,,1,,8,,54,,34,,"MINNESOTA
(46.357661, -94.793397)",
MARYLAND,2016,36,,-,8,,21,,316,,295,,,-,0,,3,,21,,16,,1,,2,,9,,85,,111,,"MARYLAND
(39.290443, -76.612333)",
VIRGINIA,2016,36,,-,0,,2,,18,,16,,,-,0,,2,,18,,16,,,-,3,,7,,80,,89,,"VIRGINIA
(37.542699, -78.45822)",
WASHINGTON,2016,36,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,56,,25,,,-,"WASHINGTON
(47.517368, -120.467672)",
ARKANSAS,2016,36,1,,5,,24,,174,,208,,,-,0,,3,,14,,16,,,-,0,,6,,28,,26,,"ARKANSAS
(34.748745, -92.275105)",
TEXAS,2016,36,9,,28,,217,,1132,,1028,,,-,3,,14,,89,,96,,3,,5,,21,,147,,183,,"TEXAS
(31.827233, -99.423022)",
UTAH,2016,36,,-,4,,10,,141,,132,,,-,0,,3,,15,,12,,,-,0,,2,,11,,24,,"UTAH
(39.359772, -111.584173)",
SOUTH DAKOTA,2016,36,,-,2,,9,,90,,72,,,N,0,,0,,,N,,N,,-,0,,2,,5,,7,,"SOUTH DAKOTA
(44.35371, -100.373709)",
SOUTH CAROLINA,2016,36,3,,6,,18,,242,,316,,,-,0,,2,,8,,14,,,-,1,,3,,21,,42,,"SOUTH CAROLINA
(34.009286, -81.037094)",
PUERTO RICO,2016,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,5,,12,,"PUERTO RICO
(18.215692, -66.414655)",
IDAHO,2016,36,,N,0,,0,,,N,,N,,-,0,,1,,7,,7,,,-,0,,1,,9,,8,,"IDAHO
(43.680635, -114.364237)",
NEW HAMPSHIRE,2016,36,,-,2,,6,,62,,62,,,-,0,,2,,1,,5,,,-,0,,3,,11,,22,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
FLORIDA,2016,36,7,,10,,59,,470,,291,,2,,1,,5,,45,,42,,8,,5,,11,,188,,204,,"FLORIDA
(28.915325, -81.922409)",
NORTH DAKOTA,2016,36,,-,1,,5,,48,,57,,,-,0,,1,,2,,5,,,-,0,,1,,3,,2,,"NORTH DAKOTA
(47.475879, -100.121011)",
CALIFORNIA,2016,36,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,6,,16,,214,,338,,"CALIFORNIA
(37.640735, -121.002435)",
MISSOURI,2016,36,,-,0,,1,,1,,,-,,-,0,,2,,,-,10,,1,,2,,12,,102,,119,,"MISSOURI
(38.636168, -92.566292)",
NEW YORK,2016,36,11,,17,,71,,615,,540,,,-,1,,4,,36,,26,,12,,5,,16,,203,,302,,"NEW YORK
(42.826892, -75.544286)",
MAINE,2016,36,1,,2,,9,,89,,99,,,-,0,,2,,6,,3,,,-,0,,2,,10,,10,,"MAINE
(45.252223, -68.986647)",
IOWA,2016,36,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,21,,27,,"IOWA
(42.46942, -93.815856)",
NORTH CAROLINA,2016,36,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,3,,9,,109,,106,,"NORTH CAROLINA
(35.47995, -79.180571)",
GEORGIA,2016,36,6,,17,,37,,635,,696,,,-,1,,5,,43,,48,,,-,2,,7,,67,,77,,"GEORGIA
(32.836038, -83.631709)",
OREGON,2016,36,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,1,,1,,3,,23,,32,,"OREGON
(44.567912, -120.156945)",
GUAM,2016,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ALASKA,2016,36,2,,2,,10,,88,,72,,,-,0,,1,,6,,7,,,-,0,,1,,1,,,-,"ALASKA
(64.836661, -147.738891)",
LOUISIANA,2016,36,,-,6,,16,,226,,245,,,-,0,,3,,21,,17,,,-,0,,3,,7,,29,,"LOUISIANA
(31.2931, -92.463284)",
MASSACHUSETTS,2016,36,,-,10,,20,,347,,335,,,-,0,,3,,23,,17,,,-,2,,7,,58,,104,,"MASSACHUSETTS
(42.268546, -72.085064)",
DELAWARE,2016,36,,-,1,,5,,40,,54,,,-,0,,1,,,-,4,,,-,0,,2,,11,,17,,"DELAWARE
(39.008676, -75.574561)",
PENNSYLVANIA,2016,36,,-,9,,24,,368,,328,,,-,0,,3,,18,,18,,3,,6,,23,,206,,250,,"PENNSYLVANIA
(40.789676, -77.858055)",
TENNESSEE,2016,36,6,,15,,35,,551,,631,,,-,1,,3,,23,,39,,3,,2,,7,,88,,95,,"TENNESSEE
(35.681402, -85.774444)",
MISSISSIPPI,2016,36,2,,5,,13,,156,,152,,1,,0,,2,,13,,18,,,-,0,,3,,14,,31,,"MISSISSIPPI
(32.738663, -89.537312)",
ALABAMA,2016,36,,-,6,,18,,216,,189,,,-,0,,5,,18,,19,,,-,1,,3,,31,,46,,"ALABAMA
(32.839182, -86.631125)",
WISCONSIN,2016,36,1,,7,,25,,282,,289,,,-,0,,2,,15,,20,,,-,0,,7,,11,,63,,"WISCONSIN
(44.395526, -89.834513)",
WEST VIRGINIA,2016,36,,-,4,,17,,182,,162,,,-,0,,2,,7,,9,,,-,0,,3,,10,,21,,"WEST VIRGINIA
(38.668501, -80.709421)",
WYOMING,2016,36,,-,0,,3,,23,,16,,,-,0,,1,,1,,1,,,-,0,,1,,2,,4,,"WYOMING
(43.23558, -108.110518)",
HAWAII,2016,36,,-,1,,6,,56,,47,,,-,0,,1,,,-,2,,,-,0,,1,,3,,6,,"HAWAII
(21.30992, -157.858158)",
NEW MEXICO,2016,36,2,,5,,15,,220,,213,,1,,0,,2,,11,,13,,,-,0,,3,,9,,9,,"NEW MEXICO
(34.520396, -106.244402)",
RHODE ISLAND,2016,36,2,,0,,7,,41,,45,,,-,0,,1,,2,,1,,,-,0,,6,,10,,15,,"RHODE ISLAND
(41.707447, -71.522488)",
NEVADA,2016,36,,-,2,,10,,57,,119,,,-,0,,1,,4,,10,,,-,0,,2,,3,,17,,"NEVADA
(39.491833, -117.070159)",
MICHIGAN,2016,36,2,,16,,46,,586,,528,,,-,0,,4,,28,,31,,,-,2,,13,,57,,183,,"MICHIGAN
(44.66399, -84.711206)",
OKLAHOMA,2016,36,,N,0,,0,,,N,,N,,-,0,,2,,9,,10,,9,,0,,10,,14,,25,,"OKLAHOMA
(35.468494, -97.521264)",
NEBRASKA,2016,36,,-,3,,8,,133,,95,,,-,0,,2,,13,,6,,,-,0,,2,,10,,13,,"NEBRASKA
(41.640503, -99.367122)",
ARIZONA,2016,36,7,,10,,37,,549,,475,,,-,1,,4,,37,,32,,1,,1,,4,,50,,67,,"ARIZONA
(34.869712, -111.760902)",
COLORADO,2016,36,,-,0,,21,,,-,337,,,-,0,,2,,,-,19,,4,,0,,7,,7,,34,,"COLORADO
(38.841772, -106.132562)",
VERMONT,2016,36,,-,1,,10,,56,,41,,,-,0,,2,,2,,3,,,-,0,,3,,4,,14,,"VERMONT
(43.622479, -72.51927)",
UNITED STATES,2016,37,100,,295,,727,,10388,,11145,,9,,23,,36,,665,,773,,74,,85,,182,,2928,,4366,,,
NEW ENGLAND,2016,37,7,,20,,42,,740,,765,,1,,1,,4,,42,,34,,3,,4,,12,,120,,215,,,
MID. ATLANTIC,2016,37,12,,45,,129,,1434,,1724,,1,,2,,8,,73,,80,,26,,17,,56,,614,,1059,,,
NEW YORK CITY,2016,37,6,,13,,23,,441,,465,,,-,1,,3,,18,,22,,10,,4,,27,,173,,334,,"NEW YORK CITY
",
E.N. CENTRAL,2016,37,16,,58,,127,,1981,,1941,,1,,3,,8,,100,,111,,16,,18,,64,,598,,1095,,,
W.N. CENTRAL,2016,37,5,,14,,29,,415,,706,,,-,1,,4,,23,,60,,3,,4,,16,,215,,226,,,
S. ATLANTIC,2016,37,14,,52,,119,,1931,,1863,,1,,4,,11,,145,,157,,15,,17,,32,,606,,688,,,
DIST. OF COL.,2016,37,,N,0,,0,,,N,,N,,-,0,,1,,,-,4,,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2016,37,15,,32,,71,,1121,,1150,,1,,2,,6,,61,,82,,4,,4,,10,,186,,244,,,
W.S. CENTRAL,2016,37,19,,40,,244,,1553,,1523,,3,,4,,16,,137,,144,,3,,6,,32,,204,,273,,,
MOUNTAIN,2016,37,9,,28,,65,,1066,,1353,,1,,2,,6,,78,,96,,4,,4,,10,,106,,173,,,
PACIFIC,2016,37,3,,4,,12,,147,,120,,,-,0,,1,,6,,9,,,-,7,,70,,279,,393,,,
AMER. SAMOA,2016,37,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,37,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,37,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
KANSAS,2016,37,,-,4,,9,,136,,120,,,-,0,,2,,8,,12,,,-,0,,4,,13,,22,,"KANSAS
(38.345528, -98.201847)",
NEW YORK,2016,37,3,,17,,71,,619,,546,,1,,1,,4,,37,,26,,13,,5,,16,,217,,307,,"NEW YORK
(42.826892, -75.544286)",
FLORIDA,2016,37,2,,10,,59,,473,,295,,1,,1,,5,,46,,42,,8,,5,,11,,196,,211,,"FLORIDA
(28.915325, -81.922409)",
TEXAS,2016,37,19,,28,,217,,1153,,1052,,3,,3,,14,,93,,98,,3,,4,,21,,154,,188,,"TEXAS
(31.827233, -99.423022)",
INDIANA,2016,37,,-,11,,30,,368,,415,,,-,0,,3,,8,,24,,,-,2,,11,,81,,137,,"INDIANA
(39.76845, -86.156212)",
MINNESOTA,2016,37,,-,0,,19,,,-,357,,,-,0,,2,,,-,25,,1,,1,,8,,55,,35,,"MINNESOTA
(46.357661, -94.793397)",
WEST VIRGINIA,2016,37,,-,4,,17,,184,,164,,,-,0,,2,,8,,10,,,-,0,,3,,10,,23,,"WEST VIRGINIA
(38.668501, -80.709421)",
MASSACHUSETTS,2016,37,4,,10,,20,,355,,339,,1,,0,,3,,24,,18,,3,,2,,8,,66,,110,,"MASSACHUSETTS
(42.268546, -72.085064)",
NEBRASKA,2016,37,2,,3,,8,,135,,98,,,-,0,,2,,13,,7,,,-,0,,2,,10,,13,,"NEBRASKA
(41.640503, -99.367122)",
MARYLAND,2016,37,4,,8,,21,,320,,300,,,-,0,,3,,21,,16,,2,,2,,9,,88,,112,,"MARYLAND
(39.290443, -76.612333)",
SOUTH CAROLINA,2016,37,3,,6,,18,,246,,323,,,-,0,,2,,8,,14,,,-,1,,4,,35,,43,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ARIZONA,2016,37,9,,11,,37,,557,,480,,1,,1,,4,,38,,33,,3,,1,,4,,53,,70,,"ARIZONA
(34.869712, -111.760902)",
NORTH CAROLINA,2016,37,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,3,,9,,110,,107,,"NORTH CAROLINA
(35.47995, -79.180571)",
NEVADA,2016,37,,-,2,,10,,58,,121,,,-,0,,1,,4,,10,,,-,0,,2,,3,,17,,"NEVADA
(39.491833, -117.070159)",
ALABAMA,2016,37,2,,6,,18,,230,,201,,,-,0,,5,,18,,20,,,-,1,,4,,34,,46,,"ALABAMA
(32.839182, -86.631125)",
PENNSYLVANIA,2016,37,3,,9,,24,,371,,333,,,-,0,,3,,18,,18,,3,,6,,23,,213,,262,,"PENNSYLVANIA
(40.789676, -77.858055)",
GUAM,2016,37,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
OREGON,2016,37,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,3,,24,,33,,"OREGON
(44.567912, -120.156945)",
LOUISIANA,2016,37,,-,6,,16,,226,,258,,,-,0,,3,,21,,20,,,-,0,,3,,7,,31,,"LOUISIANA
(31.2931, -92.463284)",
ALASKA,2016,37,3,,2,,10,,91,,73,,,-,0,,1,,6,,7,,,-,0,,1,,1,,,-,"ALASKA
(64.836661, -147.738891)",
TENNESSEE,2016,37,5,,15,,35,,558,,639,,1,,1,,3,,24,,41,,2,,2,,7,,90,,97,,"TENNESSEE
(35.681402, -85.774444)",
MISSISSIPPI,2016,37,5,,5,,13,,163,,156,,,-,0,,2,,14,,18,,,-,0,,3,,14,,34,,"MISSISSIPPI
(32.738663, -89.537312)",
DELAWARE,2016,37,,-,1,,5,,41,,54,,,-,0,,1,,,-,4,,1,,0,,2,,12,,18,,"DELAWARE
(39.008676, -75.574561)",
CONNECTICUT,2016,37,,-,4,,9,,134,,172,,,-,0,,1,,7,,4,,,-,0,,3,,18,,42,,"CONNECTICUT
(41.544654, -72.651713)",
MICHIGAN,2016,37,,-,16,,46,,597,,541,,,-,0,,4,,29,,32,,,-,2,,13,,57,,196,,"MICHIGAN
(44.66399, -84.711206)",
HAWAII,2016,37,,-,1,,6,,56,,47,,,-,0,,1,,,-,2,,,-,0,,1,,3,,6,,"HAWAII
(21.30992, -157.858158)",
MISSOURI,2016,37,,-,0,,1,,1,,,-,,-,0,,2,,,-,11,,2,,2,,12,,107,,120,,"MISSOURI
(38.636168, -92.566292)",
GEORGIA,2016,37,5,,17,,37,,648,,710,,,-,1,,5,,43,,50,,2,,2,,7,,71,,82,,"GEORGIA
(32.836038, -83.631709)",
VIRGINIA,2016,37,,-,0,,2,,19,,17,,,-,0,,2,,19,,17,,2,,2,,7,,84,,92,,"VIRGINIA
(37.542699, -78.45822)",
ILLINOIS,2016,37,,N,0,,0,,,N,,N,,-,0,,0,,,-,3,,,-,4,,28,,142,,249,,"ILLINOIS
(40.477092, -88.993221)",
MAINE,2016,37,1,,2,,9,,90,,102,,,-,0,,2,,6,,3,,,-,0,,2,,10,,12,,"MAINE
(45.252223, -68.986647)",
CALIFORNIA,2016,37,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,6,,16,,226,,354,,"CALIFORNIA
(37.640735, -121.002435)",
IOWA,2016,37,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,22,,27,,"IOWA
(42.46942, -93.815856)",
SOUTH DAKOTA,2016,37,,-,2,,9,,90,,73,,,N,0,,0,,,N,,N,,-,0,,1,,5,,7,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MONTANA,2016,37,,-,1,,6,,67,,45,,,-,0,,1,,2,,,-,,-,0,,2,,7,,4,,"MONTANA
(47.062617, -109.430168)",
ARKANSAS,2016,37,,-,5,,24,,174,,213,,,-,0,,3,,14,,16,,,-,0,,6,,28,,26,,"ARKANSAS
(34.748745, -92.275105)",
OHIO,2016,37,13,,20,,41,,730,,693,,1,,1,,5,,48,,32,,16,,6,,32,,307,,446,,"OHIO
(40.056807, -82.405897)",
