Reporting Area,MMWR Year,MMWR Week,"Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Current week","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Current week, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Med","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Med, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Max","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Max, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2016","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2016, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2015","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2015, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Current week","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Current week, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Med","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Med, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Max","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Max, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2016","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2016, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2015","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2015, flag","Syphilis, primary and secondary, Current week","Syphilis, primary and secondary, Current week, flag","Syphilis, primary and secondary, Previous 52 weeks Med","Syphilis, primary and secondary, Previous 52 weeks Med, flag","Syphilis, primary and secondary, Previous 52 weeks Max","Syphilis, primary and secondary, Previous 52 weeks Max, flag","Syphilis, primary and secondary, Cum 2016","Syphilis, primary and secondary, Cum 2016, flag","Syphilis, primary and secondary, Cum 2015","Syphilis, primary and secondary, Cum 2015, flag",Location 1,Location 2
MISSISSIPPI,2016,34,,-,0,,1,,,-,3,,,-,1,,8,,40,,60,,1,,5,,13,,178,,135,,"MISSISSIPPI
(32.738663, -89.537312)",
COLORADO,2016,34,,-,0,,0,,,-,,-,,-,0,,1,,,-,6,,3,,4,,9,,136,,156,,"COLORADO
(38.841772, -106.132562)",
ALABAMA,2016,34,,-,0,,1,,1,,1,,,-,4,,24,,256,,220,,,-,6,,14,,186,,175,,"ALABAMA
(32.839182, -86.631125)",
ILLINOIS,2016,34,,-,0,,1,,1,,1,,,-,0,,5,,29,,40,,,-,15,,32,,335,,689,,"ILLINOIS
(40.477092, -88.993221)",
OREGON,2016,34,,-,0,,1,,1,,,-,,-,0,,1,,2,,5,,1,,6,,15,,210,,222,,"OREGON
(44.567912, -120.156945)",
WISCONSIN,2016,34,,-,0,,0,,,-,,-,,-,0,,1,,6,,5,,,-,2,,6,,79,,52,,"WISCONSIN
(44.395526, -89.834513)",
MASSACHUSETTS,2016,34,,-,0,,0,,,-,1,,,-,0,,1,,2,,7,,,-,8,,18,,259,,261,,"MASSACHUSETTS
(42.268546, -72.085064)",
PENNSYLVANIA,2016,34,,-,0,,1,,2,,,-,,-,0,,4,,12,,8,,8,,14,,21,,465,,409,,"PENNSYLVANIA
(40.789676, -77.858055)",
HAWAII,2016,34,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,6,,37,,50,,"HAWAII
(21.30992, -157.858158)",
INDIANA,2016,34,,-,0,,0,,,-,,-,,-,0,,4,,17,,26,,,-,6,,12,,209,,185,,"INDIANA
(39.76845, -86.156212)",
MARYLAND,2016,34,,-,0,,1,,1,,,-,1,,0,,4,,13,,1,,,-,9,,22,,291,,325,,"MARYLAND
(39.290443, -76.612333)",
MISSOURI,2016,34,,-,0,,3,,9,,2,,4,,4,,23,,195,,208,,2,,6,,16,,245,,195,,"MISSOURI
(38.636168, -92.566292)",
MAINE,2016,34,,-,0,,0,,,-,,-,,-,0,,1,,2,,,-,,-,1,,4,,24,,21,,"MAINE
(45.252223, -68.986647)",
GEORGIA,2016,34,,-,1,,6,,33,,83,,,-,0,,0,,,-,,-,1,,26,,50,,850,,972,,"GEORGIA
(32.836038, -83.631709)",
SOUTH CAROLINA,2016,34,,-,0,,1,,,-,1,,,-,0,,2,,9,,33,,10,,6,,15,,212,,174,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ARKANSAS,2016,34,,-,0,,1,,5,,3,,7,,10,,72,,510,,665,,,-,3,,10,,84,,62,,"ARKANSAS
(34.748745, -92.275105)",
TEXAS,2016,34,,-,0,,0,,,-,2,,,-,1,,5,,31,,33,,30,,35,,52,,1208,,1113,,"TEXAS
(31.827233, -99.423022)",
IOWA,2016,34,,-,0,,0,,,-,,-,,-,0,,1,,7,,7,,1,,1,,4,,42,,45,,"IOWA
(42.46942, -93.815856)",
PUERTO RICO,2016,34,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,4,,9,,26,,293,,304,,"PUERTO RICO
(18.215692, -66.414655)",
MONTANA,2016,34,,-,0,,0,,,-,5,,1,,0,,1,,2,,4,,,-,0,,2,,8,,6,,"MONTANA
(47.062617, -109.430168)",
TENNESSEE,2016,34,,-,0,,1,,2,,12,,11,,8,,32,,393,,453,,1,,6,,14,,193,,225,,"TENNESSEE
(35.681402, -85.774444)",
RHODE ISLAND,2016,34,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,1,,7,,52,,46,,"RHODE ISLAND
(41.707447, -71.522488)",
WASHINGTON,2016,34,,-,0,,0,,,-,,-,,-,0,,4,,,-,,-,9,,6,,13,,171,,292,,"WASHINGTON
(47.517368, -120.467672)",
DELAWARE,2016,34,,-,0,,0,,,-,,-,1,,0,,3,,10,,14,,1,,0,,7,,41,,34,,"DELAWARE
(39.008676, -75.574561)",
NEW JERSEY,2016,34,,-,0,,1,,1,,1,,,-,0,,3,,27,,54,,,-,8,,17,,239,,217,,"NEW JERSEY
(40.104655, -74.386686)",
KENTUCKY,2016,34,,-,0,,1,,4,,,-,,-,2,,10,,89,,95,,2,,3,,12,,107,,89,,"KENTUCKY
(37.64591, -84.774043)",
NEVADA,2016,34,,-,0,,0,,,-,1,,,-,0,,1,,,-,,-,1,,7,,16,,225,,213,,"NEVADA
(39.491833, -117.070159)",
WEST VIRGINIA,2016,34,,-,0,,0,,,-,,-,,-,0,,1,,5,,6,,,-,1,,4,,32,,29,,"WEST VIRGINIA
(38.668501, -80.709421)",
MICHIGAN,2016,34,,-,0,,1,,1,,,-,,-,0,,1,,2,,1,,,-,6,,12,,188,,283,,"MICHIGAN
(44.66399, -84.711206)",
NORTH CAROLINA,2016,34,,-,0,,1,,1,,3,,,-,6,,66,,218,,291,,,-,21,,42,,600,,728,,"NORTH CAROLINA
(35.47995, -79.180571)",
MINNESOTA,2016,34,,-,0,,0,,,-,,-,,-,0,,0,,,-,10,,,-,5,,11,,188,,154,,"MINNESOTA
(46.357661, -94.793397)",
CONNECTICUT,2016,34,,-,0,,0,,,-,1,,,-,0,,1,,,-,3,,,-,1,,5,,20,,62,,"CONNECTICUT
(41.544654, -72.651713)",
NEBRASKA,2016,34,,-,0,,3,,1,,1,,1,,0,,3,,17,,14,,,-,1,,6,,31,,31,,"NEBRASKA
(41.640503, -99.367122)",
NEW MEXICO,2016,34,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,-,3,,10,,108,,69,,"NEW MEXICO
(34.520396, -106.244402)",
VIRGINIA,2016,34,,-,0,,1,,1,,2,,1,,3,,18,,172,,234,,7,,6,,40,,289,,226,,"VIRGINIA
(37.542699, -78.45822)",
GUAM,2016,34,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
OKLAHOMA,2016,34,,-,0,,7,,,-,,-,,-,0,,275,,3,,22,,,-,3,,12,,115,,133,,"OKLAHOMA
(35.468494, -97.521264)",
SOUTH DAKOTA,2016,34,,-,0,,0,,,-,1,,,-,0,,1,,3,,,-,,-,0,,2,,7,,29,,"SOUTH DAKOTA
(44.35371, -100.373709)",
VERMONT,2016,34,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,0,,2,,14,,5,,"VERMONT
(43.622479, -72.51927)",
NEW HAMPSHIRE,2016,34,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,11,,39,,26,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ARIZONA,2016,34,,-,0,,1,,4,,9,,,-,0,,2,,7,,7,,,-,11,,19,,350,,392,,"ARIZONA
(34.869712, -111.760902)",
NEW YORK,2016,34,,-,0,,1,,3,,3,,1,,0,,3,,7,,15,,11,,10,,46,,311,,252,,"NEW YORK
(42.826892, -75.544286)",
CALIFORNIA,2016,34,,-,0,,0,,,-,,-,,-,0,,2,,6,,8,,19,,101,,121,,3127,,3135,,"CALIFORNIA
(37.640735, -121.002435)",
UNITED STATES,2016,35,,-,2,,10,,84,,149,,28,,54,,322,,2293,,2833,,101,,486,,581,,15453,,15637,,,
NEW ENGLAND,2016,35,,-,0,,0,,,-,2,,,-,0,,2,,6,,12,,1,,13,,22,,426,,439,,,
MID. ATLANTIC,2016,35,,-,0,,1,,6,,5,,,-,2,,7,,62,,82,,14,,66,,101,,2138,,1844,,,
NEW YORK CITY,2016,35,,-,0,,0,,,-,,-,,-,0,,3,,13,,4,,4,,33,,45,,1088,,932,,"NEW YORK CITY
",
E.N. CENTRAL,2016,35,,-,0,,1,,3,,2,,1,,1,,9,,74,,87,,1,,45,,58,,1305,,1638,,,
W.N. CENTRAL,2016,35,,-,0,,3,,15,,8,,3,,7,,31,,314,,393,,3,,17,,32,,618,,527,,,
S. ATLANTIC,2016,35,,-,1,,8,,40,,93,,10,,10,,73,,455,,602,,24,,121,,164,,3934,,3975,,,
DIST. OF COL.,2016,35,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,7,,70,,74,,"DIST. OF COL.
",
E.S. CENTRAL,2016,35,,-,0,,1,,7,,17,,9,,14,,56,,799,,872,,1,,19,,38,,665,,645,,,
W.S. CENTRAL,2016,35,,-,0,,7,,5,,6,,5,,10,,307,,562,,742,,41,,50,,75,,1770,,1796,,,
MOUNTAIN,2016,35,,-,0,,1,,7,,16,,,-,0,,2,,13,,29,,1,,27,,40,,927,,933,,,
PACIFIC,2016,35,,-,0,,1,,1,,,-,,-,0,,4,,8,,14,,15,,115,,144,,3670,,3840,,,
AMER. SAMOA,2016,35,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,35,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,35,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MONTANA,2016,35,,-,0,,0,,,-,5,,,-,0,,1,,2,,4,,,-,0,,2,,8,,7,,"MONTANA
(47.062617, -109.430168)",
OKLAHOMA,2016,35,,-,0,,7,,,-,,-,,-,0,,275,,3,,22,,,-,3,,12,,115,,136,,"OKLAHOMA
(35.468494, -97.521264)",
NORTH CAROLINA,2016,35,,-,0,,1,,1,,3,,,-,5,,66,,217,,291,,,-,20,,41,,626,,753,,"NORTH CAROLINA
(35.47995, -79.180571)",
ARKANSAS,2016,35,,-,0,,1,,5,,3,,2,,10,,74,,524,,678,,,-,3,,10,,88,,67,,"ARKANSAS
(34.748745, -92.275105)",
MISSOURI,2016,35,,-,0,,3,,11,,2,,3,,4,,23,,213,,225,,1,,6,,16,,250,,199,,"MISSOURI
(38.636168, -92.566292)",
RHODE ISLAND,2016,35,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,1,,7,,52,,49,,"RHODE ISLAND
(41.707447, -71.522488)",
VIRGINIA,2016,35,,-,0,,1,,1,,2,,5,,3,,18,,181,,241,,15,,6,,41,,305,,234,,"VIRGINIA
(37.542699, -78.45822)",
TEXAS,2016,35,,-,0,,0,,,-,2,,3,,1,,5,,35,,34,,41,,35,,50,,1252,,1145,,"TEXAS
(31.827233, -99.423022)",
WYOMING,2016,35,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,2,,3,,"WYOMING
(43.23558, -108.110518)",
KANSAS,2016,35,,-,0,,1,,2,,1,,,-,1,,8,,73,,131,,1,,2,,5,,76,,57,,"KANSAS
(38.345528, -98.201847)",
WASHINGTON,2016,35,,-,0,,0,,,-,,-,,-,0,,4,,,-,,-,5,,6,,13,,176,,302,,"WASHINGTON
(47.517368, -120.467672)",
CALIFORNIA,2016,35,,-,0,,0,,,-,,-,,-,0,,2,,6,,9,,6,,101,,121,,3240,,3256,,"CALIFORNIA
(37.640735, -121.002435)",
VERMONT,2016,35,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,14,,5,,"VERMONT
(43.622479, -72.51927)",
HAWAII,2016,35,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,6,,37,,51,,"HAWAII
(21.30992, -157.858158)",
SOUTH DAKOTA,2016,35,,-,0,,0,,,-,1,,,-,0,,1,,3,,,-,,-,0,,2,,7,,29,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MINNESOTA,2016,35,,-,0,,0,,,-,,-,,-,0,,0,,,-,10,,,-,5,,11,,188,,158,,"MINNESOTA
(46.357661, -94.793397)",
WISCONSIN,2016,35,,-,0,,0,,,-,,-,,-,0,,1,,6,,5,,,-,2,,6,,80,,54,,"WISCONSIN
(44.395526, -89.834513)",
NORTH DAKOTA,2016,35,,-,0,,1,,1,,,-,,-,0,,1,,,-,5,,,-,0,,3,,19,,8,,"NORTH DAKOTA
(47.475879, -100.121011)",
ARIZONA,2016,35,,-,0,,1,,4,,9,,,-,0,,2,,7,,7,,1,,11,,19,,365,,404,,"ARIZONA
(34.869712, -111.760902)",
UTAH,2016,35,,-,0,,0,,,-,1,,,-,0,,0,,,-,6,,,-,2,,5,,52,,41,,"UTAH
(39.359772, -111.584173)",
CONNECTICUT,2016,35,,-,0,,0,,,-,1,,,-,0,,1,,,-,3,,1,,1,,5,,23,,67,,"CONNECTICUT
(41.544654, -72.651713)",
MASSACHUSETTS,2016,35,,-,0,,0,,,-,1,,,-,0,,1,,3,,8,,,-,8,,18,,270,,270,,"MASSACHUSETTS
(42.268546, -72.085064)",
OREGON,2016,35,,-,0,,1,,1,,,-,,-,0,,1,,2,,5,,4,,6,,15,,217,,226,,"OREGON
(44.567912, -120.156945)",
PUERTO RICO,2016,35,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,4,,9,,26,,301,,304,,"PUERTO RICO
(18.215692, -66.414655)",
SOUTH CAROLINA,2016,35,,-,0,,1,,,-,1,,,-,0,,2,,10,,35,,4,,6,,15,,216,,179,,"SOUTH CAROLINA
(34.009286, -81.037094)",
IDAHO,2016,35,,-,0,,1,,3,,,-,,-,0,,1,,3,,3,,,-,1,,7,,30,,23,,"IDAHO
(43.680635, -114.364237)",
NEW MEXICO,2016,35,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,-,3,,10,,109,,73,,"NEW MEXICO
(34.520396, -106.244402)",
PENNSYLVANIA,2016,35,,-,0,,1,,2,,,-,,-,0,,4,,12,,8,,3,,14,,21,,490,,420,,"PENNSYLVANIA
(40.789676, -77.858055)",
TENNESSEE,2016,35,,-,0,,1,,2,,13,,9,,8,,33,,411,,469,,,-,6,,14,,193,,235,,"TENNESSEE
(35.681402, -85.774444)",
NEW YORK,2016,35,,-,0,,1,,3,,4,,,-,0,,3,,7,,16,,7,,10,,46,,318,,268,,"NEW YORK
(42.826892, -75.544286)",
NEVADA,2016,35,,-,0,,0,,,-,1,,,-,0,,1,,,-,,-,,-,6,,16,,225,,219,,"NEVADA
(39.491833, -117.070159)",
COLORADO,2016,35,,-,0,,0,,,-,,-,,-,0,,1,,,-,6,,,-,4,,9,,136,,163,,"COLORADO
(38.841772, -106.132562)",
INDIANA,2016,35,,-,0,,0,,,-,,-,,-,0,,4,,18,,27,,1,,6,,12,,215,,193,,"INDIANA
(39.76845, -86.156212)",
KENTUCKY,2016,35,,-,0,,1,,4,,,-,,-,2,,10,,90,,99,,1,,3,,12,,108,,93,,"KENTUCKY
(37.64591, -84.774043)",
ILLINOIS,2016,35,,-,0,,1,,1,,1,,,-,0,,5,,32,,45,,,-,15,,32,,385,,714,,"ILLINOIS
(40.477092, -88.993221)",
NEW HAMPSHIRE,2016,35,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,11,,39,,27,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
DELAWARE,2016,35,,-,0,,0,,,-,,-,,-,0,,3,,10,,14,,,-,0,,7,,41,,35,,"DELAWARE
(39.008676, -75.574561)",
MISSISSIPPI,2016,35,,-,0,,1,,,-,3,,,-,1,,8,,42,,67,,,-,5,,13,,178,,138,,"MISSISSIPPI
(32.738663, -89.537312)",
GUAM,2016,35,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
LOUISIANA,2016,35,,-,0,,1,,,-,1,,,-,0,,2,,,-,8,,,-,12,,38,,315,,448,,"LOUISIANA
(31.2931, -92.463284)",
FLORIDA,2016,35,,-,0,,1,,3,,,-,,-,0,,2,,11,,13,,1,,44,,66,,1479,,1336,,"FLORIDA
(28.915325, -81.922409)",
WEST VIRGINIA,2016,35,,-,0,,0,,,-,,-,,-,0,,1,,6,,6,,,-,1,,4,,32,,31,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEBRASKA,2016,35,,-,0,,3,,1,,4,,,-,0,,3,,17,,14,,,-,1,,6,,32,,31,,"NEBRASKA
(41.640503, -99.367122)",
GEORGIA,2016,35,,-,1,,7,,34,,87,,,-,0,,0,,,-,,-,2,,25,,50,,871,,996,,"GEORGIA
(32.836038, -83.631709)",
OHIO,2016,35,,-,0,,1,,1,,1,,1,,0,,3,,16,,9,,,-,13,,21,,436,,386,,"OHIO
(40.056807, -82.405897)",
MICHIGAN,2016,35,,-,0,,1,,1,,,-,,-,0,,1,,2,,1,,,-,6,,12,,189,,291,,"MICHIGAN
(44.66399, -84.711206)",
ALABAMA,2016,35,,-,0,,1,,1,,1,,,-,3,,24,,256,,237,,,-,5,,14,,186,,179,,"ALABAMA
(32.839182, -86.631125)",
MAINE,2016,35,,-,0,,0,,,-,,-,,-,0,,1,,2,,,-,,-,1,,4,,28,,21,,"MAINE
(45.252223, -68.986647)",
MARYLAND,2016,35,,-,0,,1,,1,,,-,5,,0,,4,,20,,2,,2,,9,,22,,294,,337,,"MARYLAND
(39.290443, -76.612333)",
ALASKA,2016,35,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,1,,,-,5,,"ALASKA
(64.836661, -147.738891)",
IOWA,2016,35,,-,0,,0,,,-,,-,,-,0,,1,,8,,8,,1,,1,,4,,46,,45,,"IOWA
(42.46942, -93.815856)",
NEW JERSEY,2016,35,,-,0,,1,,1,,1,,,-,0,,3,,30,,54,,,-,8,,17,,242,,224,,"NEW JERSEY
(40.104655, -74.386686)",
UNITED STATES,2016,36,,-,2,,10,,91,,154,,18,,50,,322,,2448,,2938,,99,,487,,581,,16017,,16074,,,
NEW ENGLAND,2016,36,,-,0,,0,,,-,2,,,-,0,,2,,6,,12,,2,,13,,22,,443,,452,,,
MID. ATLANTIC,2016,36,,-,0,,1,,7,,5,,,-,2,,8,,67,,85,,13,,64,,101,,2204,,1906,,,
NEW YORK CITY,2016,36,,-,0,,0,,,-,,-,,-,0,,3,,13,,4,,4,,33,,45,,1125,,957,,"NEW YORK CITY
",
E.N. CENTRAL,2016,36,,-,0,,1,,3,,2,,1,,1,,10,,84,,87,,,-,45,,58,,1352,,1687,,,
W.N. CENTRAL,2016,36,,-,0,,3,,15,,9,,1,,7,,31,,331,,412,,1,,17,,32,,631,,541,,,
S. ATLANTIC,2016,36,,-,1,,9,,45,,96,,9,,12,,73,,543,,624,,16,,122,,164,,4026,,4075,,,
DIST. OF COL.,2016,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,7,,72,,78,,"DIST. OF COL.
",
E.S. CENTRAL,2016,36,,-,0,,1,,7,,18,,5,,13,,56,,821,,913,,9,,19,,38,,722,,668,,,
W.S. CENTRAL,2016,36,,-,0,,7,,5,,6,,2,,10,,307,,574,,760,,31,,50,,75,,1835,,1836,,,
MOUNTAIN,2016,36,,-,0,,2,,8,,16,,,-,0,,2,,14,,29,,1,,27,,41,,970,,955,,,
PACIFIC,2016,36,,-,0,,1,,1,,,-,,-,0,,4,,8,,16,,26,,115,,144,,3834,,3954,,,
AMER. SAMOA,2016,36,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,36,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MASSACHUSETTS,2016,36,,-,0,,0,,,-,1,,,-,0,,1,,3,,8,,2,,8,,18,,283,,281,,"MASSACHUSETTS
(42.268546, -72.085064)",
WISCONSIN,2016,36,,-,0,,0,,,-,,-,,-,0,,1,,8,,5,,,-,2,,6,,81,,57,,"WISCONSIN
(44.395526, -89.834513)",
MARYLAND,2016,36,,-,0,,1,,1,,,-,2,,0,,5,,23,,2,,1,,9,,22,,308,,344,,"MARYLAND
(39.290443, -76.612333)",
MAINE,2016,36,,-,0,,0,,,-,,-,,-,0,,1,,2,,,-,,-,1,,4,,28,,21,,"MAINE
(45.252223, -68.986647)",
MISSOURI,2016,36,,-,0,,2,,12,,3,,1,,4,,23,,228,,241,,,-,6,,16,,255,,203,,"MISSOURI
(38.636168, -92.566292)",
ILLINOIS,2016,36,,-,0,,1,,1,,1,,,-,0,,4,,37,,45,,,-,14,,32,,399,,738,,"ILLINOIS
(40.477092, -88.993221)",
GUAM,2016,36,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NORTH CAROLINA,2016,36,,-,0,,1,,3,,3,,,-,7,,66,,290,,304,,,-,20,,41,,640,,769,,"NORTH CAROLINA
(35.47995, -79.180571)",
PUERTO RICO,2016,36,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,9,,26,,301,,325,,"PUERTO RICO
(18.215692, -66.414655)",
GEORGIA,2016,36,,-,1,,7,,37,,90,,,-,0,,0,,,-,,-,,-,25,,50,,890,,1025,,"GEORGIA
(32.836038, -83.631709)",
ALABAMA,2016,36,,-,0,,1,,1,,1,,,-,3,,24,,256,,248,,,-,5,,14,,186,,186,,"ALABAMA
(32.839182, -86.631125)",
WEST VIRGINIA,2016,36,,-,0,,0,,,-,,-,,-,0,,1,,6,,6,,,-,1,,4,,32,,31,,"WEST VIRGINIA
(38.668501, -80.709421)",
TEXAS,2016,36,,-,0,,0,,,-,2,,1,,1,,5,,37,,36,,30,,35,,51,,1293,,1166,,"TEXAS
(31.827233, -99.423022)",
NEVADA,2016,36,,-,0,,0,,,-,1,,,-,0,,1,,,-,,-,,-,7,,16,,238,,225,,"NEVADA
(39.491833, -117.070159)",
CONNECTICUT,2016,36,,-,0,,0,,,-,1,,,-,0,,1,,,-,3,,,-,1,,4,,24,,67,,"CONNECTICUT
(41.544654, -72.651713)",
SOUTH DAKOTA,2016,36,,-,0,,0,,,-,1,,,-,0,,1,,2,,,-,,-,0,,2,,8,,31,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW MEXICO,2016,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,-,3,,10,,112,,74,,"NEW MEXICO
(34.520396, -106.244402)",
NEW JERSEY,2016,36,,-,0,,1,,1,,1,,,-,1,,3,,34,,56,,,-,8,,17,,248,,237,,"NEW JERSEY
(40.104655, -74.386686)",
NORTH DAKOTA,2016,36,,-,0,,0,,,-,,-,,-,0,,1,,1,,5,,,-,0,,3,,21,,8,,"NORTH DAKOTA
(47.475879, -100.121011)",
MONTANA,2016,36,,-,0,,0,,,-,5,,,-,0,,1,,2,,4,,,-,0,,2,,8,,7,,"MONTANA
(47.062617, -109.430168)",
RHODE ISLAND,2016,36,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,1,,7,,52,,51,,"RHODE ISLAND
(41.707447, -71.522488)",
FLORIDA,2016,36,,-,0,,1,,3,,,-,,-,0,,2,,11,,13,,,-,44,,66,,1505,,1371,,"FLORIDA
(28.915325, -81.922409)",
VERMONT,2016,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,15,,5,,"VERMONT
(43.622479, -72.51927)",
HAWAII,2016,36,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,6,,48,,52,,"HAWAII
(21.30992, -157.858158)",
ARIZONA,2016,36,,-,0,,2,,5,,9,,,-,0,,2,,8,,7,,1,,11,,19,,385,,415,,"ARIZONA
(34.869712, -111.760902)",
OREGON,2016,36,,-,0,,1,,1,,,-,,-,0,,1,,2,,6,,4,,7,,15,,226,,230,,"OREGON
(44.567912, -120.156945)",
KANSAS,2016,36,,-,0,,1,,2,,1,,,-,1,,8,,75,,134,,1,,2,,5,,75,,60,,"KANSAS
(38.345528, -98.201847)",
COLORADO,2016,36,,-,0,,0,,,-,,-,,-,0,,1,,,-,6,,,-,4,,9,,143,,167,,"COLORADO
(38.841772, -106.132562)",
UTAH,2016,36,,-,0,,0,,,-,1,,,-,0,,0,,,-,6,,,-,1,,5,,52,,41,,"UTAH
(39.359772, -111.584173)",
NEW YORK,2016,36,,-,0,,1,,4,,4,,,-,0,,3,,7,,16,,7,,10,,46,,325,,279,,"NEW YORK
(42.826892, -75.544286)",
ARKANSAS,2016,36,,-,0,,1,,5,,3,,1,,9,,75,,534,,694,,1,,3,,10,,92,,70,,"ARKANSAS
(34.748745, -92.275105)",
WYOMING,2016,36,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,2,,3,,"WYOMING
(43.23558, -108.110518)",
NEBRASKA,2016,36,,-,0,,1,,1,,4,,,-,0,,3,,17,,14,,,-,1,,6,,34,,31,,"NEBRASKA
(41.640503, -99.367122)",
INDIANA,2016,36,,-,0,,0,,,-,,-,,-,0,,4,,20,,27,,,-,6,,12,,216,,198,,"INDIANA
(39.76845, -86.156212)",
VIRGINIA,2016,36,,-,0,,1,,1,,2,,7,,3,,18,,192,,248,,,-,6,,41,,305,,239,,"VIRGINIA
(37.542699, -78.45822)",
SOUTH CAROLINA,2016,36,,-,0,,1,,,-,1,,,-,0,,2,,11,,36,,9,,6,,15,,226,,183,,"SOUTH CAROLINA
(34.009286, -81.037094)",
PENNSYLVANIA,2016,36,,-,0,,1,,2,,,-,,-,0,,4,,13,,9,,2,,14,,22,,506,,433,,"PENNSYLVANIA
(40.789676, -77.858055)",
WASHINGTON,2016,36,,-,0,,0,,,-,,-,,-,0,,4,,,-,,-,7,,6,,13,,183,,309,,"WASHINGTON
(47.517368, -120.467672)",
LOUISIANA,2016,36,,-,0,,0,,,-,1,,,-,0,,2,,,-,8,,,-,12,,38,,321,,460,,"LOUISIANA
(31.2931, -92.463284)",
NEW HAMPSHIRE,2016,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,11,,41,,27,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
