Reporting Area,MMWR Year,MMWR Week,"Babesiosis, Current week","Babesiosis, Current week, flag","Babesiosis, Previous 52 weeks Med","Babesiosis, Previous 52 weeks Med, flag","Babesiosis, Previous 52 weeks Max","Babesiosis, Previous 52 weeks Max, flag","Babesiosis, Cum 2016","Babesiosis, Cum 2016, flag","Babesiosis, Cum 2015","Babesiosis, Cum 2015, flag","Campylobacteriosis, Current week","Campylobacteriosis, Current week, flag","Campylobacteriosis, Previous 52 weeks Med","Campylobacteriosis, Previous 52 weeks Med, flag","Campylobacteriosis, Previous 52 weeks Max","Campylobacteriosis, Previous 52 weeks Max, flag","Campylobacteriosis, Cum 2016","Campylobacteriosis, Cum 2016, flag","Campylobacteriosis, Cum 2015","Campylobacteriosis, Cum 2015, flag",Location 1,Location 2
NEW YORK CITY,2016,36,2,,0,,11,,47,,63,,33,,33,,54,,1162,,1187,,"NEW YORK CITY
",
E.N. CENTRAL,2016,36,,-,0,,5,,35,,58,,69,,120,,216,,4967,,3920,,,
W.N. CENTRAL,2016,36,,-,0,,1,,2,,45,,12,,69,,131,,1943,,3682,,,
S. ATLANTIC,2016,36,,-,0,,1,,5,,5,,44,,145,,285,,4642,,6415,,,
DIST. OF COL.,2016,36,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2016,36,,-,0,,0,,,-,3,,8,,42,,64,,1465,,1654,,,
W.S. CENTRAL,2016,36,,-,0,,1,,1,,2,,84,,106,,261,,3876,,4042,,,
MOUNTAIN,2016,36,,-,0,,1,,1,,,-,13,,67,,106,,2126,,3083,,,
PACIFIC,2016,36,,-,0,,2,,2,,7,,168,,200,,1992,,7962,,6920,,,
AMER. SAMOA,2016,36,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,36,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,36,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
DELAWARE,2016,36,,-,0,,1,,1,,1,,1,,3,,7,,88,,107,,"DELAWARE
(39.008676, -75.574561)",
MISSISSIPPI,2016,36,,N,0,,0,,,N,,N,,-,4,,13,,134,,131,,"MISSISSIPPI
(32.738663, -89.537312)",
NEVADA,2016,36,,N,0,,0,,,N,,N,,-,2,,8,,61,,123,,"NEVADA
(39.491833, -117.070159)",
KENTUCKY,2016,36,,-,0,,0,,,-,,-,,-,13,,24,,427,,564,,"KENTUCKY
(37.64591, -84.774043)",
NEBRASKA,2016,36,,-,0,,1,,1,,,-,6,,9,,26,,402,,384,,"NEBRASKA
(41.640503, -99.367122)",
IOWA,2016,36,,N,0,,0,,,N,,N,6,,17,,44,,743,,524,,"IOWA
(42.46942, -93.815856)",
HAWAII,2016,36,,N,0,,0,,,N,,N,10,,10,,25,,389,,407,,"HAWAII
(21.30992, -157.858158)",
NEW MEXICO,2016,36,,N,0,,0,,,N,,N,,-,8,,18,,276,,338,,"NEW MEXICO
(34.520396, -106.244402)",
VERMONT,2016,36,,-,0,,5,,9,,6,,,-,4,,9,,139,,124,,"VERMONT
(43.622479, -72.51927)",
TENNESSEE,2016,36,,-,0,,0,,,-,1,,8,,13,,28,,491,,548,,"TENNESSEE
(35.681402, -85.774444)",
NORTH CAROLINA,2016,36,,N,0,,0,,,N,,N,,-,24,,82,,648,,817,,"NORTH CAROLINA
(35.47995, -79.180571)",
MONTANA,2016,36,,-,0,,1,,1,,,-,1,,6,,14,,257,,240,,"MONTANA
(47.062617, -109.430168)",
MAINE,2016,36,3,,0,,11,,70,,38,,3,,5,,12,,174,,147,,"MAINE
(45.252223, -68.986647)",
INDIANA,2016,36,,-,0,,0,,,-,,-,,-,14,,26,,471,,664,,"INDIANA
(39.76845, -86.156212)",
OKLAHOMA,2016,36,,N,0,,0,,,N,,N,32,,19,,45,,777,,588,,"OKLAHOMA
(35.468494, -97.521264)",
OREGON,2016,36,,-,0,,1,,1,,2,,14,,16,,36,,701,,655,,"OREGON
(44.567912, -120.156945)",
NEW JERSEY,2016,36,,-,1,,17,,112,,273,,,-,33,,56,,1082,,1316,,"NEW JERSEY
(40.104655, -74.386686)",
ILLINOIS,2016,36,,-,0,,1,,1,,3,,,-,25,,63,,1136,,,-,"ILLINOIS
(40.477092, -88.993221)",
SOUTH DAKOTA,2016,36,,-,0,,0,,,-,,-,,-,7,,24,,293,,255,,"SOUTH DAKOTA
(44.35371, -100.373709)",
ALABAMA,2016,36,,-,0,,0,,,-,2,,,-,12,,25,,413,,411,,"ALABAMA
(32.839182, -86.631125)",
GEORGIA,2016,36,,N,0,,0,,,N,,N,1,,17,,32,,616,,791,,"GEORGIA
(32.836038, -83.631709)",
MASSACHUSETTS,2016,36,,-,3,,44,,349,,387,,,-,27,,44,,929,,1007,,"MASSACHUSETTS
(42.268546, -72.085064)",
MINNESOTA,2016,36,,-,0,,1,,,-,43,,,-,0,,37,,1,,996,,"MINNESOTA
(46.357661, -94.793397)",
OHIO,2016,36,,-,0,,0,,,-,2,,51,,34,,63,,1396,,1233,,"OHIO
(40.056807, -82.405897)",
UTAH,2016,36,,-,0,,0,,,-,,-,,-,8,,25,,313,,315,,"UTAH
(39.359772, -111.584173)",
VIRGINIA,2016,36,,N,0,,0,,,N,,N,,-,26,,81,,974,,1078,,"VIRGINIA
(37.542699, -78.45822)",
WISCONSIN,2016,36,,-,0,,5,,34,,50,,6,,27,,58,,1045,,1032,,"WISCONSIN
(44.395526, -89.834513)",
TEXAS,2016,36,,-,0,,0,,,-,1,,39,,70,,202,,2468,,2771,,"TEXAS
(31.827233, -99.423022)",
GUAM,2016,36,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"GUAM
(13.3532, 144.653198)",
CONNECTICUT,2016,36,,-,1,,7,,47,,302,,,-,11,,33,,362,,578,,"CONNECTICUT
(41.544654, -72.651713)",
RHODE ISLAND,2016,36,1,,1,,24,,91,,140,,,-,4,,18,,140,,177,,"RHODE ISLAND
(41.707447, -71.522488)",
LOUISIANA,2016,36,,-,0,,1,,1,,1,,,-,7,,21,,252,,376,,"LOUISIANA
(31.2931, -92.463284)",
MISSOURI,2016,36,,N,0,,0,,,N,,N,,-,0,,32,,16,,885,,"MISSOURI
(38.636168, -92.566292)",
FLORIDA,2016,36,,N,0,,0,,,N,,N,34,,48,,83,,1418,,2581,,"FLORIDA
(28.915325, -81.922409)",
MICHIGAN,2016,36,,-,0,,0,,,-,3,,12,,23,,42,,919,,991,,"MICHIGAN
(44.66399, -84.711206)",
IDAHO,2016,36,,N,0,,0,,,N,,N,4,,8,,20,,310,,271,,"IDAHO
(43.680635, -114.364237)",
PENNSYLVANIA,2016,36,,N,0,,0,,,N,,N,14,,39,,81,,1479,,1742,,"PENNSYLVANIA
(40.789676, -77.858055)",
NORTH DAKOTA,2016,36,,-,0,,1,,1,,2,,,-,2,,9,,82,,131,,"NORTH DAKOTA
(47.475879, -100.121011)",
CALIFORNIA,2016,36,,-,0,,1,,1,,5,,87,,161,,239,,5743,,5802,,"CALIFORNIA
(37.640735, -121.002435)",
ARIZONA,2016,36,,-,0,,0,,,-,,-,8,,22,,49,,802,,1029,,"ARIZONA
(34.869712, -111.760902)",
NEW HAMPSHIRE,2016,36,,-,0,,2,,9,,42,,,-,4,,12,,133,,186,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
SOUTH CAROLINA,2016,36,,-,0,,1,,1,,2,,4,,6,,16,,181,,233,,"SOUTH CAROLINA
(34.009286, -81.037094)",
WASHINGTON,2016,36,,-,0,,2,,,-,,-,55,,14,,1841,,1053,,,-,"WASHINGTON
(47.517368, -120.467672)",
ARKANSAS,2016,36,,-,0,,0,,,-,,-,13,,9,,29,,379,,307,,"ARKANSAS
(34.748745, -92.275105)",
ALASKA,2016,36,,N,0,,0,,,N,,N,2,,2,,6,,76,,56,,"ALASKA
(64.836661, -147.738891)",
NEW YORK,2016,36,12,,4,,109,,218,,249,,22,,32,,89,,1128,,1323,,"NEW YORK
(42.826892, -75.544286)",
MARYLAND,2016,36,,-,0,,1,,3,,2,,4,,15,,32,,567,,589,,"MARYLAND
(39.290443, -76.612333)",
PUERTO RICO,2016,36,,N,0,,0,,,N,,N,,-,0,,3,,20,,23,,"PUERTO RICO
(18.215692, -66.414655)",
KANSAS,2016,36,,N,0,,0,,,N,,N,,-,10,,27,,406,,507,,"KANSAS
(38.345528, -98.201847)",
COLORADO,2016,36,,N,0,,0,,,N,,N,,-,0,,25,,1,,660,,"COLORADO
(38.841772, -106.132562)",
WEST VIRGINIA,2016,36,,-,0,,0,,,-,,-,,-,5,,13,,150,,219,,"WEST VIRGINIA
(38.668501, -80.709421)",
WYOMING,2016,36,,-,0,,0,,,-,,-,,-,3,,8,,106,,107,,"WYOMING
(43.23558, -108.110518)",
UNITED STATES,2016,37,11,,16,,121,,1065,,1653,,516,,971,,3038,,34722,,38593,,,
NEW ENGLAND,2016,37,2,,8,,74,,626,,935,,23,,53,,93,,1944,,2268,,,
MID. ATLANTIC,2016,37,9,,7,,109,,391,,597,,97,,139,,219,,5020,,5734,,,
NEW YORK CITY,2016,37,5,,0,,11,,52,,64,,42,,33,,54,,1204,,1220,,"NEW YORK CITY
",
E.N. CENTRAL,2016,37,,-,0,,5,,35,,59,,86,,118,,216,,5139,,4028,,,
W.N. CENTRAL,2016,37,,-,0,,1,,2,,45,,19,,67,,131,,1978,,3802,,,
S. ATLANTIC,2016,37,,-,0,,1,,6,,5,,58,,146,,285,,4810,,6607,,,
DIST. OF COL.,2016,37,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2016,37,,-,0,,0,,,-,3,,13,,43,,64,,1534,,1707,,,
W.S. CENTRAL,2016,37,,-,0,,1,,1,,2,,64,,103,,261,,3948,,4164,,,
MOUNTAIN,2016,37,,-,0,,1,,1,,,-,22,,67,,106,,2184,,3170,,,
PACIFIC,2016,37,,-,0,,2,,3,,7,,134,,200,,1992,,8165,,7113,,,
AMER. SAMOA,2016,37,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,37,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,37,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
GUAM,2016,37,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"GUAM
(13.3532, 144.653198)",
MISSOURI,2016,37,,N,0,,0,,,N,,N,,-,0,,32,,16,,913,,"MISSOURI
(38.636168, -92.566292)",
VERMONT,2016,37,,-,0,,5,,9,,7,,3,,4,,9,,146,,128,,"VERMONT
(43.622479, -72.51927)",
WEST VIRGINIA,2016,37,,-,0,,0,,,-,,-,,-,6,,13,,169,,226,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW HAMPSHIRE,2016,37,,-,0,,2,,9,,43,,,-,4,,12,,135,,188,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MONTANA,2016,37,,-,0,,1,,1,,,-,,-,6,,14,,263,,244,,"MONTANA
(47.062617, -109.430168)",
FLORIDA,2016,37,,N,0,,0,,,N,,N,26,,46,,83,,1444,,2651,,"FLORIDA
(28.915325, -81.922409)",
CONNECTICUT,2016,37,,-,1,,7,,47,,307,,,-,10,,33,,362,,587,,"CONNECTICUT
(41.544654, -72.651713)",
NEW YORK,2016,37,4,,4,,109,,222,,258,,34,,32,,89,,1163,,1372,,"NEW YORK
(42.826892, -75.544286)",
TEXAS,2016,37,,-,0,,0,,,-,1,,32,,70,,202,,2507,,2857,,"TEXAS
(31.827233, -99.423022)",
HAWAII,2016,37,,N,0,,0,,,N,,N,,-,10,,25,,389,,422,,"HAWAII
(21.30992, -157.858158)",
PUERTO RICO,2016,37,,N,0,,0,,,N,,N,,-,0,,3,,20,,23,,"PUERTO RICO
(18.215692, -66.414655)",
MASSACHUSETTS,2016,37,,-,3,,44,,391,,394,,19,,28,,44,,979,,1035,,"MASSACHUSETTS
(42.268546, -72.085064)",
WASHINGTON,2016,37,,-,0,,2,,,-,,-,35,,14,,1841,,1087,,,-,"WASHINGTON
(47.517368, -120.467672)",
OKLAHOMA,2016,37,,N,0,,0,,,N,,N,28,,19,,45,,804,,608,,"OKLAHOMA
(35.468494, -97.521264)",
ALASKA,2016,37,,N,0,,0,,,N,,N,1,,2,,7,,78,,60,,"ALASKA
(64.836661, -147.738891)",
NEW MEXICO,2016,37,,N,0,,0,,,N,,N,,-,8,,18,,276,,342,,"NEW MEXICO
(34.520396, -106.244402)",
ILLINOIS,2016,37,,-,0,,1,,1,,3,,,-,25,,63,,1141,,,-,"ILLINOIS
(40.477092, -88.993221)",
MISSISSIPPI,2016,37,,N,0,,0,,,N,,N,,-,3,,13,,135,,133,,"MISSISSIPPI
(32.738663, -89.537312)",
RHODE ISLAND,2016,37,2,,1,,24,,99,,144,,,-,4,,13,,145,,179,,"RHODE ISLAND
(41.707447, -71.522488)",
MAINE,2016,37,,-,0,,11,,71,,40,,1,,5,,12,,177,,151,,"MAINE
(45.252223, -68.986647)",
ALABAMA,2016,37,,-,0,,0,,,-,2,,,-,13,,25,,464,,429,,"ALABAMA
(32.839182, -86.631125)",
PENNSYLVANIA,2016,37,,N,0,,0,,,N,,N,21,,40,,81,,1523,,1792,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEBRASKA,2016,37,,-,0,,1,,1,,,-,7,,8,,26,,409,,392,,"NEBRASKA
(41.640503, -99.367122)",
DELAWARE,2016,37,,-,0,,1,,1,,1,,,-,2,,7,,91,,109,,"DELAWARE
(39.008676, -75.574561)",
ARIZONA,2016,37,,-,0,,0,,,-,,-,9,,21,,49,,823,,1060,,"ARIZONA
(34.869712, -111.760902)",
CALIFORNIA,2016,37,,-,0,,1,,2,,5,,84,,160,,239,,5893,,5959,,"CALIFORNIA
(37.640735, -121.002435)",
OREGON,2016,37,,-,0,,1,,1,,2,,14,,16,,37,,718,,672,,"OREGON
(44.567912, -120.156945)",
INDIANA,2016,37,,-,0,,0,,,-,,-,1,,14,,26,,490,,676,,"INDIANA
(39.76845, -86.156212)",
VIRGINIA,2016,37,,N,0,,0,,,N,,N,20,,27,,81,,1054,,1114,,"VIRGINIA
(37.542699, -78.45822)",
MINNESOTA,2016,37,,-,0,,1,,,-,43,,,-,0,,37,,1,,1025,,"MINNESOTA
(46.357661, -94.793397)",
KENTUCKY,2016,37,,-,0,,0,,,-,,-,,-,12,,24,,428,,582,,"KENTUCKY
(37.64591, -84.774043)",
KANSAS,2016,37,,N,0,,0,,,N,,N,,-,10,,27,,406,,523,,"KANSAS
(38.345528, -98.201847)",
WISCONSIN,2016,37,,-,0,,5,,34,,51,,8,,28,,58,,1093,,1061,,"WISCONSIN
(44.395526, -89.834513)",
NORTH DAKOTA,2016,37,,-,0,,1,,1,,2,,,-,2,,9,,86,,135,,"NORTH DAKOTA
(47.475879, -100.121011)",
SOUTH DAKOTA,2016,37,,-,0,,0,,,-,,-,,-,7,,24,,293,,264,,"SOUTH DAKOTA
(44.35371, -100.373709)",
GEORGIA,2016,37,,N,0,,0,,,N,,N,3,,17,,33,,631,,813,,"GEORGIA
(32.836038, -83.631709)",
UTAH,2016,37,,-,0,,0,,,-,,-,,-,8,,25,,316,,325,,"UTAH
(39.359772, -111.584173)",
NEVADA,2016,37,,N,0,,0,,,N,,N,,-,2,,8,,64,,126,,"NEVADA
(39.491833, -117.070159)",
LOUISIANA,2016,37,,-,0,,1,,1,,1,,,-,7,,21,,252,,384,,"LOUISIANA
(31.2931, -92.463284)",
MICHIGAN,2016,37,,-,0,,0,,,-,3,,15,,23,,43,,957,,1018,,"MICHIGAN
(44.66399, -84.711206)",
SOUTH CAROLINA,2016,37,,-,0,,1,,1,,2,,3,,6,,16,,188,,239,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NORTH CAROLINA,2016,37,,N,0,,0,,,N,,N,,-,24,,82,,658,,843,,"NORTH CAROLINA
(35.47995, -79.180571)",
TENNESSEE,2016,37,,-,0,,0,,,-,1,,13,,13,,28,,507,,563,,"TENNESSEE
(35.681402, -85.774444)",
IOWA,2016,37,,N,0,,0,,,N,,N,12,,17,,44,,767,,550,,"IOWA
(42.46942, -93.815856)",
COLORADO,2016,37,,N,0,,0,,,N,,N,,-,0,,25,,1,,679,,"COLORADO
(38.841772, -106.132562)",
NEW JERSEY,2016,37,,-,1,,17,,117,,275,,,-,33,,56,,1130,,1350,,"NEW JERSEY
(40.104655, -74.386686)",
IDAHO,2016,37,,N,0,,0,,,N,,N,12,,8,,20,,324,,284,,"IDAHO
(43.680635, -114.364237)",
MARYLAND,2016,37,,-,0,,1,,4,,2,,6,,14,,32,,575,,612,,"MARYLAND
(39.290443, -76.612333)",
OHIO,2016,37,,-,0,,0,,,-,2,,62,,34,,63,,1458,,1273,,"OHIO
(40.056807, -82.405897)",
WYOMING,2016,37,,-,0,,0,,,-,,-,1,,3,,9,,117,,110,,"WYOMING
(43.23558, -108.110518)",
ARKANSAS,2016,37,,-,0,,0,,,-,,-,4,,9,,29,,385,,315,,"ARKANSAS
(34.748745, -92.275105)",
UNITED STATES,2016,38,13,,16,,121,,1096,,1686,,536,,965,,3038,,35962,,39680,,,
NEW ENGLAND,2016,38,,-,8,,74,,628,,945,,5,,53,,93,,1968,,2337,,,
MID. ATLANTIC,2016,38,12,,7,,109,,414,,617,,111,,140,,219,,5194,,5871,,,
NEW YORK CITY,2016,38,,-,0,,11,,52,,66,,55,,33,,54,,1259,,1249,,"NEW YORK CITY
",
E.N. CENTRAL,2016,38,1,,0,,6,,39,,61,,69,,124,,217,,5356,,4153,,,
W.N. CENTRAL,2016,38,,-,0,,1,,2,,46,,28,,67,,131,,2054,,3889,,,
S. ATLANTIC,2016,38,,-,0,,1,,7,,5,,48,,150,,285,,4941,,6792,,,
DIST. OF COL.,2016,38,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2016,38,,-,0,,0,,,-,3,,19,,43,,64,,1637,,1751,,,
W.S. CENTRAL,2016,38,,-,0,,1,,1,,2,,77,,101,,261,,4078,,4273,,,
MOUNTAIN,2016,38,,-,0,,1,,2,,,-,25,,66,,106,,2262,,3276,,,
PACIFIC,2016,38,,-,0,,2,,3,,7,,154,,202,,1992,,8472,,7338,,,
AMER. SAMOA,2016,38,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,38,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,38,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
SOUTH DAKOTA,2016,38,,-,0,,0,,,-,,-,,-,7,,24,,294,,278,,"SOUTH DAKOTA
(44.35371, -100.373709)",
KENTUCKY,2016,38,,-,0,,0,,,-,,-,5,,13,,25,,486,,597,,"KENTUCKY
(37.64591, -84.774043)",
ILLINOIS,2016,38,,-,0,,1,,1,,3,,,-,25,,63,,1170,,,-,"ILLINOIS
(40.477092, -88.993221)",
PUERTO RICO,2016,38,,N,0,,0,,,N,,N,,-,0,,3,,20,,23,,"PUERTO RICO
(18.215692, -66.414655)",
NEW MEXICO,2016,38,,N,0,,0,,,N,,N,,-,8,,18,,303,,357,,"NEW MEXICO
(34.520396, -106.244402)",
NEW YORK,2016,38,12,,4,,109,,241,,272,,41,,32,,89,,1221,,1413,,"NEW YORK
(42.826892, -75.544286)",
ALABAMA,2016,38,,-,0,,0,,,-,2,,6,,13,,25,,493,,440,,"ALABAMA
(32.839182, -86.631125)",
NEVADA,2016,38,,N,0,,0,,,N,,N,,-,2,,8,,64,,130,,"NEVADA
(39.491833, -117.070159)",
MAINE,2016,38,,-,0,,11,,71,,42,,,-,5,,12,,177,,157,,"MAINE
(45.252223, -68.986647)",
MONTANA,2016,38,,-,0,,1,,2,,,-,5,,6,,14,,270,,256,,"MONTANA
(47.062617, -109.430168)",
COLORADO,2016,38,,N,0,,0,,,N,,N,,-,0,,25,,1,,697,,"COLORADO
(38.841772, -106.132562)",
CONNECTICUT,2016,38,,-,1,,7,,47,,308,,,-,10,,33,,362,,599,,"CONNECTICUT
(41.544654, -72.651713)",
WASHINGTON,2016,38,,-,0,,2,,,-,,-,38,,16,,1841,,1116,,,-,"WASHINGTON
(47.517368, -120.467672)",
GEORGIA,2016,38,,N,0,,0,,,N,,N,6,,17,,33,,644,,838,,"GEORGIA
(32.836038, -83.631709)",
MISSISSIPPI,2016,38,,N,0,,0,,,N,,N,,-,3,,13,,136,,141,,"MISSISSIPPI
(32.738663, -89.537312)",
VIRGINIA,2016,38,,N,0,,0,,,N,,N,3,,26,,81,,1073,,1140,,"VIRGINIA
(37.542699, -78.45822)",
UTAH,2016,38,,-,0,,0,,,-,,-,,-,8,,26,,319,,337,,"UTAH
(39.359772, -111.584173)",
OREGON,2016,38,,-,0,,1,,1,,2,,17,,16,,38,,741,,694,,"OREGON
(44.567912, -120.156945)",
LOUISIANA,2016,38,,-,0,,1,,1,,1,,,-,7,,21,,252,,392,,"LOUISIANA
(31.2931, -92.463284)",
OKLAHOMA,2016,38,,N,0,,0,,,N,,N,31,,19,,45,,835,,629,,"OKLAHOMA
(35.468494, -97.521264)",
MARYLAND,2016,38,,-,0,,1,,5,,2,,12,,14,,32,,596,,620,,"MARYLAND
(39.290443, -76.612333)",
WYOMING,2016,38,,-,0,,0,,,-,,-,,-,3,,9,,118,,114,,"WYOMING
(43.23558, -108.110518)",
OHIO,2016,38,1,,0,,0,,1,,2,,50,,34,,63,,1508,,1310,,"OHIO
(40.056807, -82.405897)",
MASSACHUSETTS,2016,38,,-,3,,44,,391,,398,,,-,27,,44,,979,,1063,,"MASSACHUSETTS
(42.268546, -72.085064)",
DELAWARE,2016,38,,-,0,,1,,1,,1,,,-,2,,7,,95,,111,,"DELAWARE
(39.008676, -75.574561)",
ARIZONA,2016,38,,-,0,,0,,,-,,-,15,,21,,50,,854,,1093,,"ARIZONA
(34.869712, -111.760902)",
ALASKA,2016,38,,N,0,,0,,,N,,N,,-,2,,7,,78,,64,,"ALASKA
(64.836661, -147.738891)",
GUAM,2016,38,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"GUAM
(13.3532, 144.653198)",
VERMONT,2016,38,,-,0,,5,,9,,7,,2,,4,,9,,151,,137,,"VERMONT
(43.622479, -72.51927)",
NEW JERSEY,2016,38,,-,1,,17,,121,,279,,,-,33,,56,,1144,,1376,,"NEW JERSEY
(40.104655, -74.386686)",
IDAHO,2016,38,,N,0,,0,,,N,,N,5,,8,,20,,333,,292,,"IDAHO
(43.680635, -114.364237)",
TENNESSEE,2016,38,,-,0,,0,,,-,1,,8,,13,,28,,522,,573,,"TENNESSEE
(35.681402, -85.774444)",
MISSOURI,2016,38,,N,0,,0,,,N,,N,,-,0,,32,,16,,930,,"MISSOURI
(38.636168, -92.566292)",
NEW HAMPSHIRE,2016,38,,-,0,,2,,9,,45,,3,,4,,12,,147,,194,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
VIRGIN ISL.,2016,39,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ARKANSAS,2016,38,,-,0,,0,,,-,,-,6,,9,,29,,392,,323,,"ARKANSAS
(34.748745, -92.275105)",
PENNSYLVANIA,2016,38,,N,0,,0,,,N,,N,15,,40,,81,,1570,,1833,,"PENNSYLVANIA
(40.789676, -77.858055)",
RHODE ISLAND,2016,38,,-,1,,24,,101,,145,,,-,4,,13,,152,,187,,"RHODE ISLAND
(41.707447, -71.522488)",
NORTH CAROLINA,2016,38,,N,0,,0,,,N,,N,,-,24,,82,,678,,896,,"NORTH CAROLINA
(35.47995, -79.180571)",
CALIFORNIA,2016,38,,-,0,,1,,2,,5,,95,,161,,240,,6138,,6147,,"CALIFORNIA
(37.640735, -121.002435)",
WISCONSIN,2016,38,,-,0,,6,,37,,53,,10,,28,,58,,1143,,1103,,"WISCONSIN
(44.395526, -89.834513)",
NEBRASKA,2016,38,,-,0,,1,,1,,,-,14,,8,,26,,424,,400,,"NEBRASKA
(41.640503, -99.367122)",
MINNESOTA,2016,38,,-,0,,1,,,-,44,,,-,0,,37,,1,,1048,,"MINNESOTA
(46.357661, -94.793397)",
TEXAS,2016,38,,-,0,,0,,,-,1,,40,,69,,202,,2599,,2929,,"TEXAS
(31.827233, -99.423022)",
FLORIDA,2016,38,,N,0,,0,,,N,,N,25,,44,,83,,1477,,2714,,"FLORIDA
(28.915325, -81.922409)",
MICHIGAN,2016,38,,-,0,,0,,,-,3,,9,,23,,45,,1028,,1047,,"MICHIGAN
(44.66399, -84.711206)",
IOWA,2016,38,,N,0,,0,,,N,,N,13,,17,,44,,788,,563,,"IOWA
(42.46942, -93.815856)",
NORTH DAKOTA,2016,38,,-,0,,1,,1,,2,,,-,2,,9,,86,,135,,"NORTH DAKOTA
(47.475879, -100.121011)",
WEST VIRGINIA,2016,38,,-,0,,0,,,-,,-,,-,5,,14,,181,,229,,"WEST VIRGINIA
(38.668501, -80.709421)",
INDIANA,2016,38,,-,0,,0,,,-,,-,,-,15,,26,,507,,693,,"INDIANA
(39.76845, -86.156212)",
HAWAII,2016,38,,N,0,,0,,,N,,N,4,,9,,25,,399,,433,,"HAWAII
(21.30992, -157.858158)",
SOUTH CAROLINA,2016,38,,-,0,,1,,1,,2,,2,,6,,16,,197,,244,,"SOUTH CAROLINA
(34.009286, -81.037094)",
KANSAS,2016,38,,N,0,,0,,,N,,N,1,,10,,28,,445,,535,,"KANSAS
(38.345528, -98.201847)",
UNITED STATES,2016,39,11,,16,,121,,1119,,1720,,646,,963,,3038,,37159,,40761,,,
NEW ENGLAND,2016,39,,-,7,,74,,635,,961,,3,,52,,93,,1982,,2395,,,
MID. ATLANTIC,2016,39,11,,7,,109,,428,,634,,118,,141,,219,,5331,,6013,,,
NEW YORK CITY,2016,39,,-,0,,11,,52,,66,,52,,33,,54,,1298,,1276,,"NEW YORK CITY
",
E.N. CENTRAL,2016,39,,-,0,,6,,40,,61,,64,,126,,218,,5563,,4252,,,
W.N. CENTRAL,2016,39,,-,0,,1,,2,,47,,17,,65,,131,,2148,,4020,,,
S. ATLANTIC,2016,39,,-,0,,2,,8,,5,,94,,148,,285,,5133,,6987,,,
DIST. OF COL.,2016,39,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2016,39,,-,0,,0,,,-,3,,13,,43,,65,,1676,,1795,,,
W.S. CENTRAL,2016,39,,-,0,,1,,1,,2,,86,,100,,261,,4183,,4391,,,
MOUNTAIN,2016,39,,-,0,,1,,2,,,-,22,,65,,104,,2343,,3365,,,
PACIFIC,2016,39,,-,0,,2,,3,,7,,229,,204,,1992,,8800,,7543,,,
AMER. SAMOA,2016,39,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,"AMER. SAMOA
",
ALABAMA,2016,39,,-,0,,0,,,-,2,,,-,13,,25,,493,,455,,"ALABAMA
(32.839182, -86.631125)",
NEW JERSEY,2016,39,,-,1,,17,,123,,282,,,-,33,,56,,1144,,1412,,"NEW JERSEY
(40.104655, -74.386686)",
NEW YORK,2016,39,11,,4,,109,,253,,286,,45,,32,,89,,1267,,1444,,"NEW YORK
(42.826892, -75.544286)",
IOWA,2016,39,,N,0,,0,,,N,,N,8,,17,,44,,812,,584,,"IOWA
(42.46942, -93.815856)",
ALASKA,2016,39,,N,0,,0,,,N,,N,1,,2,,7,,84,,65,,"ALASKA
(64.836661, -147.738891)",
