Reporting Area,MMWR Year,MMWR Week,"Lyme disease, Current week","Lyme disease, Current week, flag","Lyme disease, Previous 52 weeks Med","Lyme disease, Previous 52 weeks Med, flag","Lyme disease, Previous 52 weeks Max","Lyme disease, Previous 52 weeks Max, flag","Lyme disease, Cum 2015","Lyme disease, Cum 2015, flag","Lyme disease, Cum 2014","Lyme disease, Cum 2014, flag","Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Med","Malaria, Previous 52 weeks Med, flag","Malaria, Previous 52 weeks Max","Malaria, Previous 52 weeks Max, flag","Malaria, Cum 2015","Malaria, Cum 2015, flag","Malaria, Cum 2014","Malaria, Cum 2014, flag","Meningococcal disease, invasive, All serogroups, Current week","Meningococcal disease, invasive§, All serogroups, Current week, flag","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Med","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Med, flag","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Max","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Max, flag","Meningococcal disease, invasive§, All serogroups, Cum 2015","Meningococcal disease, invasive§, All serogroups, Cum 2015, flag","Meningococcal disease, invasive§, All serogroups, Cum 2014","Meningococcal disease, invasive§, All serogroups, Cum 2014, flag",Location 1,Location 2
NEW YORK,2015,40,94,,37,,231,,2779,,2168,,2,,1,,4,,38,,52,,,-,0,,1,,6,,6,,"NEW YORK
(42.826892, -75.544286)",
ARIZONA,2015,40,,-,0,,1,,8,,19,,,-,0,,2,,12,,20,,,-,0,,1,,4,,9,,"ARIZONA
(34.869712, -111.760902)",
NEVADA,2015,40,,-,0,,1,,6,,6,,,-,0,,2,,3,,9,,,-,0,,1,,1,,2,,"NEVADA
(39.491833, -117.070159)",
COLORADO,2015,40,,-,0,,0,,,-,,-,,-,0,,2,,6,,24,,,-,0,,2,,3,,3,,"COLORADO
(38.841772, -106.132562)",
MAINE,2015,40,,-,12,,77,,913,,1198,,,-,0,,3,,6,,4,,,-,0,,2,,4,,1,,"MAINE
(45.252223, -68.986647)",
IDAHO,2015,40,,-,0,,2,,7,,7,,,-,0,,1,,3,,2,,,-,0,,1,,,-,3,,"IDAHO
(43.680635, -114.364237)",
IOWA,2015,40,,-,2,,28,,248,,175,,,-,0,,3,,11,,12,,,-,0,,1,,5,,2,,"IOWA
(42.46942, -93.815856)",
GUAM,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
WEST VIRGINIA,2015,40,,-,2,,21,,209,,121,,,-,0,,1,,1,,2,,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
ALABAMA,2015,40,,-,0,,3,,24,,53,,,-,0,,2,,10,,11,,,-,0,,1,,5,,5,,"ALABAMA
(32.839182, -86.631125)",
WYOMING,2015,40,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"WYOMING
(43.23558, -108.110518)",
NEBRASKA,2015,40,,-,0,,1,,5,,7,,,-,0,,1,,3,,8,,,-,0,,1,,1,,,-,"NEBRASKA
(41.640503, -99.367122)",
SOUTH CAROLINA,2015,40,,-,1,,3,,34,,30,,,-,0,,1,,3,,5,,,-,0,,3,,2,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MISSOURI,2015,40,,-,0,,1,,,-,8,,,-,0,,1,,2,,12,,,-,0,,1,,2,,8,,"MISSOURI
(38.636168, -92.566292)",
PUERTO RICO,2015,40,,N,0,,0,,,N,,N,,-,0,,5,,6,,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MARYLAND,2015,40,8,,20,,107,,1316,,1069,,1,,1,,9,,94,,126,,,-,0,,1,,2,,5,,"MARYLAND
(39.290443, -76.612333)",
ALASKA,2015,40,2,,0,,1,,7,,7,,,-,0,,2,,3,,2,,,-,0,,1,,2,,1,,"ALASKA
(64.836661, -147.738891)",
MICHIGAN,2015,40,,-,1,,11,,102,,106,,1,,0,,2,,11,,13,,,-,0,,1,,6,,8,,"MICHIGAN
(44.66399, -84.711206)",
ARKANSAS,2015,40,,-,0,,0,,,-,,-,,-,0,,2,,7,,5,,,-,0,,1,,2,,1,,"ARKANSAS
(34.748745, -92.275105)",
TENNESSEE,2015,40,,-,0,,2,,13,,17,,,-,0,,1,,10,,17,,,-,0,,2,,2,,6,,"TENNESSEE
(35.681402, -85.774444)",
VERMONT,2015,40,27,,5,,51,,386,,508,,,-,0,,0,,,-,4,,,-,0,,1,,1,,,-,"VERMONT
(43.622479, -72.51927)",
ILLINOIS,2015,40,,-,2,,26,,225,,216,,,-,1,,3,,33,,42,,,-,0,,1,,6,,11,,"ILLINOIS
(40.477092, -88.993221)",
KANSAS,2015,40,,-,0,,2,,17,,17,,,-,0,,1,,4,,9,,,-,0,,1,,4,,1,,"KANSAS
(38.345528, -98.201847)",
TEXAS,2015,40,1,,0,,7,,35,,26,,2,,1,,8,,63,,71,,2,,0,,3,,23,,17,,"TEXAS
(31.827233, -99.423022)",
CALIFORNIA,2015,40,,-,0,,3,,27,,67,,,-,2,,4,,63,,73,,1,,0,,4,,37,,51,,"CALIFORNIA
(37.640735, -121.002435)",
HAWAII,2015,40,,N,0,,0,,,N,,N,,-,0,,1,,,-,3,,,-,0,,1,,3,,2,,"HAWAII
(21.30992, -157.858158)",
FLORIDA,2015,40,2,,2,,15,,144,,111,,,-,1,,3,,30,,41,,,-,0,,3,,20,,37,,"FLORIDA
(28.915325, -81.922409)",
PENNSYLVANIA,2015,40,50,,90,,811,,8894,,6409,,,-,0,,3,,20,,76,,,-,0,,2,,9,,12,,"PENNSYLVANIA
(40.789676, -77.858055)",
KENTUCKY,2015,40,,-,0,,6,,38,,42,,,-,0,,1,,2,,10,,,-,0,,0,,,-,3,,"KENTUCKY
(37.64591, -84.774043)",
WASHINGTON,2015,40,1,,0,,3,,14,,11,,,-,0,,3,,13,,32,,,-,0,,6,,8,,10,,"WASHINGTON
(47.517368, -120.467672)",
SOUTH DAKOTA,2015,40,,-,0,,1,,4,,2,,,-,0,,1,,3,,3,,,-,0,,0,,,-,2,,"SOUTH DAKOTA
(44.35371, -100.373709)",
RHODE ISLAND,2015,40,,-,11,,68,,533,,615,,,-,0,,3,,8,,14,,,-,0,,2,,3,,1,,"RHODE ISLAND
(41.707447, -71.522488)",
UTAH,2015,40,,-,0,,1,,4,,10,,,-,0,,1,,2,,5,,,-,0,,1,,1,,1,,"UTAH
(39.359772, -111.584173)",
INDIANA,2015,40,,-,0,,2,,7,,100,,,-,0,,1,,3,,19,,,-,0,,1,,3,,4,,"INDIANA
(39.76845, -86.156212)",
MASSACHUSETTS,2015,40,,-,29,,277,,2237,,4820,,,-,0,,3,,29,,54,,,-,0,,2,,6,,9,,"MASSACHUSETTS
(42.268546, -72.085064)",
CONNECTICUT,2015,40,2,,20,,165,,1612,,2024,,,-,0,,1,,7,,14,,,-,0,,0,,,-,3,,"CONNECTICUT
(41.544654, -72.651713)",
NORTH CAROLINA,2015,40,1,,0,,78,,167,,65,,,-,0,,8,,19,,25,,,-,0,,1,,4,,11,,"NORTH CAROLINA
(35.47995, -79.180571)",
OHIO,2015,40,,-,2,,18,,134,,93,,2,,1,,3,,31,,30,,,-,0,,4,,13,,7,,"OHIO
(40.056807, -82.405897)",
OREGON,2015,40,1,,1,,3,,42,,35,,,-,0,,2,,14,,14,,,-,0,,3,,17,,15,,"OREGON
(44.567912, -120.156945)",
MISSISSIPPI,2015,40,,-,0,,1,,1,,2,,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,"MISSISSIPPI
(32.738663, -89.537312)",
NEW HAMPSHIRE,2015,40,,-,6,,66,,539,,690,,,-,0,,2,,4,,6,,,-,0,,1,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
UNITED STATES,2015,41,153,,413,,1994,,27438,,28722,,13,,22,,54,,914,,1375,,3,,7,,14,,279,,344,,,
NEW ENGLAND,2015,41,5,,95,,644,,6606,,10003,,,-,1,,6,,56,,96,,,-,0,,2,,16,,14,,,
MID. ATLANTIC,2015,41,109,,198,,1176,,15474,,12262,,7,,4,,23,,257,,373,,1,,1,,4,,28,,42,,,
NEW YORK CITY,2015,41,6,,5,,560,,847,,735,,6,,2,,17,,146,,175,,,-,0,,2,,7,,16,,"NEW YORK CITY
",
E.N. CENTRAL,2015,41,,-,14,,146,,1431,,1822,,1,,2,,6,,82,,112,,,-,1,,5,,37,,39,,,
W.N. CENTRAL,2015,41,,-,5,,30,,304,,1530,,,-,1,,3,,29,,104,,,-,0,,3,,26,,20,,,
S. ATLANTIC,2015,41,37,,58,,220,,3374,,2791,,2,,6,,15,,254,,353,,1,,1,,5,,52,,77,,,
DIST. OF COL.,2015,41,,-,1,,7,,60,,29,,,-,0,,1,,9,,13,,,-,0,,1,,3,,1,,"DIST. OF COL.
",
E.S. CENTRAL,2015,41,,-,1,,11,,85,,114,,1,,0,,4,,24,,40,,,-,0,,2,,7,,15,,,
W.S. CENTRAL,2015,41,,-,1,,7,,38,,28,,1,,2,,9,,84,,107,,,-,1,,3,,32,,32,,,
MOUNTAIN,2015,41,,-,1,,2,,30,,51,,,-,1,,3,,32,,65,,,-,0,,3,,11,,24,,,
PACIFIC,2015,41,2,,2,,7,,96,,121,,1,,2,,6,,96,,125,,1,,1,,8,,70,,81,,,
AMER. SAMOA,2015,41,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,41,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,41,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ILLINOIS,2015,41,,-,2,,26,,230,,223,,,-,1,,3,,34,,42,,,-,0,,1,,6,,11,,"ILLINOIS
(40.477092, -88.993221)",
MASSACHUSETTS,2015,41,,-,29,,309,,2431,,4875,,,-,0,,3,,31,,54,,,-,0,,2,,7,,9,,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW JERSEY,2015,41,1,,40,,247,,2716,,2778,,,-,1,,5,,52,,68,,,-,0,,1,,5,,8,,"NEW JERSEY
(40.104655, -74.386686)",
NEW YORK,2015,41,60,,37,,231,,2834,,2226,,1,,1,,4,,39,,53,,,-,0,,1,,6,,6,,"NEW YORK
(42.826892, -75.544286)",
WEST VIRGINIA,2015,41,,-,2,,23,,229,,121,,,-,0,,1,,1,,2,,,-,0,,1,,1,,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
PENNSYLVANIA,2015,41,42,,90,,816,,9077,,6523,,,-,0,,3,,20,,77,,1,,0,,2,,10,,12,,"PENNSYLVANIA
(40.789676, -77.858055)",
WYOMING,2015,41,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"WYOMING
(43.23558, -108.110518)",
NEBRASKA,2015,41,,-,0,,1,,5,,7,,,-,0,,1,,3,,8,,,-,0,,1,,1,,,-,"NEBRASKA
(41.640503, -99.367122)",
SOUTH DAKOTA,2015,41,,-,0,,1,,5,,2,,,-,0,,1,,3,,3,,,-,0,,1,,1,,2,,"SOUTH DAKOTA
(44.35371, -100.373709)",
LOUISIANA,2015,41,,-,0,,0,,,-,2,,,-,0,,2,,5,,18,,,-,0,,2,,4,,7,,"LOUISIANA
(31.2931, -92.463284)",
COLORADO,2015,41,,-,0,,0,,,-,,-,,-,0,,2,,6,,24,,,-,0,,2,,3,,3,,"COLORADO
(38.841772, -106.132562)",
MISSOURI,2015,41,,-,0,,1,,,-,8,,,-,0,,1,,2,,13,,,-,0,,1,,2,,8,,"MISSOURI
(38.636168, -92.566292)",
KANSAS,2015,41,,-,0,,2,,18,,18,,,-,0,,1,,5,,9,,,-,0,,1,,5,,1,,"KANSAS
(38.345528, -98.201847)",
ARIZONA,2015,41,,-,0,,1,,8,,19,,,-,0,,2,,13,,20,,,-,0,,1,,4,,9,,"ARIZONA
(34.869712, -111.760902)",
NORTH CAROLINA,2015,41,,-,0,,78,,167,,65,,,-,0,,8,,19,,25,,,-,0,,1,,4,,11,,"NORTH CAROLINA
(35.47995, -79.180571)",
WASHINGTON,2015,41,1,,0,,3,,15,,11,,,-,0,,3,,13,,32,,,-,0,,6,,8,,10,,"WASHINGTON
(47.517368, -120.467672)",
VIRGINIA,2015,41,13,,21,,149,,1020,,948,,,-,1,,5,,51,,65,,1,,0,,2,,11,,6,,"VIRGINIA
(37.542699, -78.45822)",
ALASKA,2015,41,1,,0,,2,,8,,8,,,-,0,,2,,3,,2,,1,,0,,1,,3,,1,,"ALASKA
(64.836661, -147.738891)",
FLORIDA,2015,41,2,,2,,15,,148,,113,,1,,1,,3,,31,,42,,,-,0,,3,,20,,38,,"FLORIDA
(28.915325, -81.922409)",
MISSISSIPPI,2015,41,,-,0,,1,,1,,2,,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,"MISSISSIPPI
(32.738663, -89.537312)",
WISCONSIN,2015,41,,-,7,,104,,955,,1289,,,-,0,,2,,2,,7,,,-,0,,2,,8,,8,,"WISCONSIN
(44.395526, -89.834513)",
RHODE ISLAND,2015,41,,-,11,,69,,555,,636,,,-,0,,3,,8,,14,,,-,0,,2,,3,,1,,"RHODE ISLAND
(41.707447, -71.522488)",
HAWAII,2015,41,,N,0,,0,,,N,,N,,-,0,,1,,,-,3,,,-,0,,1,,3,,2,,"HAWAII
(21.30992, -157.858158)",
UTAH,2015,41,,-,0,,1,,4,,10,,,-,0,,1,,3,,5,,,-,0,,1,,1,,1,,"UTAH
(39.359772, -111.584173)",
GUAM,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEVADA,2015,41,,-,0,,1,,6,,6,,,-,0,,2,,3,,9,,,-,0,,1,,1,,2,,"NEVADA
(39.491833, -117.070159)",
ARKANSAS,2015,41,,-,0,,0,,,-,,-,,-,0,,2,,7,,5,,,-,0,,1,,2,,1,,"ARKANSAS
(34.748745, -92.275105)",
INDIANA,2015,41,,-,0,,2,,7,,101,,,-,0,,1,,3,,19,,,-,0,,1,,4,,4,,"INDIANA
(39.76845, -86.156212)",
MICHIGAN,2015,41,,-,1,,11,,105,,111,,,-,0,,2,,11,,13,,,-,0,,1,,6,,8,,"MICHIGAN
(44.66399, -84.711206)",
OREGON,2015,41,,-,1,,3,,40,,35,,,-,0,,2,,14,,14,,,-,0,,3,,17,,16,,"OREGON
(44.567912, -120.156945)",
NEW MEXICO,2015,41,,-,0,,0,,,-,,-,,-,0,,1,,3,,2,,,-,0,,1,,1,,2,,"NEW MEXICO
(34.520396, -106.244402)",
ALABAMA,2015,41,,-,0,,3,,24,,53,,,-,0,,2,,10,,13,,,-,0,,1,,5,,5,,"ALABAMA
(32.839182, -86.631125)",
GEORGIA,2015,41,,-,0,,1,,,-,3,,,-,1,,8,,42,,71,,,-,0,,2,,9,,13,,"GEORGIA
(32.836038, -83.631709)",
CONNECTICUT,2015,41,1,,20,,168,,1712,,2064,,,-,0,,1,,7,,14,,,-,0,,0,,,-,3,,"CONNECTICUT
(41.544654, -72.651713)",
TENNESSEE,2015,41,,-,0,,4,,20,,17,,1,,0,,1,,11,,17,,,-,0,,2,,2,,6,,"TENNESSEE
(35.681402, -85.774444)",
MONTANA,2015,41,,-,0,,1,,4,,7,,,-,0,,1,,1,,2,,,-,0,,0,,,-,4,,"MONTANA
(47.062617, -109.430168)",
TEXAS,2015,41,,-,1,,7,,38,,26,,1,,1,,8,,66,,78,,,-,0,,3,,23,,17,,"TEXAS
(31.827233, -99.423022)",
CALIFORNIA,2015,41,,-,1,,4,,33,,67,,1,,2,,5,,66,,74,,,-,0,,4,,39,,52,,"CALIFORNIA
(37.640735, -121.002435)",
NEW HAMPSHIRE,2015,41,,-,6,,66,,536,,695,,,-,0,,2,,4,,6,,,-,0,,1,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
IOWA,2015,41,,-,1,,28,,250,,180,,,-,0,,3,,13,,12,,,-,0,,1,,5,,2,,"IOWA
(42.46942, -93.815856)",
SOUTH CAROLINA,2015,41,,-,1,,3,,35,,30,,,-,0,,1,,3,,5,,,-,0,,3,,2,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
DELAWARE,2015,41,3,,5,,30,,342,,377,,,-,0,,1,,3,,2,,,-,0,,0,,,-,1,,"DELAWARE
(39.008676, -75.574561)",
KENTUCKY,2015,41,,-,0,,6,,40,,42,,,-,0,,1,,2,,10,,,-,0,,0,,,-,3,,"KENTUCKY
(37.64591, -84.774043)",
MINNESOTA,2015,41,,-,0,,24,,1,,1304,,,-,0,,1,,,-,50,,,-,0,,3,,12,,5,,"MINNESOTA
(44.943719, -93.094281)",
OHIO,2015,41,,-,2,,18,,134,,98,,1,,1,,3,,32,,31,,,-,0,,4,,13,,8,,"OHIO
(40.056807, -82.405897)",
IDAHO,2015,41,,-,0,,2,,7,,7,,,-,0,,1,,3,,3,,,-,0,,1,,,-,3,,"IDAHO
(43.680635, -114.364237)",
PUERTO RICO,2015,41,,N,0,,0,,,N,,N,,-,0,,5,,6,,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MARYLAND,2015,41,19,,20,,108,,1373,,1105,,1,,1,,9,,95,,128,,,-,0,,1,,2,,5,,"MARYLAND
(39.290443, -76.612333)",
VERMONT,2015,41,4,,5,,53,,419,,512,,,-,0,,0,,,-,4,,,-,0,,1,,1,,,-,"VERMONT
(43.622479, -72.51927)",
OKLAHOMA,2015,41,,-,0,,0,,,-,,-,,-,0,,1,,6,,6,,,-,0,,1,,3,,7,,"OKLAHOMA
(35.468494, -97.521264)",
MAINE,2015,41,,-,13,,77,,953,,1221,,,-,0,,3,,6,,4,,,-,0,,2,,4,,1,,"MAINE
(45.252223, -68.986647)",
NORTH DAKOTA,2015,41,,-,0,,4,,25,,11,,,-,0,,1,,3,,9,,,-,0,,0,,,-,2,,"NORTH DAKOTA
(47.475879, -100.121011)",
UNITED STATES,2015,42,176,,407,,2031,,28304,,29233,,14,,22,,54,,938,,1399,,2,,6,,14,,285,,353,,,
NEW ENGLAND,2015,42,4,,94,,659,,6878,,10209,,1,,1,,6,,57,,97,,,-,0,,2,,16,,14,,,
MID. ATLANTIC,2015,42,129,,192,,1186,,15918,,12465,,6,,4,,23,,267,,381,,,-,1,,4,,29,,42,,,
NEW YORK CITY,2015,42,7,,5,,560,,854,,745,,4,,2,,17,,150,,178,,,-,0,,2,,7,,16,,"NEW YORK CITY
",
E.N. CENTRAL,2015,42,2,,14,,148,,1499,,1843,,,-,2,,6,,84,,113,,,-,1,,5,,38,,41,,,
W.N. CENTRAL,2015,42,,-,5,,30,,306,,1553,,,-,1,,3,,30,,104,,,-,0,,3,,26,,20,,,
S. ATLANTIC,2015,42,39,,58,,220,,3450,,2842,,6,,6,,15,,260,,354,,,-,1,,5,,52,,79,,,
DIST. OF COL.,2015,42,,-,1,,7,,60,,29,,,-,0,,1,,9,,13,,,-,0,,1,,3,,1,,"DIST. OF COL.
",
E.S. CENTRAL,2015,42,2,,1,,11,,89,,117,,,-,0,,4,,24,,41,,,-,0,,2,,7,,16,,,
W.S. CENTRAL,2015,42,,-,0,,7,,38,,29,,1,,2,,9,,87,,111,,,-,1,,3,,32,,32,,,
MOUNTAIN,2015,42,,-,1,,2,,30,,52,,,-,1,,3,,32,,68,,1,,0,,3,,12,,25,,,
PACIFIC,2015,42,,-,2,,7,,96,,123,,,-,2,,6,,97,,130,,1,,1,,8,,73,,84,,,
AMER. SAMOA,2015,42,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,42,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,42,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NORTH CAROLINA,2015,42,14,,0,,78,,181,,65,,,-,0,,8,,19,,25,,,-,0,,1,,4,,11,,"NORTH CAROLINA
(35.47995, -79.180571)",
CONNECTICUT,2015,42,,-,18,,172,,1832,,2115,,,-,0,,1,,7,,14,,,-,0,,0,,,-,3,,"CONNECTICUT
(41.544654, -72.651713)",
UTAH,2015,42,,-,0,,1,,4,,10,,,-,0,,1,,3,,5,,,-,0,,1,,1,,1,,"UTAH
(39.359772, -111.584173)",
SOUTH DAKOTA,2015,42,,-,0,,1,,5,,2,,,-,0,,1,,3,,3,,,-,0,,1,,1,,2,,"SOUTH DAKOTA
(44.35371, -100.373709)",
OREGON,2015,42,,-,1,,3,,40,,35,,,-,0,,2,,14,,14,,1,,0,,3,,18,,16,,"OREGON
(44.567912, -120.156945)",
NORTH DAKOTA,2015,42,,-,0,,4,,25,,13,,,-,0,,1,,3,,9,,,-,0,,0,,,-,2,,"NORTH DAKOTA
(47.475879, -100.121011)",
IDAHO,2015,42,,-,0,,2,,7,,7,,,-,0,,1,,3,,3,,,-,0,,1,,,-,3,,"IDAHO
(43.680635, -114.364237)",
CALIFORNIA,2015,42,,-,1,,4,,33,,68,,,-,2,,5,,66,,78,,,-,0,,4,,40,,53,,"CALIFORNIA
(37.640735, -121.002435)",
NEW YORK,2015,42,54,,38,,232,,2896,,2263,,2,,1,,4,,41,,55,,,-,0,,1,,6,,6,,"NEW YORK
(42.826892, -75.544286)",
GUAM,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW JERSEY,2015,42,,-,40,,254,,2824,,2837,,,-,1,,5,,54,,70,,,-,0,,1,,6,,8,,"NEW JERSEY
(40.104655, -74.386686)",
FLORIDA,2015,42,1,,3,,15,,151,,117,,1,,1,,3,,32,,43,,,-,0,,3,,20,,40,,"FLORIDA
(28.915325, -81.922409)",
ARIZONA,2015,42,,-,0,,1,,8,,19,,,-,0,,2,,13,,21,,,-,0,,1,,4,,9,,"ARIZONA
(34.869712, -111.760902)",
WASHINGTON,2015,42,,-,0,,3,,15,,12,,,-,0,,3,,13,,33,,,-,0,,6,,8,,11,,"WASHINGTON
(47.517368, -120.467672)",
VERMONT,2015,42,1,,5,,53,,437,,522,,,-,0,,0,,,-,4,,,-,0,,1,,1,,,-,"VERMONT
(43.622479, -72.51927)",
INDIANA,2015,42,,-,0,,2,,7,,102,,,-,0,,1,,3,,19,,,-,0,,1,,4,,4,,"INDIANA
(39.76845, -86.156212)",
MICHIGAN,2015,42,2,,1,,11,,117,,112,,,-,0,,2,,11,,13,,,-,0,,1,,6,,9,,"MICHIGAN
(44.66399, -84.711206)",
MINNESOTA,2015,42,,-,0,,24,,1,,1321,,,-,0,,1,,,-,50,,,-,0,,3,,12,,5,,"MINNESOTA
(44.943719, -93.094281)",
HAWAII,2015,42,,N,0,,0,,,N,,N,,-,0,,1,,1,,3,,,-,0,,1,,4,,2,,"HAWAII
(21.30992, -157.858158)",
ALASKA,2015,42,,-,0,,2,,8,,8,,,-,0,,2,,3,,2,,,-,0,,1,,3,,2,,"ALASKA
(64.836661, -147.738891)",
MISSOURI,2015,42,,-,0,,1,,,-,8,,,-,0,,1,,2,,13,,,-,0,,1,,2,,8,,"MISSOURI
(38.636168, -92.566292)",
WYOMING,2015,42,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"WYOMING
(43.23558, -108.110518)",
ALABAMA,2015,42,1,,0,,3,,25,,56,,,-,0,,2,,10,,14,,,-,0,,1,,5,,6,,"ALABAMA
(32.839182, -86.631125)",
MONTANA,2015,42,,-,0,,1,,4,,7,,,-,0,,1,,1,,2,,,-,0,,0,,,-,4,,"MONTANA
(47.062617, -109.430168)",
OKLAHOMA,2015,42,,-,0,,0,,,-,,-,,-,0,,1,,6,,7,,,-,0,,1,,3,,7,,"OKLAHOMA
(35.468494, -97.521264)",
WEST VIRGINIA,2015,42,,-,2,,23,,231,,121,,,-,0,,1,,1,,2,,,-,0,,1,,1,,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
PENNSYLVANIA,2015,42,68,,90,,821,,9344,,6620,,,-,0,,3,,22,,78,,,-,0,,2,,10,,12,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW HAMPSHIRE,2015,42,,-,6,,65,,534,,700,,,-,0,,2,,4,,6,,,-,0,,1,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
VIRGINIA,2015,42,11,,20,,149,,1044,,974,,,-,1,,5,,51,,65,,,-,0,,2,,11,,6,,"VIRGINIA
(37.542699, -78.45822)",
TENNESSEE,2015,42,,-,0,,4,,20,,17,,,-,0,,1,,11,,17,,,-,0,,2,,2,,6,,"TENNESSEE
(35.681402, -85.774444)",
NEBRASKA,2015,42,,-,0,,1,,5,,7,,,-,0,,1,,3,,8,,,-,0,,1,,1,,,-,"NEBRASKA
(41.640503, -99.367122)",
MASSACHUSETTS,2015,42,1,,29,,317,,2486,,4946,,,-,0,,3,,31,,55,,,-,0,,2,,7,,9,,"MASSACHUSETTS
(42.268546, -72.085064)",
TEXAS,2015,42,,-,0,,7,,38,,27,,1,,1,,8,,68,,81,,,-,0,,3,,23,,17,,"TEXAS
(31.827233, -99.423022)",
MARYLAND,2015,42,11,,21,,108,,1398,,1120,,5,,1,,9,,100,,128,,,-,0,,1,,2,,5,,"MARYLAND
(39.290443, -76.612333)",
IOWA,2015,42,,-,1,,28,,252,,184,,,-,0,,3,,14,,12,,,-,0,,1,,5,,2,,"IOWA
(42.46942, -93.815856)",
GEORGIA,2015,42,,-,0,,1,,,-,3,,,-,1,,8,,42,,71,,,-,0,,2,,9,,13,,"GEORGIA
(32.836038, -83.631709)",
NEVADA,2015,42,,-,0,,1,,6,,6,,,-,0,,2,,3,,9,,,-,0,,1,,1,,3,,"NEVADA
(39.491833, -117.070159)",
NEW MEXICO,2015,42,,-,0,,0,,,-,,-,,-,0,,1,,3,,2,,,-,0,,1,,1,,2,,"NEW MEXICO
(34.520396, -106.244402)",
COLORADO,2015,42,,-,0,,0,,,-,,-,,-,0,,1,,6,,26,,1,,0,,2,,4,,3,,"COLORADO
(38.841772, -106.132562)",
ARKANSAS,2015,42,,-,0,,0,,,-,,-,,-,0,,2,,8,,5,,,-,0,,1,,2,,1,,"ARKANSAS
(34.748745, -92.275105)",
LOUISIANA,2015,42,,-,0,,0,,,-,2,,,-,0,,2,,5,,18,,,-,0,,2,,4,,7,,"LOUISIANA
(31.2931, -92.463284)",
RHODE ISLAND,2015,42,,-,10,,69,,605,,677,,,-,0,,3,,8,,14,,,-,0,,2,,3,,1,,"RHODE ISLAND
(41.707447, -71.522488)",
KANSAS,2015,42,,-,0,,2,,18,,18,,,-,0,,1,,5,,9,,,-,0,,1,,5,,1,,"KANSAS
(38.345528, -98.201847)",
SOUTH CAROLINA,2015,42,,-,1,,3,,35,,31,,,-,0,,1,,3,,5,,,-,0,,3,,2,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MAINE,2015,42,2,,15,,77,,984,,1249,,1,,0,,3,,7,,4,,,-,0,,2,,4,,1,,"MAINE
(45.252223, -68.986647)",
DELAWARE,2015,42,2,,5,,30,,350,,382,,,-,0,,1,,3,,2,,,-,0,,0,,,-,1,,"DELAWARE
(39.008676, -75.574561)",
OHIO,2015,42,,-,2,,18,,137,,101,,,-,1,,3,,32,,32,,,-,0,,4,,13,,9,,"OHIO
(40.056807, -82.405897)",
