Reporting Area,MMWR Year,MMWR Week,"Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Current week","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Current week, flag","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Previous 52 weeks Med","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Previous 52 weeks Med, flag","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Previous 52 weeks Max","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Previous 52 weeks Max, flag","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Cum 2014","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Cum 2014, flag","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Cum 2013","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Cum 2013, flag","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Current week","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Current week, flag","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Previous 52 weeks Med","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Previous 52 weeks Med, flag","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Previous 52 weeks Max","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Previous 52 weeks Max, flag","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Cum 2014","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Cum 2014, flag","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Cum 2013","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Cum 2013, flag","Syphilis, primary and secondary, Current week","Syphilis, primary and secondary, Current week, flag","Syphilis, primary and secondary, Previous 52 weeks Med","Syphilis, primary and secondary, Previous 52 weeks Med, flag","Syphilis, primary and secondary, Previous 52 weeks Max","Syphilis, primary and secondary, Previous 52 weeks Max, flag","Syphilis, primary and secondary, Cum 2014","Syphilis, primary and secondary, Cum 2014, flag","Syphilis, primary and secondary, Cum 2013","Syphilis, primary and secondary, Cum 2013, flag",Location 1,Location 2
UTAH,2014,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,5,,,-,0,,3,,20,,68,,"UTAH
(39.36070082200047, -111.5871285339997)",
NEBRASKA,2014,44,,-,0,,1,,3,,5,,,-,0,,2,,9,,9,,,-,1,,3,,36,,35,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
ALASKA,2014,44,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,16,,18,,"ALASKA
(64.84507631500048, -147.72205669099972)",
WISCONSIN,2014,44,,-,0,,0,,,-,1,,,-,0,,2,,7,,10,,1,,1,,5,,64,,73,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
TEXAS,2014,44,,-,0,,0,,,-,1,,,-,2,,16,,75,,54,,,-,27,,50,,1317,,1310,,"TEXAS
(31.827240712000446, -99.4267664729997)",
NEW YORK CITY,2014,44,,-,0,,0,,,-,1,,,-,0,,2,,10,,2,,,-,25,,38,,1023,,992,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
NORTH CAROLINA,2014,44,,-,0,,2,,8,,11,,,-,1,,66,,332,,353,,6,,12,,25,,540,,324,,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
MISSISSIPPI,2014,44,,-,0,,1,,5,,1,,,-,0,,2,,18,,36,,,-,3,,27,,170,,65,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
UNITED STATES,2014,45,2,,2,,10,,114,,166,,76,,39,,236,,2987,,2914,,95,,357,,433,,15260,,14754,,,
NEW ENGLAND,2014,45,,-,0,,1,,1,,1,,,-,0,,1,,10,,8,,1,,9,,17,,391,,439,,,
MID. ATLANTIC,2014,45,,-,0,,2,,4,,4,,1,,2,,7,,80,,69,,14,,46,,73,,2042,,1846,,,
E.N. CENTRAL,2014,45,,-,0,,2,,5,,6,,,-,1,,12,,131,,158,,,-,31,,59,,1319,,1791,,,
W.N. CENTRAL,2014,45,,-,0,,2,,10,,9,,,-,3,,22,,280,,273,,,-,16,,29,,691,,587,,,
S. ATLANTIC,2014,45,2,,1,,4,,56,,104,,64,,10,,92,,812,,786,,44,,90,,215,,3794,,3291,,,
DIST. OF COL.,2014,45,,-,0,,1,,,-,4,,,-,0,,0,,,-,1,,,U,0,,5,,,U,,U,"DIST. OF COL.
",
E.S. CENTRAL,2014,45,,-,0,,4,,24,,15,,1,,10,,52,,783,,869,,3,,13,,30,,594,,511,,,
W.S. CENTRAL,2014,45,,-,0,,1,,4,,14,,10,,13,,99,,868,,672,,4,,42,,65,,2031,,1961,,,
MOUNTAIN,2014,45,,-,0,,1,,3,,11,,,-,0,,2,,12,,66,,,-,22,,31,,984,,699,,,
PACIFIC,2014,45,,-,0,,1,,7,,2,,,-,0,,2,,11,,13,,29,,80,,105,,3414,,3629,,,
AMER. SAMOA,2014,45,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,"AMER. SAMOA
",
VIRGIN ISL.,2014,45,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,1,,"VIRGIN ISL.
",
MICHIGAN,2014,45,,-,0,,0,,,-,,-,,-,0,,1,,2,,3,,,-,6,,17,,259,,418,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
KANSAS,2014,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,4,,54,,47,,"KANSAS
(38.3477418760005, -98.20077655499966)",
SOUTH CAROLINA,2014,45,,-,0,,0,,,-,1,,,-,0,,3,,23,,55,,,-,4,,11,,201,,233,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
RHODE ISLAND,2014,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,-,1,,5,,59,,32,,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
IOWA,2014,45,,-,0,,0,,,-,,-,,-,0,,2,,10,,8,,,-,1,,5,,53,,89,,"IOWA
(42.469401477000474, -93.81648936699969)",
NEW HAMPSHIRE,2014,45,,-,0,,1,,1,,1,,,-,0,,1,,1,,3,,,-,0,,2,,24,,23,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
CALIFORNIA,2014,45,,-,0,,1,,7,,1,,,-,0,,1,,8,,13,,19,,70,,95,,3001,,3093,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
WYOMING,2014,45,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,1,,1,,"WYOMING
(43.235543013000495, -108.10982744299969)",
MISSOURI,2014,45,,-,0,,1,,4,,2,,,-,3,,20,,258,,235,,,-,5,,13,,281,,226,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
ARIZONA,2014,45,,-,0,,1,,1,,9,,,-,0,,2,,7,,49,,,-,9,,21,,428,,239,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
WASHINGTON,2014,45,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,10,,3,,9,,132,,244,,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
HAWAII,2014,45,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,5,,42,,40,,"HAWAII
(21.304853205000427, -157.85774691599974)",
OKLAHOMA,2014,45,,-,0,,1,,3,,9,,,-,0,,55,,109,,175,,,-,2,,8,,114,,105,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
PUERTO RICO,2014,45,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,3,,9,,31,,438,,336,,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
PENNSYLVANIA,2014,45,,-,0,,1,,1,,,-,,-,0,,2,,8,,15,,7,,10,,22,,453,,412,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
SOUTH DAKOTA,2014,45,,-,0,,1,,1,,1,,,-,0,,1,,2,,6,,,-,1,,7,,44,,30,,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
NEW MEXICO,2014,45,,-,0,,1,,1,,1,,,-,0,,1,,1,,3,,,-,2,,6,,98,,73,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
VIRGINIA,2014,45,,-,0,,1,,5,,4,,5,,4,,23,,319,,327,,12,,5,,18,,257,,272,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
MONTANA,2014,45,,-,0,,1,,1,,,-,,-,0,,1,,3,,2,,,-,0,,2,,8,,5,,"MONTANA
(47.06652759400049, -109.42441687999968)",
WEST VIRGINIA,2014,45,,-,0,,0,,,-,1,,,-,0,,3,,5,,5,,,-,0,,2,,23,,13,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
OREGON,2014,45,,-,0,,0,,,-,1,,,-,0,,1,,3,,,-,,-,5,,12,,223,,234,,"OREGON
(44.56745218600048, -120.15502977999972)",
GUAM,2014,45,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"GUAM
(13.480998894000436, 144.73149801400064)",
CONNECTICUT,2014,45,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,1,,5,,65,,51,,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
OHIO,2014,45,,-,0,,0,,,-,1,,,-,0,,2,,11,,21,,,-,10,,17,,397,,376,,"OHIO
(40.06021184000048, -82.40425685299965)",
TENNESSEE,2014,45,,-,0,,2,,12,,11,,1,,5,,42,,519,,528,,,-,4,,10,,167,,183,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
FLORIDA,2014,45,,-,0,,1,,2,,4,,,-,0,,3,,34,,20,,2,,32,,49,,1401,,1276,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
GEORGIA,2014,45,,-,1,,3,,36,,79,,,-,0,,0,,,-,,-,30,,23,,151,,993,,739,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
NEW YORK,2014,45,,-,0,,2,,3,,1,,1,,0,,6,,15,,15,,7,,7,,48,,335,,213,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
MINNESOTA,2014,45,,-,0,,0,,,-,1,,,-,0,,1,,,-,13,,,-,5,,10,,211,,152,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
LOUISIANA,2014,45,,-,0,,0,,,-,,-,,-,0,,2,,17,,3,,,-,9,,22,,428,,365,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
WISCONSIN,2014,45,,-,0,,0,,,-,1,,,-,0,,2,,7,,10,,,-,1,,5,,66,,75,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
MARYLAND,2014,45,,-,0,,1,,3,,,-,,-,0,,3,,16,,8,,,-,8,,16,,343,,382,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
DELAWARE,2014,45,,-,0,,0,,,-,,-,,-,0,,3,,24,,11,,,-,0,,9,,36,,35,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
ALASKA,2014,45,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,16,,18,,"ALASKA
(64.84507631500048, -147.72205669099972)",
NORTH DAKOTA,2014,45,,-,0,,1,,2,,,-,,-,0,,1,,1,,2,,,-,0,,2,,12,,8,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
VERMONT,2014,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,2,,3,,"VERMONT
(43.62538000100045, -72.51763944499965)",
MAINE,2014,45,,-,0,,0,,,-,,-,,-,0,,1,,3,,2,,,-,0,,4,,11,,10,,"MAINE
(45.2542257390005, -68.98502952999962)",
NEW JERSEY,2014,45,,-,0,,0,,,-,2,,,-,1,,5,,47,,37,,,-,4,,11,,204,,203,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
TEXAS,2014,45,,-,0,,0,,,-,1,,1,,2,,16,,81,,54,,,-,28,,50,,1387,,1332,,"TEXAS
(31.827240712000446, -99.4267664729997)",
INDIANA,2014,45,,-,0,,2,,2,,1,,,-,0,,4,,30,,28,,,-,3,,8,,141,,206,,"INDIANA
(39.76691072200049, -86.14995579899966)",
IDAHO,2014,45,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,2,,6,,11,,"IDAHO
(43.68263160000049, -114.3637261449997)",
NEBRASKA,2014,45,,-,0,,1,,3,,5,,,-,0,,2,,9,,9,,,-,1,,3,,36,,35,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
UTAH,2014,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,5,,,-,0,,3,,20,,70,,"UTAH
(39.36070082200047, -111.5871285339997)",
MISSISSIPPI,2014,45,,-,0,,1,,5,,1,,,-,0,,2,,18,,37,,1,,3,,27,,178,,65,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
NORTH CAROLINA,2014,45,2,,0,,2,,10,,11,,59,,1,,66,,391,,359,,,-,12,,25,,540,,341,,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
ILLINOIS,2014,45,,-,0,,1,,3,,3,,,-,1,,10,,81,,96,,,-,11,,21,,456,,716,,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
NEW YORK CITY,2014,45,,-,0,,0,,,-,1,,,-,0,,2,,10,,2,,,-,25,,38,,1050,,1018,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
KENTUCKY,2014,45,,-,0,,0,,,-,2,,,-,1,,5,,49,,68,,2,,3,,8,,132,,98,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
NEVADA,2014,45,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,6,,20,,284,,162,,"NEVADA
(39.493242807000456, -117.07183978499972)",
ALABAMA,2014,45,,-,0,,2,,7,,1,,,-,3,,12,,197,,236,,,-,3,,8,,117,,165,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
MASSACHUSETTS,2014,45,,-,0,,0,,,-,,-,,-,0,,1,,5,,1,,1,,5,,13,,230,,320,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
COLORADO,2014,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,6,,,-,3,,9,,139,,138,,"COLORADO
(38.84384201300048, -106.13360888799969)",
ARKANSAS,2014,45,,-,0,,1,,1,,4,,9,,9,,57,,661,,440,,4,,2,,9,,102,,159,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
UNITED STATES,2014,46,,-,2,,10,,114,,166,,46,,42,,237,,3069,,2944,,85,,353,,433,,15649,,15079,,,
NEW ENGLAND,2014,46,,-,0,,1,,1,,1,,,-,0,,1,,10,,8,,,-,9,,16,,398,,450,,,
MID. ATLANTIC,2014,46,,-,0,,2,,4,,4,,1,,2,,7,,81,,71,,15,,46,,73,,2101,,1881,,,
E.N. CENTRAL,2014,46,,-,0,,2,,5,,6,,,-,1,,12,,131,,159,,2,,31,,59,,1336,,1823,,,
W.N. CENTRAL,2014,46,,-,0,,2,,10,,9,,,-,3,,22,,280,,274,,1,,16,,29,,700,,604,,,
S. ATLANTIC,2014,46,,-,1,,4,,56,,104,,38,,10,,92,,853,,797,,37,,89,,215,,3896,,3374,,,
DIST. OF COL.,2014,46,,-,0,,1,,,-,4,,,-,0,,0,,,-,1,,,U,0,,5,,,U,,U,"DIST. OF COL.
",
E.S. CENTRAL,2014,46,,-,0,,4,,24,,15,,,-,10,,52,,795,,875,,1,,13,,30,,609,,531,,,
W.S. CENTRAL,2014,46,,-,0,,1,,4,,14,,7,,14,,99,,893,,679,,13,,44,,64,,2106,,1989,,,
MOUNTAIN,2014,46,,-,0,,1,,3,,11,,,-,0,,2,,15,,68,,,-,21,,32,,1017,,714,,,
PACIFIC,2014,46,,-,0,,1,,7,,2,,,-,0,,2,,11,,13,,16,,80,,105,,3486,,3713,,,
AMER. SAMOA,2014,46,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,46,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,46,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,1,,"VIRGIN ISL.
",
KENTUCKY,2014,46,,-,0,,0,,,-,2,,,-,0,,5,,49,,68,,,-,3,,8,,132,,103,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
SOUTH DAKOTA,2014,46,,-,0,,1,,1,,1,,,-,0,,1,,2,,6,,,-,1,,7,,46,,30,,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
PUERTO RICO,2014,46,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,9,,31,,438,,346,,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
ALASKA,2014,46,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,16,,21,,"ALASKA
(64.84507631500048, -147.72205669099972)",
OHIO,2014,46,,-,0,,0,,,-,1,,,-,0,,2,,11,,22,,,-,9,,17,,397,,384,,"OHIO
(40.06021184000048, -82.40425685299965)",
TEXAS,2014,46,,-,0,,0,,,-,1,,,-,2,,16,,82,,57,,13,,30,,50,,1458,,1352,,"TEXAS
(31.827240712000446, -99.4267664729997)",
SOUTH CAROLINA,2014,46,,-,0,,0,,,-,1,,,-,0,,3,,23,,57,,4,,4,,11,,211,,244,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
UTAH,2014,46,,-,0,,1,,1,,,-,,-,0,,1,,3,,5,,,-,0,,3,,23,,70,,"UTAH
(39.36070082200047, -111.5871285339997)",
WASHINGTON,2014,46,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,3,,10,,132,,250,,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
WYOMING,2014,46,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,1,,1,,"WYOMING
(43.235543013000495, -108.10982744299969)",
NORTH CAROLINA,2014,46,,-,0,,2,,10,,11,,33,,1,,66,,425,,368,,6,,12,,25,,569,,348,,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
FLORIDA,2014,46,,-,0,,1,,2,,4,,1,,0,,3,,35,,20,,1,,32,,49,,1413,,1306,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
ARIZONA,2014,46,,-,0,,0,,,-,9,,,-,0,,2,,7,,51,,,-,9,,21,,428,,247,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
KANSAS,2014,46,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,4,,54,,49,,"KANSAS
(38.3477418760005, -98.20077655499966)",
WEST VIRGINIA,2014,46,,-,0,,0,,,-,1,,,-,0,,3,,5,,5,,,-,0,,2,,23,,13,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
PENNSYLVANIA,2014,46,,-,0,,1,,1,,,-,,-,0,,2,,8,,15,,6,,9,,22,,460,,418,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
HAWAII,2014,46,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,5,,42,,41,,"HAWAII
(21.304853205000427, -157.85774691599974)",
ALABAMA,2014,46,,-,0,,2,,7,,1,,,-,3,,12,,199,,239,,,-,3,,8,,125,,170,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
CONNECTICUT,2014,46,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,1,,5,,65,,51,,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
MARYLAND,2014,46,,-,0,,1,,3,,,-,,-,0,,3,,17,,8,,5,,8,,16,,373,,391,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
MAINE,2014,46,,-,0,,0,,,-,,-,,-,0,,1,,3,,2,,,-,0,,4,,11,,10,,"MAINE
(45.2542257390005, -68.98502952999962)",
IDAHO,2014,46,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,2,,6,,12,,"IDAHO
(43.68263160000049, -114.3637261449997)",
ARKANSAS,2014,46,,-,0,,1,,1,,4,,7,,11,,57,,685,,443,,,-,2,,9,,102,,160,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
MISSOURI,2014,46,,-,0,,1,,4,,2,,,-,2,,20,,258,,236,,1,,5,,13,,286,,230,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
GEORGIA,2014,46,,-,1,,3,,36,,79,,,-,0,,0,,,-,,-,18,,23,,151,,1011,,762,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
OREGON,2014,46,,-,0,,0,,,-,1,,,-,0,,1,,3,,,-,3,,5,,12,,230,,239,,"OREGON
(44.56745218600048, -120.15502977999972)",
OKLAHOMA,2014,46,,-,0,,1,,3,,9,,,-,0,,55,,109,,176,,,-,2,,8,,118,,106,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
NEW YORK CITY,2014,46,,-,0,,0,,,-,1,,,-,0,,2,,10,,2,,,-,24,,38,,1086,,1035,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
TENNESSEE,2014,46,,-,0,,2,,12,,11,,,-,5,,42,,520,,531,,1,,3,,10,,168,,189,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
NORTH DAKOTA,2014,46,,-,0,,1,,2,,,-,,-,0,,1,,1,,2,,,-,0,,2,,12,,8,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
MONTANA,2014,46,,-,0,,1,,1,,,-,,-,0,,1,,3,,2,,,-,0,,2,,7,,5,,"MONTANA
(47.06652759400049, -109.42441687999968)",
WISCONSIN,2014,46,,-,0,,0,,,-,1,,,-,0,,2,,7,,10,,,-,1,,5,,67,,77,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
NEVADA,2014,46,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,6,,20,,305,,167,,"NEVADA
(39.493242807000456, -117.07183978499972)",
VIRGINIA,2014,46,,-,0,,1,,5,,4,,4,,4,,23,,324,,327,,3,,5,,18,,260,,274,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
NEW YORK,2014,46,,-,0,,2,,3,,1,,1,,0,,6,,16,,15,,9,,7,,48,,342,,221,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
INDIANA,2014,46,,-,0,,2,,2,,1,,,-,0,,4,,30,,28,,2,,3,,8,,146,,208,,"INDIANA
(39.76691072200049, -86.14995579899966)",
NEW HAMPSHIRE,2014,46,,-,0,,1,,1,,1,,,-,0,,1,,1,,3,,,-,0,,2,,24,,23,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
ILLINOIS,2014,46,,-,0,,1,,3,,3,,,-,0,,10,,81,,96,,,-,11,,21,,467,,723,,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
NEBRASKA,2014,46,,-,0,,1,,3,,5,,,-,0,,2,,9,,9,,,-,1,,3,,36,,36,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
VERMONT,2014,46,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,2,,3,,"VERMONT
(43.62538000100045, -72.51763944499965)",
CALIFORNIA,2014,46,,-,0,,1,,7,,1,,,-,0,,1,,8,,13,,13,,71,,95,,3066,,3162,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
MINNESOTA,2014,46,,-,0,,0,,,-,1,,,-,0,,1,,,-,13,,,-,5,,10,,211,,158,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
IOWA,2014,46,,-,0,,0,,,-,,-,,-,0,,2,,10,,8,,,-,1,,5,,55,,93,,"IOWA
(42.469401477000474, -93.81648936699969)",
NEW JERSEY,2014,46,,-,0,,0,,,-,2,,,-,1,,5,,47,,39,,,-,4,,13,,213,,207,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
COLORADO,2014,46,,-,0,,0,,,-,,-,,-,0,,0,,,-,6,,,-,3,,9,,149,,138,,"COLORADO
(38.84384201300048, -106.13360888799969)",
MICHIGAN,2014,46,,-,0,,0,,,-,,-,,-,0,,1,,2,,3,,,-,6,,17,,259,,431,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
GUAM,2014,46,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"GUAM
(13.480998894000436, 144.73149801400064)",
LOUISIANA,2014,46,,-,0,,0,,,-,,-,,-,0,,2,,17,,3,,,-,9,,22,,428,,371,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
RHODE ISLAND,2014,46,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,-,1,,5,,60,,34,,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
NEW MEXICO,2014,46,,-,0,,1,,1,,1,,,-,0,,1,,1,,3,,,-,2,,6,,98,,74,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
MASSACHUSETTS,2014,46,,-,0,,0,,,-,,-,,-,0,,1,,5,,1,,,-,5,,13,,236,,329,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
MISSISSIPPI,2014,46,,-,0,,1,,5,,1,,,-,0,,4,,27,,37,,,-,3,,27,,184,,69,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
DELAWARE,2014,46,,-,0,,0,,,-,,-,,-,0,,3,,24,,11,,,-,0,,9,,36,,36,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
MID. ATLANTIC,2014,47,,-,0,,2,,4,,4,,1,,1,,7,,84,,71,,7,,46,,73,,2147,,1921,,"MID. ATLANTIC
",
E.N. CENTRAL,2014,47,,-,0,,2,,5,,6,,,-,1,,12,,131,,162,,1,,31,,59,,1372,,1857,,"E.N. CENTRAL
",
W.N. CENTRAL,2014,47,,-,0,,2,,10,,9,,2,,2,,22,,292,,277,,,-,16,,29,,705,,620,,"W.N. CENTRAL
",
S. ATLANTIC,2014,47,,-,1,,4,,56,,104,,6,,10,,92,,862,,801,,50,,90,,215,,3981,,3470,,"S. ATLANTIC
",
DIST. OF COL.,2014,47,,-,0,,1,,,-,4,,,-,0,,0,,,-,1,,,U,0,,4,,,U,,U,"DIST. OF COL.
",
E.S. CENTRAL,2014,47,,-,0,,4,,25,,15,,1,,10,,52,,801,,882,,2,,14,,30,,625,,543,,"E.S. CENTRAL
",
W.S. CENTRAL,2014,47,1,,0,,1,,5,,14,,11,,14,,99,,925,,689,,1,,44,,66,,2124,,2029,,"W.S. CENTRAL
",
AMER. SAMOA,2014,47,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,47,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,47,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,1,,1,,1,,"VIRGIN ISL.
",
C.N.M.I.,2014,51,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
LOUISIANA,2014,47,,-,0,,0,,,-,,-,,-,0,,2,,17,,3,,,-,9,,22,,440,,375,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
NEW YORK,2014,47,,-,0,,2,,3,,1,,1,,0,,6,,17,,15,,3,,7,,48,,345,,231,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
SOUTH CAROLINA,2014,47,,-,0,,1,,1,,1,,,-,0,,4,,27,,57,,2,,4,,10,,213,,249,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
CALIFORNIA,2014,47,,-,0,,1,,7,,1,,,-,0,,1,,8,,13,,,-,71,,95,,3066,,3235,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
MONTANA,2014,47,,-,0,,1,,1,,,-,,-,0,,1,,3,,2,,,-,0,,2,,8,,5,,"MONTANA
(47.06652759400049, -109.42441687999968)",
