Reporting Area,MMWR Year,MMWR Week,"Invasive Pneumococcal disease, All ages, Current week","Invasive Pneumococcal disease, All ages, Current week, flag","Invasive Pneumococcal disease, All ages, Previous 52 weeks Med","Invasive Pneumococcal disease, All ages, Previous 52 weeks Med, flag","Invasive Pneumococcal disease, All ages, Previous 52 weeks Max","Invasive Pneumococcal disease, All ages, Previous 52 weeks Max, flag","Invasive Pneumococcal disease, All ages, Cum 2014","Invasive Pneumococcal disease, All ages, Cum 2014, flag","Invasive Pneumococcal disease, All ages, Cum 2013","Invasive Pneumococcal disease, All ages, Cum 2013, flag","Invasive Pneumococcal disease, Age LT 5, Current week","Invasive Pneumococcal disease, Age LT 5, Current week, flag","Invasive Pneumococcal disease, Age LT 5, Previous 52 weeks Med","Invasive Pneumococcal disease, Age LT 5, Previous 52 weeks Med, flag","Invasive Pneumococcal disease, Age LT 5, Previous 52 weeks Max","Invasive Pneumococcal disease, Age LT 5, Previous 52 weeks Max, flag","Invasive Pneumococcal disease, Age LT 5, Cum 2014","Invasive Pneumococcal disease, Age LT 5, Cum 2014, flag","Invasive Pneumococcal disease, Age LT 5, Cum 2013","Invasive Pneumococcal disease, Age LT 5, Cum 2013, flag","Legionellosis, Current week","Legionellosis, Current week, flag","Legionellosis, Previous 52 weeks Med","Legionellosis, Previous 52 weeks Med, flag","Legionellosis, Previous 52 weeks Max","Legionellosis, Previous 52 weeks Max, flag","Legionellosis, Cum 2014","Legionellosis, Cum 2014, flag","Legionellosis, Cum 2013","Legionellosis, Cum 2013, flag",Location 1,Location 2
NEW MEXICO,2014,43,1,,5,,16,,248,,267,,,-,0,,3,,12,,11,,,-,0,,1,,3,,9,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
MASSACHUSETTS,2014,43,,-,0,,2,,21,,19,,,-,0,,2,,17,,17,,,-,2,,8,,108,,167,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
ILLINOIS,2014,43,,N,0,,0,,,N,,N,,-,0,,3,,28,,36,,,-,4,,15,,200,,267,,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
SOUTH CAROLINA,2014,43,3,,7,,27,,332,,358,,,-,0,,2,,22,,19,,,-,0,,3,,34,,20,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
LOUISIANA,2014,43,1,,6,,23,,293,,286,,,-,0,,3,,22,,19,,,-,1,,4,,47,,26,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
VERMONT,2014,43,1,,1,,4,,41,,45,,,-,0,,1,,1,,,-,,-,0,,2,,6,,14,,"VERMONT
(43.62538000100045, -72.51763944499965)",
WEST VIRGINIA,2014,43,1,,4,,16,,183,,268,,,-,0,,1,,10,,15,,,-,0,,4,,25,,24,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
ARKANSAS,2014,43,,-,4,,30,,172,,181,,,-,0,,2,,13,,8,,,-,0,,5,,29,,23,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
INDIANA,2014,43,,-,9,,33,,395,,563,,,-,0,,4,,21,,28,,,-,2,,13,,110,,74,,"INDIANA
(39.76691072200049, -86.14995579899966)",
MONTANA,2014,43,,-,1,,4,,30,,25,,,-,0,,0,,,-,1,,,-,0,,1,,3,,8,,"MONTANA
(47.06652759400049, -109.42441687999968)",
IDAHO,2014,43,,N,0,,0,,,N,,N,1,,0,,1,,4,,4,,,-,0,,2,,9,,10,,"IDAHO
(43.68263160000049, -114.3637261449997)",
UTAH,2014,43,,-,0,,11,,33,,158,,,-,0,,2,,3,,20,,,-,0,,3,,17,,19,,"UTAH
(39.36070082200047, -111.5871285339997)",
ALASKA,2014,43,1,,1,,5,,67,,89,,,-,0,,2,,7,,13,,,-,0,,1,,2,,1,,"ALASKA
(64.84507631500048, -147.72205669099972)",
NEW YORK,2014,43,17,,14,,76,,625,,794,,2,,1,,6,,34,,38,,5,,6,,22,,344,,392,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
MAINE,2014,43,,-,2,,8,,107,,95,,,-,0,,1,,5,,5,,,-,0,,4,,16,,16,,"MAINE
(45.2542257390005, -68.98502952999962)",
IOWA,2014,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,26,,9,,"IOWA
(42.469401477000474, -93.81648936699969)",
FLORIDA,2014,43,9,,16,,45,,700,,911,,2,,1,,5,,72,,74,,9,,6,,15,,243,,195,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
MINNESOTA,2014,43,,-,5,,18,,159,,443,,,-,0,,3,,8,,34,,,-,1,,7,,46,,44,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
UNITED STATES,2014,44,96,,280,,752,,10430,,13571,,3,,19,,56,,758,,946,,73,,73,,177,,3780,,4403,,,
NEW ENGLAND,2014,44,2,,12,,24,,451,,573,,,-,1,,3,,35,,39,,1,,4,,14,,194,,317,,,
MID. ATLANTIC,2014,44,20,,29,,115,,1170,,1870,,1,,1,,10,,59,,99,,23,,17,,48,,855,,1311,,,
E.N. CENTRAL,2014,44,15,,52,,84,,1873,,2539,,,-,3,,9,,115,,151,,10,,15,,44,,819,,1196,,,
W.N. CENTRAL,2014,44,11,,14,,37,,509,,871,,,-,1,,4,,41,,82,,1,,3,,20,,187,,159,,,
S. ATLANTIC,2014,44,15,,57,,135,,2344,,2938,,1,,5,,10,,195,,236,,27,,15,,33,,753,,672,,,
DIST. OF COL.,2014,44,,-,1,,6,,52,,74,,,-,0,,1,,2,,1,,,-,0,,1,,,-,12,,"DIST. OF COL.
",
E.S. CENTRAL,2014,44,9,,26,,51,,1082,,1186,,,-,1,,6,,75,,80,,2,,5,,19,,286,,169,,,
W.S. CENTRAL,2014,44,13,,35,,305,,1525,,1752,,1,,4,,20,,151,,143,,9,,6,,29,,290,,184,,,
MOUNTAIN,2014,44,11,,30,,81,,1345,,1687,,,-,2,,7,,72,,99,,,-,3,,11,,122,,167,,,
PACIFIC,2014,44,,-,3,,7,,131,,155,,,-,0,,3,,15,,17,,,-,5,,15,,274,,228,,,
AMER. SAMOA,2014,44,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2014,44,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
TENNESSEE,2014,44,5,,15,,28,,587,,628,,,-,1,,4,,37,,35,,1,,2,,12,,129,,72,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
OKLAHOMA,2014,44,,-,0,,0,,,-,,-,,-,0,,2,,24,,17,,,-,0,,10,,25,,12,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
NEW YORK,2014,44,13,,15,,76,,638,,808,,1,,1,,6,,35,,39,,7,,6,,22,,351,,403,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
PENNSYLVANIA,2014,44,,N,,-,,-,,N,,N,,N,0,,0,,,N,,N,5,,5,,14,,256,,395,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
MINNESOTA,2014,44,,-,5,,18,,159,,450,,,-,0,,3,,8,,34,,,-,1,,7,,46,,44,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
MARYLAND,2014,44,2,,7,,21,,337,,398,,,-,0,,4,,23,,22,,5,,2,,10,,125,,153,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
NEW MEXICO,2014,44,2,,5,,16,,252,,273,,,-,0,,3,,12,,11,,,-,0,,1,,3,,9,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
RHODE ISLAND,2014,44,,-,1,,10,,51,,56,,,-,0,,1,,1,,,-,1,,0,,10,,18,,35,,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
TEXAS,2014,44,13,,25,,263,,1056,,1275,,1,,2,,18,,92,,97,,7,,4,,24,,187,,123,,"TEXAS
(31.827240712000446, -99.4267664729997)",
GUAM,2014,44,,-,0,,0,,,-,18,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.480998894000436, 144.73149801400064)",
WYOMING,2014,44,,-,0,,3,,15,,18,,,-,0,,1,,2,,1,,,-,0,,1,,1,,,-,"WYOMING
(43.235543013000495, -108.10982744299969)",
MAINE,2014,44,,-,2,,8,,107,,99,,,-,0,,1,,5,,5,,,-,0,,4,,16,,16,,"MAINE
(45.2542257390005, -68.98502952999962)",
MASSACHUSETTS,2014,44,,-,0,,2,,21,,20,,,-,0,,2,,17,,17,,,-,2,,8,,108,,169,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
PUERTO RICO,2014,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,3,,13,,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
VERMONT,2014,44,2,,1,,4,,44,,47,,,-,0,,1,,1,,,-,,-,0,,2,,6,,14,,"VERMONT
(43.62538000100045, -72.51763944499965)",
ARIZONA,2014,44,1,,13,,40,,601,,663,,,-,1,,6,,30,,33,,,-,1,,4,,49,,61,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
SOUTH DAKOTA,2014,44,2,,2,,5,,77,,83,,,N,0,,0,,,N,,N,,-,0,,2,,6,,6,,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
OREGON,2014,44,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,23,,16,,"OREGON
(44.56745218600048, -120.15502977999972)",
NEW HAMPSHIRE,2014,44,,-,1,,6,,62,,78,,,-,0,,1,,4,,4,,,-,0,,2,,10,,25,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
NEW YORK CITY,2014,44,7,,12,,25,,494,,563,,,-,0,,4,,22,,28,,11,,3,,15,,169,,287,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
ILLINOIS,2014,44,,N,0,,0,,,N,,N,,-,0,,3,,28,,36,,,-,4,,16,,211,,271,,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
OHIO,2014,44,10,,19,,38,,732,,975,,,-,1,,4,,33,,33,,4,,6,,22,,327,,461,,"OHIO
(40.06021184000048, -82.40425685299965)",
WISCONSIN,2014,44,2,,7,,16,,317,,349,,,-,0,,3,,13,,18,,,-,0,,7,,33,,138,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
ALASKA,2014,44,,-,1,,5,,67,,93,,,-,0,,2,,7,,13,,,-,0,,1,,2,,1,,"ALASKA
(64.84507631500048, -147.72205669099972)",
IOWA,2014,44,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,26,,9,,"IOWA
(42.469401477000474, -93.81648936699969)",
NEBRASKA,2014,44,7,,3,,8,,119,,124,,,-,0,,2,,10,,10,,1,,0,,2,,19,,16,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
ALABAMA,2014,44,,-,3,,10,,161,,146,,,-,0,,2,,11,,16,,,-,1,,5,,54,,37,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
NORTH CAROLINA,2014,44,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,18,,2,,11,,153,,74,,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
MONTANA,2014,44,,-,1,,4,,30,,27,,,-,0,,0,,,-,1,,,-,0,,1,,3,,9,,"MONTANA
(47.06652759400049, -109.42441687999968)",
GEORGIA,2014,44,3,,17,,61,,684,,871,,1,,1,,5,,50,,73,,1,,1,,9,,63,,59,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
LOUISIANA,2014,44,,-,6,,23,,293,,292,,,-,0,,3,,22,,21,,,-,1,,4,,47,,26,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
SOUTH CAROLINA,2014,44,4,,7,,27,,336,,365,,,-,0,,2,,22,,19,,,-,0,,3,,35,,20,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
IDAHO,2014,44,,N,0,,0,,,N,,N,,-,0,,1,,5,,4,,,-,0,,2,,9,,10,,"IDAHO
(43.68263160000049, -114.3637261449997)",
KANSAS,2014,44,1,,2,,9,,108,,123,,,N,0,,0,,,N,,N,,-,0,,1,,11,,15,,"KANSAS
(38.3477418760005, -98.20077655499966)",
COLORADO,2014,44,8,,7,,24,,306,,438,,,-,0,,2,,14,,25,,,-,0,,7,,21,,41,,"COLORADO
(38.84384201300048, -106.13360888799969)",
MISSOURI,2014,44,,N,0,,0,,,N,,N,,-,0,,3,,21,,29,,,-,1,,11,,75,,66,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
MISSISSIPPI,2014,44,1,,3,,13,,183,,192,,,-,0,,2,,19,,17,,,-,0,,2,,25,,17,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
HAWAII,2014,44,,-,2,,5,,64,,62,,,-,0,,2,,8,,4,,,-,0,,1,,5,,6,,"HAWAII
(21.304853205000427, -157.85774691599974)",
KENTUCKY,2014,44,3,,3,,10,,151,,220,,,-,0,,2,,8,,12,,1,,1,,8,,78,,43,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
CONNECTICUT,2014,44,,-,4,,10,,166,,273,,,-,0,,1,,7,,13,,,-,1,,3,,36,,58,,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
WEST VIRGINIA,2014,44,,-,4,,16,,185,,278,,,-,0,,1,,10,,15,,,-,0,,4,,26,,24,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
INDIANA,2014,44,,-,9,,33,,395,,582,,,-,0,,4,,21,,28,,6,,2,,13,,121,,78,,"INDIANA
(39.76691072200049, -86.14995579899966)",
DELAWARE,2014,44,1,,0,,5,,30,,25,,,-,0,,1,,1,,,-,,-,0,,2,,15,,14,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
CALIFORNIA,2014,44,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,5,,11,,219,,182,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
WASHINGTON,2014,44,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,6,,25,,23,,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
FLORIDA,2014,44,5,,15,,45,,705,,927,,,-,1,,5,,72,,75,,3,,6,,15,,246,,204,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
VIRGINIA,2014,44,,-,0,,3,,15,,,-,,-,0,,3,,15,,31,,,-,1,,7,,90,,112,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
UTAH,2014,44,,-,0,,11,,33,,158,,,-,0,,2,,3,,20,,,-,0,,3,,17,,20,,"UTAH
(39.36070082200047, -111.5871285339997)",
MICHIGAN,2014,44,3,,11,,19,,429,,633,,,-,0,,4,,20,,36,,,-,3,,13,,127,,248,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
ARKANSAS,2014,44,,-,4,,30,,176,,185,,,-,0,,2,,13,,8,,2,,0,,5,,31,,23,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
NEW JERSEY,2014,44,,-,1,,19,,38,,499,,,-,0,,2,,2,,32,,,-,2,,6,,79,,226,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
NORTH DAKOTA,2014,44,1,,1,,4,,46,,91,,,-,0,,1,,2,,9,,,-,0,,1,,4,,3,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
NEVADA,2014,44,,-,3,,7,,108,,110,,,-,0,,2,,6,,4,,,-,0,,3,,19,,17,,"NEVADA
(39.493242807000456, -117.07183978499972)",
UNITED STATES,2014,45,82,,280,,752,,10571,,13835,,7,,19,,56,,773,,966,,54,,76,,177,,3887,,4459,,,
NEW ENGLAND,2014,45,1,,12,,24,,455,,588,,,-,1,,3,,37,,39,,,-,4,,14,,199,,318,,,
MID. ATLANTIC,2014,45,14,,29,,115,,1185,,1906,,1,,2,,10,,61,,102,,9,,17,,49,,877,,1322,,,
E.N. CENTRAL,2014,45,15,,52,,84,,1907,,2586,,1,,3,,9,,118,,155,,24,,15,,44,,856,,1218,,,
W.N. CENTRAL,2014,45,4,,14,,37,,513,,891,,1,,1,,4,,42,,84,,,-,3,,20,,190,,161,,,
S. ATLANTIC,2014,45,13,,57,,135,,2367,,2990,,1,,5,,10,,195,,240,,12,,15,,33,,780,,684,,,
DIST. OF COL.,2014,45,,-,1,,6,,52,,78,,,-,0,,1,,2,,2,,,-,0,,1,,,-,12,,"DIST. OF COL.
",
E.S. CENTRAL,2014,45,4,,26,,51,,1094,,1209,,,-,1,,6,,78,,81,,1,,5,,19,,287,,172,,,
W.S. CENTRAL,2014,45,14,,34,,305,,1543,,1783,,3,,4,,20,,154,,148,,2,,6,,29,,293,,185,,,
MOUNTAIN,2014,45,16,,30,,81,,1367,,1726,,,-,2,,7,,73,,100,,2,,3,,11,,124,,170,,,
PACIFIC,2014,45,1,,3,,8,,140,,156,,,-,0,,3,,15,,17,,4,,6,,15,,281,,229,,,
AMER. SAMOA,2014,45,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2014,45,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
LOUISIANA,2014,45,,-,6,,23,,293,,295,,,-,0,,3,,22,,22,,,-,1,,4,,47,,26,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
HAWAII,2014,45,,-,2,,6,,71,,63,,,-,0,,2,,8,,4,,,-,0,,1,,5,,6,,"HAWAII
(21.304853205000427, -157.85774691599974)",
OKLAHOMA,2014,45,,-,0,,0,,,-,,-,,-,0,,2,,24,,17,,,-,0,,10,,25,,12,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
NEW HAMPSHIRE,2014,45,,-,1,,6,,62,,80,,,-,0,,1,,4,,4,,,-,0,,2,,10,,25,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
NEW MEXICO,2014,45,3,,5,,16,,257,,281,,,-,0,,3,,13,,11,,,-,0,,1,,3,,10,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
KANSAS,2014,45,,-,2,,9,,108,,128,,,N,0,,0,,,N,,N,,-,0,,1,,11,,16,,"KANSAS
(38.3477418760005, -98.20077655499966)",
DELAWARE,2014,45,1,,1,,5,,32,,25,,,-,0,,1,,1,,,-,,-,0,,2,,15,,14,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
NEW YORK,2014,45,12,,15,,76,,650,,821,,1,,1,,6,,36,,40,,4,,6,,22,,355,,408,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
IDAHO,2014,45,,N,0,,0,,,N,,N,,-,0,,1,,5,,4,,1,,0,,2,,10,,10,,"IDAHO
(43.68263160000049, -114.3637261449997)",
MISSOURI,2014,45,,N,0,,0,,,N,,N,,-,0,,3,,21,,29,,,-,1,,11,,75,,67,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
IOWA,2014,45,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,27,,9,,"IOWA
(42.469401477000474, -93.81648936699969)",
OREGON,2014,45,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,1,,0,,3,,24,,16,,"OREGON
(44.56745218600048, -120.15502977999972)",
ILLINOIS,2014,45,,N,0,,0,,,N,,N,,-,0,,3,,29,,37,,,-,4,,16,,218,,276,,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
PENNSYLVANIA,2014,45,,N,,-,,-,,N,,N,,N,0,,0,,,N,,N,4,,5,,14,,259,,399,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
NEVADA,2014,45,,-,3,,7,,109,,113,,,-,0,,2,,6,,4,,,-,0,,3,,19,,17,,"NEVADA
(39.493242807000456, -117.07183978499972)",
GUAM,2014,45,,-,0,,0,,,-,18,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.480998894000436, 144.73149801400064)",
SOUTH CAROLINA,2014,45,2,,6,,27,,338,,369,,,-,0,,2,,22,,19,,,-,0,,3,,37,,20,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
CONNECTICUT,2014,45,,-,4,,10,,166,,281,,,-,0,,1,,7,,13,,,-,1,,3,,36,,58,,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
WISCONSIN,2014,45,,-,7,,16,,323,,353,,,-,0,,3,,14,,18,,,-,0,,7,,33,,141,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
RHODE ISLAND,2014,45,,-,1,,10,,51,,56,,,-,0,,1,,1,,,-,,-,0,,10,,18,,35,,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
NEW JERSEY,2014,45,,-,0,,19,,38,,509,,,-,0,,2,,2,,33,,,-,2,,6,,93,,228,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
ARKANSAS,2014,45,1,,4,,30,,179,,186,,1,,0,,2,,14,,8,,,-,0,,5,,31,,23,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
WEST VIRGINIA,2014,45,,-,4,,16,,187,,279,,,-,0,,1,,10,,15,,,-,0,,4,,33,,24,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
COLORADO,2014,45,6,,8,,24,,312,,447,,,-,0,,2,,14,,25,,1,,0,,7,,22,,41,,"COLORADO
(38.84384201300048, -106.13360888799969)",
FLORIDA,2014,45,1,,14,,45,,705,,943,,,-,1,,5,,71,,76,,7,,6,,15,,253,,208,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
CALIFORNIA,2014,45,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,1,,5,,11,,223,,182,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
WYOMING,2014,45,,-,0,,3,,15,,18,,,-,0,,1,,2,,1,,,-,0,,1,,1,,,-,"WYOMING
(43.235543013000495, -108.10982744299969)",
MARYLAND,2014,45,4,,7,,21,,342,,405,,,-,0,,4,,23,,23,,4,,2,,10,,127,,155,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
ARIZONA,2014,45,6,,13,,40,,608,,678,,,-,1,,6,,30,,33,,,-,1,,4,,49,,62,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
NORTH DAKOTA,2014,45,,-,1,,4,,46,,91,,,-,0,,1,,2,,9,,,-,0,,1,,4,,3,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
MAINE,2014,45,1,,2,,8,,108,,100,,,-,0,,1,,5,,5,,,-,0,,4,,16,,16,,"MAINE
(45.2542257390005, -68.98502952999962)",
KENTUCKY,2014,45,,-,3,,10,,153,,224,,,-,0,,2,,9,,12,,,-,1,,8,,78,,43,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
MISSISSIPPI,2014,45,,-,3,,13,,183,,193,,,-,0,,2,,19,,17,,,-,0,,2,,25,,17,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
NEW YORK CITY,2014,45,2,,12,,25,,497,,576,,,-,1,,4,,23,,29,,1,,3,,15,,170,,287,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
SOUTH DAKOTA,2014,45,,-,2,,5,,77,,85,,,N,0,,0,,,N,,N,,-,0,,2,,6,,6,,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
OHIO,2014,45,12,,18,,38,,744,,992,,1,,1,,4,,34,,34,,17,,6,,22,,344,,469,,"OHIO
(40.06021184000048, -82.40425685299965)",
PUERTO RICO,2014,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,3,,13,,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
VIRGINIA,2014,45,1,,0,,3,,16,,,-,1,,0,,3,,16,,31,,,-,1,,7,,98,,113,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
INDIANA,2014,45,,-,9,,33,,395,,591,,,-,0,,4,,21,,28,,7,,2,,13,,128,,80,,"INDIANA
(39.76691072200049, -86.14995579899966)",
UTAH,2014,45,,-,0,,11,,33,,162,,,-,0,,2,,3,,21,,,-,0,,3,,17,,21,,"UTAH
(39.36070082200047, -111.5871285339997)",
NEBRASKA,2014,45,4,,3,,8,,123,,131,,1,,0,,2,,11,,11,,,-,0,,2,,21,,16,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
TENNESSEE,2014,45,4,,15,,28,,595,,642,,,-,1,,4,,38,,36,,1,,2,,12,,130,,74,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
TEXAS,2014,45,13,,24,,263,,1071,,1302,,2,,2,,18,,94,,101,,2,,4,,24,,190,,124,,"TEXAS
(31.827240712000446, -99.4267664729997)",
WASHINGTON,2014,45,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,2,,0,,6,,27,,24,,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
MONTANA,2014,45,1,,1,,4,,33,,27,,,-,0,,0,,,-,1,,,-,0,,1,,3,,9,,"MONTANA
(47.06652759400049, -109.42441687999968)",
ALASKA,2014,45,1,,1,,5,,69,,93,,,-,0,,2,,7,,13,,,-,0,,1,,2,,1,,"ALASKA
(64.84507631500048, -147.72205669099972)",
VERMONT,2014,45,,-,1,,4,,44,,51,,,-,0,,1,,1,,,-,,-,0,,2,,6,,14,,"VERMONT
(43.62538000100045, -72.51763944499965)",
MICHIGAN,2014,45,3,,11,,19,,445,,650,,,-,0,,4,,20,,38,,,-,3,,13,,133,,252,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
GEORGIA,2014,45,4,,17,,61,,695,,891,,,-,1,,5,,50,,74,,,-,1,,9,,63,,61,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
NORTH CAROLINA,2014,45,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,1,,2,,18,,154,,77,,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
MASSACHUSETTS,2014,45,,-,0,,2,,24,,20,,,-,0,,2,,19,,17,,,-,2,,8,,113,,170,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
MINNESOTA,2014,45,,-,4,,18,,159,,456,,,-,0,,3,,8,,35,,,-,1,,7,,46,,44,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
ALABAMA,2014,45,,-,3,,10,,163,,150,,,-,0,,2,,12,,16,,,-,1,,5,,54,,38,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
UNITED STATES,2014,46,124,,280,,752,,10763,,14128,,13,,18,,56,,792,,989,,56,,77,,177,,3979,,4517,,,
NEW ENGLAND,2014,46,3,,11,,24,,461,,602,,,-,1,,3,,38,,39,,4,,4,,14,,204,,322,,,
MID. ATLANTIC,2014,46,23,,28,,115,,1209,,1943,,3,,2,,10,,65,,105,,13,,17,,49,,895,,1333,,,
E.N. CENTRAL,2014,46,33,,52,,84,,1976,,2640,,4,,3,,9,,122,,158,,26,,16,,44,,892,,1240,,,
W.N. CENTRAL,2014,46,1,,13,,37,,516,,915,,,-,1,,4,,42,,88,,,-,3,,20,,190,,165,,,
S. ATLANTIC,2014,46,16,,57,,135,,2389,,3062,,2,,5,,10,,198,,244,,5,,15,,33,,792,,692,,,
DIST. OF COL.,2014,46,,-,1,,6,,52,,79,,,-,0,,1,,2,,2,,,-,0,,1,,,-,12,,"DIST. OF COL.
",
E.S. CENTRAL,2014,46,5,,26,,51,,1110,,1233,,1,,1,,6,,80,,86,,,-,5,,19,,292,,172,,,
W.S. CENTRAL,2014,46,24,,34,,305,,1572,,1815,,2,,3,,20,,156,,152,,5,,6,,29,,301,,189,,,
