Reporting Area,MMWR Year,MMWR Week,"Hepatitis (viral, acute), type A, Current week","Hepatitis (viral, acute), type A, Current week, flag ","Hepatitis (viral, acute), type A, Previous 52 weeks Med","Hepatitis (viral, acute), type A, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type A, Previous 52 weeks Max","Hepatitis (viral, acute), type A, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type A, Cum 2016","Hepatitis (viral, acute), type A, Cum 2016, flag","Hepatitis (viral, acute), type A, Cum 2015","Hepatitis (viral, acute), type A, Cum 2015, flag","Hepatitis (viral, acute), type B, Current week","Hepatitis (viral, acute), type B, Current week, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Med","Hepatitis (viral, acute), type B, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Max","Hepatitis (viral, acute), type B, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type B, Cum 2016","Hepatitis (viral, acute), type B, Cum 2016, flag","Hepatitis (viral, acute), type B, Cum 2015","Hepatitis (viral, acute), type B, Cum 2015, flag","Hepatitis (viral, acute), type C, Current week","Hepatitis (viral, acute), type C, Current week, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Med","Hepatitis (viral, acute), type C, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Max","Hepatitis (viral, acute), type C, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type C, Cum 2016","Hepatitis (viral, acute), type C, Cum 2016, flag","Hepatitis (viral, acute), type C, Cum 2015","Hepatitis (viral, acute), type C, Cum 2015, flag",Location 1,Location 2
VIRGIN ISL.,2016,35,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEW YORK,2016,35,3,,1,,6,,36,,26,,1,,1,,4,,26,,23,,6,,3,,8,,113,,67,,"NEW YORK
(42.826892, -75.544286)",
KENTUCKY,2016,35,,-,0,,2,,4,,12,,,-,2,,9,,52,,107,,,-,1,,5,,32,,79,,"KENTUCKY
(37.64591, -84.774043)",
WISCONSIN,2016,35,,-,0,,1,,1,,8,,,-,0,,1,,6,,4,,,-,1,,3,,26,,49,,"WISCONSIN
(44.395526, -89.834513)",
OKLAHOMA,2016,35,,-,0,,3,,5,,6,,,-,0,,10,,5,,17,,1,,0,,25,,15,,5,,"OKLAHOMA
(35.468494, -97.521264)",
WYOMING,2016,35,,-,0,,0,,,-,3,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"WYOMING
(43.23558, -108.110518)",
UTAH,2016,35,,-,0,,1,,7,,6,,,-,0,,1,,1,,8,,,-,1,,4,,26,,17,,"UTAH
(39.359772, -111.584173)",
IDAHO,2016,35,,-,0,,1,,3,,7,,,-,0,,1,,6,,7,,,-,0,,1,,3,,2,,"IDAHO
(43.680635, -114.364237)",
ALASKA,2016,35,,-,0,,1,,1,,4,,,-,0,,1,,3,,1,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
MISSOURI,2016,35,,-,0,,2,,,-,6,,,-,0,,3,,,-,27,,,-,0,,1,,,-,5,,"MISSOURI
(38.636168, -92.566292)",
MARYLAND,2016,35,3,,0,,3,,19,,12,,,-,0,,4,,19,,28,,,-,1,,4,,26,,25,,"MARYLAND
(39.290443, -76.612333)",
LOUISIANA,2016,35,,-,0,,1,,9,,3,,,-,1,,7,,27,,58,,,-,0,,2,,5,,20,,"LOUISIANA
(31.2931, -92.463284)",
MAINE,2016,35,,-,0,,1,,4,,4,,,-,1,,3,,28,,1,,,-,0,,2,,13,,21,,"MAINE
(45.252223, -68.986647)",
SOUTH DAKOTA,2016,35,,-,0,,1,,,-,2,,,-,0,,1,,2,,2,,,-,0,,2,,10,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NORTH CAROLINA,2016,35,,-,1,,4,,32,,31,,,-,2,,9,,55,,120,,,-,2,,7,,49,,100,,"NORTH CAROLINA
(35.47995, -79.180571)",
MASSACHUSETTS,2016,35,1,,1,,4,,36,,25,,,-,0,,3,,14,,19,,1,,4,,9,,122,,177,,"MASSACHUSETTS
(42.268546, -72.085064)",
MICHIGAN,2016,35,,-,1,,3,,30,,31,,,-,1,,4,,34,,35,,1,,2,,5,,72,,57,,"MICHIGAN
(44.66399, -84.711206)",
PENNSYLVANIA,2016,35,2,,1,,4,,35,,31,,,-,1,,4,,30,,36,,1,,2,,8,,87,,95,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW HAMPSHIRE,2016,35,,-,0,,1,,3,,,-,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.657736, -71.500736)",
CONNECTICUT,2016,35,,-,0,,2,,6,,7,,,-,0,,1,,2,,5,,,-,0,,2,,13,,11,,"CONNECTICUT
(41.544654, -72.651713)",
WEST VIRGINIA,2016,35,,-,0,,1,,3,,5,,,-,5,,12,,147,,178,,,-,1,,4,,39,,49,,"WEST VIRGINIA
(38.668501, -80.709421)",
GEORGIA,2016,35,2,,1,,3,,44,,21,,1,,2,,6,,60,,84,,,-,1,,4,,29,,61,,"GEORGIA
(32.836038, -83.631709)",
RHODE ISLAND,2016,35,,-,0,,2,,3,,4,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
CALIFORNIA,2016,35,1,,3,,10,,123,,119,,,-,2,,8,,68,,107,,,-,1,,3,,24,,37,,"CALIFORNIA
(37.640735, -121.002435)",
WASHINGTON,2016,35,1,,0,,26,,13,,,-,1,,0,,34,,25,,,-,1,,0,,63,,39,,,-,"WASHINGTON
(47.517368, -120.467672)",
PUERTO RICO,2016,35,,-,0,,1,,2,,2,,,-,0,,2,,9,,21,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
MINNESOTA,2016,35,,-,0,,1,,1,,18,,,-,0,,2,,4,,12,,,-,0,,3,,11,,20,,"MINNESOTA
(46.357661, -94.793397)",
NEW JERSEY,2016,35,,-,1,,3,,44,,42,,,-,1,,4,,19,,65,,,-,1,,4,,26,,94,,"NEW JERSEY
(40.104655, -74.386686)",
GUAM,2016,35,,-,0,,2,,,-,44,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
SOUTH CAROLINA,2016,35,1,,0,,3,,10,,7,,,-,0,,2,,20,,18,,,-,0,,2,,7,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NORTH DAKOTA,2016,35,,-,0,,1,,2,,3,,,-,0,,1,,1,,,-,,-,0,,1,,1,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
COLORADO,2016,35,,-,0,,2,,11,,21,,,-,0,,4,,,-,16,,2,,0,,3,,7,,28,,"COLORADO
(38.841772, -106.132562)",
VERMONT,2016,35,,-,0,,1,,3,,2,,,-,0,,1,,2,,2,,,-,0,,1,,5,,,-,"VERMONT
(43.622479, -72.51927)",
OHIO,2016,35,1,,0,,3,,20,,25,,1,,6,,12,,200,,288,,1,,3,,10,,108,,82,,"OHIO
(40.056807, -82.405897)",
DELAWARE,2016,35,,-,0,,1,,1,,2,,,-,0,,1,,1,,8,,,U,0,,0,,,U,,U,"DELAWARE
(39.008676, -75.574561)",
HAWAII,2016,35,,-,0,,32,,187,,5,,,-,0,,1,,1,,9,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NEW MEXICO,2016,35,,-,0,,1,,1,,6,,,-,0,,0,,,-,2,,,-,0,,4,,7,,18,,"NEW MEXICO
(34.520396, -106.244402)",
ALABAMA,2016,35,,-,0,,2,,13,,15,,,-,1,,5,,40,,74,,,-,1,,4,,24,,52,,"ALABAMA
(32.839182, -86.631125)",
ILLINOIS,2016,35,,-,1,,5,,34,,42,,,-,0,,2,,22,,46,,,-,0,,3,,18,,18,,"ILLINOIS
(40.477092, -88.993221)",
MISSISSIPPI,2016,35,,-,0,,1,,2,,,-,,-,0,,3,,14,,34,,,U,0,,0,,,U,,U,"MISSISSIPPI
(32.738663, -89.537312)",
ARIZONA,2016,35,,-,1,,4,,22,,31,,,-,0,,3,,8,,12,,,U,0,,0,,,U,,U,"ARIZONA
(34.869712, -111.760902)",
NEBRASKA,2016,35,1,,0,,2,,13,,5,,,-,0,,2,,5,,,-,,-,0,,1,,3,,4,,"NEBRASKA
(41.640503, -99.367122)",
OREGON,2016,35,,-,0,,3,,8,,19,,,-,0,,2,,9,,14,,,-,0,,1,,9,,7,,"OREGON
(44.567912, -120.156945)",
NEVADA,2016,35,,-,0,,1,,2,,8,,,-,0,,2,,1,,17,,,-,0,,1,,1,,9,,"NEVADA
(39.491833, -117.070159)",
TEXAS,2016,35,4,,3,,11,,88,,94,,2,,3,,12,,71,,92,,2,,0,,4,,26,,28,,"TEXAS
(31.827233, -99.423022)",
FLORIDA,2016,35,1,,2,,7,,77,,70,,11,,10,,17,,331,,282,,1,,4,,11,,163,,69,,"FLORIDA
(28.915325, -81.922409)",
VIRGINIA,2016,35,29,,2,,24,,120,,23,,,-,1,,11,,31,,40,,1,,1,,4,,28,,32,,"VIRGINIA
(37.542699, -78.45822)",
ARKANSAS,2016,35,,-,0,,3,,9,,6,,,-,1,,4,,32,,19,,,-,0,,1,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
KANSAS,2016,35,,-,0,,1,,3,,4,,,-,0,,2,,12,,7,,,-,0,,2,,7,,16,,"KANSAS
(38.345528, -98.201847)",
IOWA,2016,35,,-,0,,2,,8,,10,,,-,0,,2,,7,,13,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
MONTANA,2016,35,1,,0,,1,,2,,1,,,-,0,,1,,1,,2,,,-,0,,2,,13,,10,,"MONTANA
(47.062617, -109.430168)",
INDIANA,2016,35,,-,0,,3,,11,,11,,,-,1,,5,,51,,101,,,-,2,,7,,59,,86,,"INDIANA
(39.76845, -86.156212)",
TENNESSEE,2016,35,,-,0,,2,,3,,10,,2,,4,,8,,125,,164,,,-,3,,8,,83,,118,,"TENNESSEE
(35.681402, -85.774444)",
UNITED STATES,2016,36,35,,27,,76,,1215,,937,,16,,52,,128,,1700,,2302,,12,,44,,140,,1395,,1621,,,
NEW ENGLAND,2016,36,,-,1,,3,,54,,42,,,-,1,,4,,47,,27,,,-,4,,11,,153,,214,,,
MID. ATLANTIC,2016,36,2,,4,,11,,147,,159,,2,,4,,8,,120,,162,,1,,7,,13,,232,,269,,,
NEW YORK CITY,2016,36,1,,1,,3,,31,,58,,2,,1,,3,,46,,34,,,-,0,,1,,4,,6,,"NEW YORK CITY
",
E.N. CENTRAL,2016,36,1,,3,,8,,101,,120,,6,,9,,17,,322,,481,,2,,8,,18,,302,,302,,,
W.N. CENTRAL,2016,36,1,,1,,3,,31,,49,,,-,1,,5,,34,,61,,,-,1,,4,,36,,46,,,
S. ATLANTIC,2016,36,19,,7,,48,,339,,176,,7,,20,,34,,678,,778,,3,,10,,20,,350,,352,,,
DIST. OF COL.,2016,36,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"DIST. OF COL.
",
E.S. CENTRAL,2016,36,,-,1,,4,,22,,40,,1,,8,,21,,237,,393,,2,,5,,10,,143,,252,,,
W.S. CENTRAL,2016,36,2,,3,,13,,113,,111,,,-,5,,25,,137,,192,,,-,1,,27,,46,,55,,,
MOUNTAIN,2016,36,,-,1,,6,,48,,87,,,-,1,,8,,17,,72,,,-,2,,9,,59,,87,,,
PACIFIC,2016,36,10,,5,,35,,360,,153,,,-,4,,37,,108,,136,,4,,2,,64,,74,,44,,,
AMER. SAMOA,2016,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,36,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
VERMONT,2016,36,,-,0,,1,,3,,2,,,-,0,,1,,2,,2,,,-,0,,1,,5,,,-,"VERMONT
(43.622479, -72.51927)",
ARIZONA,2016,36,,-,1,,4,,22,,32,,,-,0,,3,,8,,14,,,U,0,,0,,,U,,U,"ARIZONA
(34.869712, -111.760902)",
VIRGINIA,2016,36,15,,2,,38,,145,,23,,,-,1,,11,,31,,41,,1,,1,,4,,29,,33,,"VIRGINIA
(37.542699, -78.45822)",
ALABAMA,2016,36,,-,0,,2,,13,,17,,,-,1,,5,,40,,75,,,-,1,,4,,24,,52,,"ALABAMA
(32.839182, -86.631125)",
WYOMING,2016,36,,-,0,,0,,,-,3,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"WYOMING
(43.23558, -108.110518)",
PUERTO RICO,2016,36,,-,0,,1,,2,,2,,,-,0,,2,,9,,21,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
WEST VIRGINIA,2016,36,,-,0,,1,,3,,5,,,-,4,,12,,147,,182,,,-,1,,4,,40,,49,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEVADA,2016,36,,-,0,,1,,2,,8,,,-,0,,2,,1,,19,,,-,0,,1,,1,,9,,"NEVADA
(39.491833, -117.070159)",
NEBRASKA,2016,36,1,,0,,3,,17,,5,,,-,0,,2,,5,,,-,,-,0,,1,,3,,4,,"NEBRASKA
(41.640503, -99.367122)",
IOWA,2016,36,,-,0,,2,,8,,10,,,-,0,,2,,7,,13,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
OKLAHOMA,2016,36,,-,0,,3,,5,,6,,,-,0,,10,,5,,17,,,-,0,,25,,15,,6,,"OKLAHOMA
(35.468494, -97.521264)",
PENNSYLVANIA,2016,36,,-,1,,4,,35,,32,,,-,1,,4,,29,,38,,1,,2,,8,,89,,97,,"PENNSYLVANIA
(40.789676, -77.858055)",
MISSISSIPPI,2016,36,,-,0,,1,,2,,1,,,-,0,,3,,14,,36,,,U,0,,0,,,U,,U,"MISSISSIPPI
(32.738663, -89.537312)",
GUAM,2016,36,,-,0,,2,,,-,46,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
KANSAS,2016,36,,-,0,,1,,3,,5,,,-,0,,2,,12,,7,,,-,0,,2,,7,,16,,"KANSAS
(38.345528, -98.201847)",
RHODE ISLAND,2016,36,,-,0,,2,,3,,4,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
WASHINGTON,2016,36,1,,0,,26,,14,,,-,,-,0,,34,,25,,,-,4,,0,,63,,41,,,-,"WASHINGTON
(47.517368, -120.467672)",
GEORGIA,2016,36,,-,1,,3,,46,,22,,,-,2,,6,,60,,85,,1,,1,,4,,30,,62,,"GEORGIA
(32.836038, -83.631709)",
MICHIGAN,2016,36,,-,1,,3,,33,,34,,,-,1,,4,,34,,35,,,-,2,,5,,75,,58,,"MICHIGAN
(44.66399, -84.711206)",
DELAWARE,2016,36,,-,0,,1,,1,,2,,,-,0,,1,,1,,8,,,U,0,,0,,,U,,U,"DELAWARE
(39.008676, -75.574561)",
MARYLAND,2016,36,,-,0,,5,,21,,14,,,-,0,,2,,19,,28,,,-,1,,4,,26,,25,,"MARYLAND
(39.290443, -76.612333)",
ARKANSAS,2016,36,,-,0,,3,,9,,6,,,-,1,,5,,34,,19,,,-,0,,1,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
ILLINOIS,2016,36,,-,1,,5,,34,,42,,,-,0,,2,,22,,47,,,-,0,,3,,18,,20,,"ILLINOIS
(40.477092, -88.993221)",
NEW HAMPSHIRE,2016,36,,-,0,,1,,3,,,-,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.657736, -71.500736)",
FLORIDA,2016,36,4,,2,,7,,81,,72,,7,,10,,17,,340,,292,,1,,4,,11,,166,,74,,"FLORIDA
(28.915325, -81.922409)",
MISSOURI,2016,36,,-,0,,2,,,-,6,,,-,0,,3,,,-,27,,,-,0,,1,,,-,5,,"MISSOURI
(38.636168, -92.566292)",
TEXAS,2016,36,2,,3,,11,,90,,96,,,-,2,,12,,71,,96,,,-,1,,4,,26,,28,,"TEXAS
(31.827233, -99.423022)",
KENTUCKY,2016,36,,-,0,,2,,4,,12,,,-,1,,9,,53,,112,,2,,1,,5,,35,,80,,"KENTUCKY
(37.64591, -84.774043)",
IDAHO,2016,36,,-,0,,1,,3,,8,,,-,0,,1,,6,,7,,,-,0,,1,,3,,2,,"IDAHO
(43.680635, -114.364237)",
NEW JERSEY,2016,36,,-,1,,3,,44,,43,,,-,1,,4,,19,,65,,,-,1,,4,,26,,97,,"NEW JERSEY
(40.104655, -74.386686)",
NORTH DAKOTA,2016,36,,-,0,,1,,2,,3,,,-,0,,1,,1,,,-,,-,0,,1,,1,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW MEXICO,2016,36,,-,0,,1,,1,,6,,,-,0,,0,,,-,2,,,-,0,,4,,7,,20,,"NEW MEXICO
(34.520396, -106.244402)",
HAWAII,2016,36,9,,0,,32,,208,,5,,,-,0,,1,,1,,9,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
CALIFORNIA,2016,36,,-,3,,10,,129,,125,,,-,2,,8,,70,,111,,,-,1,,3,,24,,37,,"CALIFORNIA
(37.640735, -121.002435)",
NEW YORK,2016,36,1,,1,,6,,37,,26,,,-,1,,2,,26,,25,,,-,3,,8,,113,,69,,"NEW YORK
(42.826892, -75.544286)",
OREGON,2016,36,,-,0,,3,,8,,19,,,-,0,,2,,9,,15,,,-,0,,1,,9,,7,,"OREGON
(44.567912, -120.156945)",
COLORADO,2016,36,,-,0,,2,,11,,22,,,-,0,,4,,,-,19,,,-,0,,3,,7,,29,,"COLORADO
(38.841772, -106.132562)",
NORTH CAROLINA,2016,36,,-,1,,4,,32,,31,,,-,2,,9,,60,,124,,,-,2,,7,,52,,107,,"NORTH CAROLINA
(35.47995, -79.180571)",
LOUISIANA,2016,36,,-,0,,1,,9,,3,,,-,1,,7,,27,,60,,,-,0,,2,,5,,20,,"LOUISIANA
(31.2931, -92.463284)",
CONNECTICUT,2016,36,,-,0,,2,,6,,7,,,-,0,,1,,2,,5,,,-,0,,2,,13,,11,,"CONNECTICUT
(41.544654, -72.651713)",
WISCONSIN,2016,36,,-,0,,1,,2,,8,,,-,0,,1,,6,,4,,,-,1,,3,,26,,50,,"WISCONSIN
(44.395526, -89.834513)",
SOUTH DAKOTA,2016,36,,-,0,,0,,,-,2,,,-,0,,1,,2,,2,,,-,0,,2,,14,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MASSACHUSETTS,2016,36,,-,1,,3,,35,,25,,,-,0,,3,,14,,19,,,-,4,,9,,122,,181,,"MASSACHUSETTS
(42.268546, -72.085064)",
ALASKA,2016,36,,-,0,,1,,1,,4,,,-,0,,1,,3,,1,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
UTAH,2016,36,,-,0,,1,,7,,7,,,-,0,,1,,1,,9,,,-,1,,4,,28,,17,,"UTAH
(39.359772, -111.584173)",
TENNESSEE,2016,36,,-,0,,2,,3,,10,,1,,4,,8,,130,,170,,,-,3,,8,,84,,120,,"TENNESSEE
(35.681402, -85.774444)",
INDIANA,2016,36,,-,0,,3,,11,,11,,,-,1,,5,,54,,102,,,-,2,,7,,71,,88,,"INDIANA
(39.76845, -86.156212)",
MONTANA,2016,36,,-,0,,1,,2,,1,,,-,0,,1,,1,,2,,,-,0,,2,,13,,10,,"MONTANA
(47.062617, -109.430168)",
OHIO,2016,36,1,,0,,3,,21,,25,,6,,6,,12,,206,,293,,2,,3,,10,,112,,86,,"OHIO
(40.056807, -82.405897)",
SOUTH CAROLINA,2016,36,,-,0,,3,,10,,7,,,-,0,,2,,20,,18,,,-,0,,2,,7,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MINNESOTA,2016,36,,-,0,,1,,1,,18,,,-,0,,2,,7,,12,,,-,0,,3,,11,,21,,"MINNESOTA
(46.357661, -94.793397)",
MAINE,2016,36,,-,0,,1,,4,,4,,,-,1,,3,,29,,1,,,-,0,,2,,13,,22,,"MAINE
(45.252223, -68.986647)",
UNITED STATES,2016,37,23,,27,,81,,1266,,960,,20,,51,,128,,1758,,2345,,7,,43,,140,,1447,,1665,,,
NEW ENGLAND,2016,37,3,,1,,3,,60,,45,,1,,1,,4,,52,,28,,,-,5,,12,,166,,219,,,
MID. ATLANTIC,2016,37,3,,4,,11,,150,,163,,2,,4,,8,,126,,164,,2,,7,,13,,238,,277,,,
NEW YORK CITY,2016,37,,-,1,,3,,31,,61,,2,,1,,3,,48,,35,,,-,0,,1,,4,,7,,"NEW YORK CITY
",
E.N. CENTRAL,2016,37,3,,3,,8,,106,,123,,1,,9,,17,,332,,490,,4,,8,,19,,321,,315,,,
W.N. CENTRAL,2016,37,,-,1,,3,,32,,50,,1,,1,,5,,35,,61,,,-,1,,4,,36,,48,,,
S. ATLANTIC,2016,37,11,,7,,51,,364,,182,,10,,19,,34,,695,,795,,1,,10,,20,,359,,360,,,
DIST. OF COL.,2016,37,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"DIST. OF COL.
",
IDAHO,2016,37,1,,0,,1,,6,,8,,,-,0,,1,,6,,7,,,-,0,,1,,3,,2,,"IDAHO
(43.680635, -114.364237)",
E.S. CENTRAL,2016,37,,-,0,,4,,22,,40,,3,,8,,21,,249,,403,,,-,5,,10,,146,,254,,,
W.S. CENTRAL,2016,37,,-,3,,13,,113,,113,,1,,4,,25,,138,,194,,,-,1,,27,,47,,57,,,
MOUNTAIN,2016,37,3,,1,,6,,53,,90,,,-,1,,6,,19,,74,,,-,2,,9,,59,,88,,,
PACIFIC,2016,37,,-,5,,35,,366,,154,,1,,4,,37,,112,,136,,,-,2,,64,,75,,47,,,
AMER. SAMOA,2016,37,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,37,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,37,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
IOWA,2016,37,,-,0,,2,,9,,10,,,-,0,,2,,7,,13,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
WASHINGTON,2016,37,,-,0,,26,,14,,,-,,-,0,,34,,25,,,-,,-,0,,63,,41,,,-,"WASHINGTON
(47.517368, -120.467672)",
RHODE ISLAND,2016,37,,-,0,,2,,3,,4,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
MONTANA,2016,37,1,,0,,1,,3,,1,,,-,0,,1,,1,,2,,,-,0,,2,,13,,10,,"MONTANA
(47.062617, -109.430168)",
MAINE,2016,37,,-,0,,1,,4,,5,,,-,1,,3,,30,,1,,,-,0,,2,,13,,22,,"MAINE
(45.252223, -68.986647)",
KANSAS,2016,37,,-,0,,1,,3,,6,,,-,0,,2,,12,,7,,,-,0,,2,,7,,17,,"KANSAS
(38.345528, -98.201847)",
MASSACHUSETTS,2016,37,2,,1,,3,,40,,26,,1,,0,,3,,18,,20,,,-,4,,10,,135,,186,,"MASSACHUSETTS
(42.268546, -72.085064)",
OKLAHOMA,2016,37,,-,0,,3,,5,,6,,,-,0,,10,,5,,17,,,-,0,,25,,16,,6,,"OKLAHOMA
(35.468494, -97.521264)",
NEW HAMPSHIRE,2016,37,,-,0,,1,,3,,,-,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.657736, -71.500736)",
CONNECTICUT,2016,37,,-,0,,2,,6,,8,,,-,0,,1,,2,,5,,,-,0,,2,,13,,11,,"CONNECTICUT
(41.544654, -72.651713)",
PENNSYLVANIA,2016,37,1,,1,,4,,36,,32,,,-,1,,4,,30,,39,,,-,2,,8,,91,,100,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW JERSEY,2016,37,,-,1,,3,,44,,44,,,-,1,,4,,20,,65,,,-,1,,4,,27,,99,,"NEW JERSEY
(40.104655, -74.386686)",
DELAWARE,2016,37,,-,0,,1,,1,,2,,,-,0,,1,,1,,8,,,U,0,,0,,,U,,U,"DELAWARE
(39.008676, -75.574561)",
NEW YORK,2016,37,2,,1,,6,,39,,26,,,-,1,,2,,28,,25,,2,,3,,8,,116,,71,,"NEW YORK
(42.826892, -75.544286)",
GUAM,2016,37,,-,0,,2,,,-,46,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
OHIO,2016,37,,-,0,,3,,21,,26,,1,,6,,12,,208,,298,,4,,2,,10,,116,,92,,"OHIO
(40.056807, -82.405897)",
PUERTO RICO,2016,37,,-,0,,1,,2,,2,,,-,0,,2,,9,,21,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
NEBRASKA,2016,37,,-,0,,3,,17,,5,,,-,0,,2,,5,,,-,,-,0,,1,,3,,4,,"NEBRASKA
(41.640503, -99.367122)",
NEW MEXICO,2016,37,,-,0,,1,,1,,6,,,-,0,,0,,,-,2,,,-,0,,4,,7,,21,,"NEW MEXICO
(34.520396, -106.244402)",
NORTH DAKOTA,2016,37,,-,0,,1,,2,,3,,,-,0,,1,,1,,,-,,-,0,,1,,1,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
ILLINOIS,2016,37,,-,1,,5,,35,,42,,,-,0,,2,,25,,47,,,-,1,,3,,24,,21,,"ILLINOIS
(40.477092, -88.993221)",
TENNESSEE,2016,37,,-,0,,2,,3,,10,,3,,5,,8,,139,,176,,,-,3,,8,,84,,121,,"TENNESSEE
(35.681402, -85.774444)",
MISSOURI,2016,37,,-,0,,2,,,-,6,,,-,0,,3,,,-,27,,,-,0,,1,,,-,5,,"MISSOURI
(38.636168, -92.566292)",
WISCONSIN,2016,37,,-,0,,1,,2,,8,,,-,0,,1,,6,,4,,,-,1,,3,,29,,52,,"WISCONSIN
(44.395526, -89.834513)",
NORTH CAROLINA,2016,37,,-,1,,4,,32,,32,,,-,2,,9,,60,,125,,,-,2,,6,,52,,109,,"NORTH CAROLINA
(35.47995, -79.180571)",
MINNESOTA,2016,37,,-,0,,1,,1,,18,,1,,0,,2,,8,,12,,,-,0,,3,,11,,22,,"MINNESOTA
(46.357661, -94.793397)",
MICHIGAN,2016,37,3,,1,,4,,37,,36,,,-,1,,4,,35,,36,,,-,2,,5,,77,,59,,"MICHIGAN
(44.66399, -84.711206)",
MARYLAND,2016,37,3,,0,,5,,24,,14,,,-,0,,2,,19,,29,,,-,1,,4,,25,,25,,"MARYLAND
(39.290443, -76.612333)",
COLORADO,2016,37,,-,0,,2,,11,,22,,,-,0,,4,,,-,20,,,-,0,,3,,7,,29,,"COLORADO
(38.841772, -106.132562)",
KENTUCKY,2016,37,,-,0,,2,,4,,12,,,-,1,,9,,53,,115,,,-,1,,5,,36,,81,,"KENTUCKY
(37.64591, -84.774043)",
GEORGIA,2016,37,,-,1,,3,,46,,22,,,-,2,,6,,60,,91,,,-,1,,4,,32,,63,,"GEORGIA
(32.836038, -83.631709)",
UTAH,2016,37,,-,0,,1,,7,,7,,,-,0,,1,,1,,9,,,-,1,,4,,28,,17,,"UTAH
(39.359772, -111.584173)",
NEVADA,2016,37,,-,0,,1,,2,,8,,,-,0,,2,,1,,19,,,-,0,,1,,1,,9,,"NEVADA
(39.491833, -117.070159)",
