 Reporting Area,MMWR Year,MMWR Week,"Giardiasis, Current week","Giardiasis, Current week, flag","Giardiasis, Previous 52 weeks Med","Giardiasis, Previous 52 weeks Max","Giardiasis, Previous 52 weeks Med, flag","Giardiasis, Previous 52 weeks Max, flag","Giardiasis, Cum 2015","Giardiasis, Cum 2015, flag","Giardiasis, Cum 2014","Giardiasis, Cum 2014, flag","Gonorrhea,Current week","Gonorrhea,Current week, flag","Gonorrhea,Previous 52 weeks Med","Gonorrhea,Previous 52 weeks Med, flag","Gonorrhea, Previous 52 weeks Max","Gonorrhea, Previous 52 weeks Max, flag","Gonorrhea, Cum 2015","Gonorrhea, Cum 2015, flag","Gonorrhea, Cum 2014","Gonorrhea, Cum 2014, flag","Haemophilus influenzae, invasive§, All ages, all serotypes,Current week","Haemophilus influenzae, invasive§, All ages, all serotypes,Current week, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Med","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Med, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Max","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Max, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2015","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2015, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2014","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2014, flag",Location 1,Location 2
RHODE ISLAND,2015,42,,-,0,,7,,17,,38,,12,,11,,29,,418,,436,,,-,0,,3,,14,,10,,"RHODE ISLAND
(41.707447, -71.522488)",
FLORIDA,2015,42,33,,20,,34,,914,,944,,246,,440,,555,,18346,,16586,,3,,3,,58,,212,,219,,"FLORIDA
(28.915325, -81.922409)",
NEW JERSEY,2015,42,,-,4,,16,,127,,304,,54,,129,,156,,5326,,5258,,,-,2,,5,,93,,121,,"NEW JERSEY
(40.104655, -74.386686)",
CONNECTICUT,2015,42,,-,4,,10,,183,,179,,16,,40,,70,,1543,,1831,,,-,1,,3,,32,,52,,"CONNECTICUT
(41.544654, -72.651713)",
SOUTH DAKOTA,2015,42,,-,2,,8,,86,,113,,,-,17,,32,,591,,713,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MISSISSIPPI,2015,42,,N,0,,0,,,N,,N,87,,76,,232,,2428,,4471,,1,,1,,2,,35,,23,,"MISSISSIPPI
(32.738663, -89.537312)",
IOWA,2015,42,,-,1,,8,,67,,173,,5,,39,,64,,1714,,1271,,,-,0,,2,,2,,2,,"IOWA
(42.46942, -93.815856)",
OKLAHOMA,2015,42,,N,0,,0,,,N,,N,22,,91,,132,,3667,,4933,,1,,2,,10,,86,,67,,"OKLAHOMA
(35.468494, -97.521264)",
IDAHO,2015,42,2,,3,,9,,134,,131,,,-,7,,21,,276,,339,,,-,0,,2,,19,,16,,"IDAHO
(43.680635, -114.364237)",
WISCONSIN,2015,42,6,,7,,29,,350,,430,,85,,82,,161,,3756,,3262,,,-,0,,4,,22,,70,,"WISCONSIN
(44.395526, -89.834513)",
VIRGINIA,2015,42,6,,5,,12,,195,,200,,73,,153,,243,,6585,,6537,,1,,2,,9,,79,,65,,"VIRGINIA
(37.542699, -78.45822)",
ARIZONA,2015,42,3,,2,,8,,125,,94,,114,,140,,197,,6189,,6230,,3,,2,,8,,111,,77,,"ARIZONA
(34.869712, -111.760902)",
NEVADA,2015,42,,-,1,,3,,37,,53,,,-,50,,130,,2211,,2624,,,-,0,,2,,22,,16,,"NEVADA
(39.491833, -117.070159)",
DELAWARE,2015,42,,-,0,,3,,24,,17,,27,,33,,66,,1571,,1019,,1,,0,,2,,17,,13,,"DELAWARE
(39.008676, -75.574561)",
CALIFORNIA,2015,42,43,,35,,78,,1517,,1502,,503,,1001,,1145,,42797,,35758,,2,,1,,5,,48,,35,,"CALIFORNIA
(37.640735, -121.002435)",
INDIANA,2015,42,,-,3,,9,,110,,134,,73,,137,,286,,5992,,5825,,,-,2,,5,,77,,76,,"INDIANA
(39.76845, -86.156212)",
NEW HAMPSHIRE,2015,42,1,,2,,6,,81,,78,,5,,5,,8,,170,,173,,,-,0,,2,,13,,17,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
TEXAS,2015,42,,N,0,,0,,,N,,N,794,,735,,1015,,30862,,27949,,,-,0,,2,,8,,8,,"TEXAS
(31.827233, -99.423022)",
MISSOURI,2015,42,,-,0,,10,,25,,182,,137,,168,,215,,7009,,5726,,,-,0,,6,,12,,74,,"MISSOURI
(38.636168, -92.566292)",
NEW MEXICO,2015,42,,-,1,,5,,57,,85,,,-,41,,72,,1706,,1755,,,-,1,,4,,47,,37,,"NEW MEXICO
(34.520396, -106.244402)",
ARKANSAS,2015,42,6,,2,,6,,85,,80,,170,,74,,225,,3522,,3779,,,-,1,,5,,35,,36,,"ARKANSAS
(34.748745, -92.275105)",
PENNSYLVANIA,2015,42,3,,12,,22,,502,,583,,178,,235,,327,,9960,,10157,,3,,4,,10,,156,,142,,"PENNSYLVANIA
(40.789676, -77.858055)",
UTAH,2015,42,,-,3,,13,,152,,199,,12,,25,,42,,1065,,1147,,,-,1,,4,,32,,44,,"UTAH
(39.359772, -111.584173)",
MASSACHUSETTS,2015,42,9,,12,,28,,528,,603,,34,,76,,98,,3003,,2907,,,-,2,,7,,92,,80,,"MASSACHUSETTS
(42.268546, -72.085064)",
MONTANA,2015,42,,-,1,,6,,72,,,-,12,,15,,22,,633,,303,,,-,0,,2,,8,,10,,"MONTANA
(47.062617, -109.430168)",
HAWAII,2015,42,,-,1,,3,,28,,37,,1,,24,,40,,960,,767,,,-,0,,2,,8,,21,,"HAWAII
(21.30992, -157.858158)",
COLORADO,2015,42,,-,6,,20,,251,,288,,76,,79,,172,,3441,,2461,,1,,1,,5,,76,,57,,"COLORADO
(38.841772, -106.132562)",
TENNESSEE,2015,42,,N,0,,0,,,N,,N,60,,146,,242,,6196,,5765,,,-,2,,7,,104,,81,,"TENNESSEE
(35.681402, -85.774444)",
PUERTO RICO,2015,42,,-,0,,3,,15,,27,,,-,9,,39,,436,,357,,,-,0,,1,,1,,3,,"PUERTO RICO
(18.215692, -66.414655)",
NORTH DAKOTA,2015,42,,-,0,,3,,26,,35,,,-,12,,19,,458,,536,,,-,0,,2,,14,,7,,"NORTH DAKOTA
(47.475879, -100.121011)",
LOUISIANA,2015,42,1,,3,,11,,159,,239,,33,,134,,764,,6260,,6705,,,-,1,,5,,50,,42,,"LOUISIANA
(31.2931, -92.463284)",
GUAM,2015,42,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
OREGON,2015,42,5,,6,,15,,266,,282,,64,,54,,79,,2461,,1840,,1,,2,,5,,79,,61,,"OREGON
(44.567912, -120.156945)",
ALASKA,2015,42,1,,1,,5,,75,,77,,11,,13,,35,,505,,1071,,1,,0,,3,,18,,19,,"ALASKA
(64.836661, -147.738891)",
NEW YORK,2015,42,27,,15,,33,,664,,765,,197,,165,,253,,6828,,4884,,,-,3,,17,,147,,107,,"NEW YORK
(42.826892, -75.544286)",
NORTH CAROLINA,2015,42,,N,0,,0,,,N,,N,320,,306,,1026,,14961,,11767,,2,,3,,22,,133,,116,,"NORTH CAROLINA
(35.47995, -79.180571)",
GEORGIA,2015,42,,-,3,,33,,223,,553,,152,,296,,363,,12451,,11014,,2,,3,,14,,151,,99,,"GEORGIA
(32.836038, -83.631709)",
OHIO,2015,42,3,,7,,21,,320,,312,,143,,307,,369,,12582,,13015,,2,,3,,11,,130,,99,,"OHIO
(40.056807, -82.405897)",
ALABAMA,2015,42,2,,3,,10,,146,,142,,,-,132,,250,,5400,,6083,,2,,1,,6,,66,,55,,"ALABAMA
(32.839182, -86.631125)",
KENTUCKY,2015,42,,-,0,,1,,5,,,N,91,,75,,166,,3048,,3212,,,-,0,,4,,20,,30,,"KENTUCKY
(37.64591, -84.774043)",
VERMONT,2015,42,,N,0,,8,,,N,,N,4,,2,,8,,108,,72,,,-,0,,2,,11,,8,,"VERMONT
(43.622479, -72.51927)",
WEST VIRGINIA,2015,42,,-,1,,6,,39,,51,,,-,14,,31,,508,,674,,,-,1,,3,,36,,31,,"WEST VIRGINIA
(38.668501, -80.709421)",
UNITED STATES,2015,43,170,,230,,311,,9813,,11911,,5004,,6956,,7983,,302028,,283627,,44,,68,,130,,3069,,2790,,,
NEW ENGLAND,2015,43,12,,20,,38,,923,,1047,,77,,136,,177,,5661,,5759,,3,,5,,10,,199,,190,,,
MID. ATLANTIC,2015,43,40,,47,,72,,2021,,2427,,461,,851,,1007,,35812,,32101,,12,,11,,31,,482,,471,,,
NEW YORK CITY,2015,43,13,,16,,29,,690,,736,,25,,323,,378,,13087,,11325,,4,,2,,7,,77,,93,,"NEW YORK CITY
",
E.N. CENTRAL,2015,43,14,,24,,53,,1150,,1293,,504,,994,,1209,,41898,,43548,,3,,12,,27,,467,,455,,,
W.N. CENTRAL,2015,43,,-,10,,30,,406,,1265,,206,,389,,441,,16440,,15137,,,-,5,,15,,210,,232,,,
S. ATLANTIC,2015,43,19,,42,,65,,1719,,2227,,1513,,1600,,2227,,69891,,61624,,13,,17,,66,,811,,685,,,
E.S. CENTRAL,2015,43,,-,3,,10,,152,,147,,357,,435,,645,,18154,,20209,,4,,5,,15,,229,,193,,,
W.S. CENTRAL,2015,43,4,,6,,15,,248,,323,,1023,,1051,,1669,,45622,,44551,,6,,4,,16,,185,,155,,,
MOUNTAIN,2015,43,8,,19,,48,,867,,891,,162,,367,,513,,15942,,15325,,3,,7,,15,,326,,263,,,
PACIFIC,2015,43,73,,50,,100,,2327,,2291,,701,,1206,,1397,,52608,,45373,,,-,4,,11,,160,,146,,,
AMER. SAMOA,2015,43,,-,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,43,,-,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,43,,-,0,,0,,,-,,-,,-,1,,6,,39,,71,,,N,0,,0,,,N,,N,"VIRGIN ISL.
",
WEST VIRGINIA,2015,43,,-,1,,6,,40,,54,,,-,13,,31,,508,,700,,1,,1,,3,,37,,33,,"WEST VIRGINIA
(38.668501, -80.709421)",
TENNESSEE,2015,43,,N,0,,0,,,N,,N,99,,153,,242,,6791,,5971,,2,,2,,7,,107,,83,,"TENNESSEE
(35.681402, -85.774444)",
GUAM,2015,43,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
WASHINGTON,2015,43,26,,7,,63,,373,,360,,113,,110,,152,,4609,,4961,,,-,0,,2,,3,,7,,"WASHINGTON
(47.517368, -120.467672)",
COLORADO,2015,43,,-,6,,20,,251,,296,,,-,79,,172,,3441,,2520,,,-,1,,5,,76,,57,,"COLORADO
(38.841772, -106.132562)",
MAINE,2015,43,2,,2,,9,,94,,134,,,-,6,,16,,261,,184,,1,,0,,3,,31,,17,,"MAINE
(45.252223, -68.986647)",
DELAWARE,2015,43,,-,0,,3,,24,,17,,45,,33,,66,,1616,,1036,,,-,0,,2,,17,,13,,"DELAWARE
(39.008676, -75.574561)",
PUERTO RICO,2015,43,,-,0,,3,,16,,29,,,-,9,,39,,452,,386,,,-,0,,1,,1,,3,,"PUERTO RICO
(18.215692, -66.414655)",
ARIZONA,2015,43,1,,2,,8,,128,,97,,145,,140,,207,,6445,,6389,,1,,2,,8,,113,,77,,"ARIZONA
(34.869712, -111.760902)",
NEW HAMPSHIRE,2015,43,,-,2,,6,,84,,81,,8,,5,,8,,180,,177,,,-,0,,2,,14,,17,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
GEORGIA,2015,43,,-,2,,33,,223,,572,,196,,296,,363,,12828,,11340,,2,,3,,14,,155,,102,,"GEORGIA
(32.836038, -83.631709)",
NORTH CAROLINA,2015,43,,N,0,,0,,,N,,N,346,,310,,1026,,15324,,12068,,2,,3,,22,,135,,116,,"NORTH CAROLINA
(35.47995, -79.180571)",
TEXAS,2015,43,,N,0,,0,,,N,,N,716,,736,,1014,,31675,,28688,,1,,0,,2,,9,,8,,"TEXAS
(31.827233, -99.423022)",
ALASKA,2015,43,2,,1,,5,,78,,79,,8,,14,,35,,531,,1097,,,-,0,,3,,18,,20,,"ALASKA
(64.836661, -147.738891)",
ARKANSAS,2015,43,4,,2,,6,,89,,83,,123,,74,,224,,3574,,3861,,2,,1,,5,,37,,37,,"ARKANSAS
(34.748745, -92.275105)",
NEVADA,2015,43,,-,1,,3,,37,,55,,,-,50,,130,,2211,,2690,,,-,0,,2,,24,,16,,"NEVADA
(39.491833, -117.070159)",
MONTANA,2015,43,2,,1,,6,,74,,,-,,-,14,,22,,633,,318,,,-,0,,2,,8,,10,,"MONTANA
(47.062617, -109.430168)",
NEW MEXICO,2015,43,,-,1,,5,,59,,85,,3,,41,,72,,1745,,1806,,,-,1,,4,,50,,37,,"NEW MEXICO
(34.520396, -106.244402)",
HAWAII,2015,43,,-,0,,3,,28,,38,,1,,24,,40,,978,,794,,,-,0,,2,,7,,21,,"HAWAII
(21.30992, -157.858158)",
MISSOURI,2015,43,,-,0,,10,,25,,184,,160,,169,,215,,7233,,5890,,,-,0,,6,,12,,76,,"MISSOURI
(38.636168, -92.566292)",
OHIO,2015,43,5,,7,,21,,324,,317,,118,,308,,369,,12980,,13318,,3,,3,,11,,133,,103,,"OHIO
(40.056807, -82.405897)",
RHODE ISLAND,2015,43,,-,0,,7,,17,,38,,,-,11,,29,,418,,454,,,-,0,,3,,14,,10,,"RHODE ISLAND
(41.707447, -71.522488)",
INDIANA,2015,43,,-,2,,9,,110,,138,,196,,137,,287,,6264,,5975,,,-,2,,5,,77,,79,,"INDIANA
(39.76845, -86.156212)",
MICHIGAN,2015,43,3,,8,,19,,343,,404,,97,,193,,278,,8432,,7858,,,-,2,,7,,88,,75,,"MICHIGAN
(44.66399, -84.711206)",
KENTUCKY,2015,43,,-,0,,1,,5,,,N,185,,75,,142,,3233,,3378,,,-,0,,4,,20,,30,,"KENTUCKY
(37.64591, -84.774043)",
UTAH,2015,43,2,,3,,14,,156,,201,,14,,25,,42,,1090,,1168,,,-,1,,4,,32,,44,,"UTAH
(39.359772, -111.584173)",
KANSAS,2015,43,,-,2,,6,,84,,87,,13,,48,,84,,2080,,2136,,,-,1,,3,,33,,36,,"KANSAS
(38.345528, -98.201847)",
CALIFORNIA,2015,43,42,,35,,78,,1577,,1527,,513,,1002,,1155,,43960,,36646,,,-,1,,5,,51,,36,,"CALIFORNIA
(37.640735, -121.002435)",
IDAHO,2015,43,3,,3,,9,,140,,135,,,-,7,,21,,276,,343,,2,,0,,2,,22,,16,,"IDAHO
(43.680635, -114.364237)",
VERMONT,2015,43,,N,0,,8,,,N,,N,,-,2,,8,,108,,73,,,-,0,,2,,11,,8,,"VERMONT
(43.622479, -72.51927)",
PENNSYLVANIA,2015,43,6,,12,,22,,519,,599,,197,,239,,327,,10249,,10370,,4,,4,,10,,160,,145,,"PENNSYLVANIA
(40.789676, -77.858055)",
VIRGINIA,2015,43,,-,5,,12,,199,,206,,337,,153,,243,,6922,,6636,,2,,2,,9,,82,,65,,"VIRGINIA
(37.542699, -78.45822)",
MINNESOTA,2015,43,,-,0,,16,,,-,559,,,-,75,,98,,3013,,3313,,,-,2,,10,,120,,89,,"MINNESOTA
(44.943719, -93.094281)",
NEBRASKA,2015,43,,-,2,,8,,101,,105,,28,,30,,52,,1297,,1206,,,-,0,,3,,25,,22,,"NEBRASKA
(41.640503, -99.367122)",
CONNECTICUT,2015,43,,-,4,,10,,183,,183,,25,,40,,70,,1607,,1866,,,-,1,,3,,32,,53,,"CONNECTICUT
(41.544654, -72.651713)",
NEW YORK,2015,43,21,,15,,33,,685,,782,,195,,165,,253,,7022,,5025,,4,,3,,17,,151,,109,,"NEW YORK
(42.826892, -75.544286)",
NEW JERSEY,2015,43,,-,3,,16,,127,,310,,44,,129,,156,,5454,,5381,,,-,2,,5,,94,,124,,"NEW JERSEY
(40.104655, -74.386686)",
WISCONSIN,2015,43,6,,7,,30,,373,,434,,85,,84,,161,,3899,,3316,,,-,0,,4,,22,,73,,"WISCONSIN
(44.395526, -89.834513)",
NORTH DAKOTA,2015,43,,-,0,,3,,29,,35,,,-,12,,19,,474,,552,,,-,0,,2,,17,,7,,"NORTH DAKOTA
(47.475879, -100.121011)",
LOUISIANA,2015,43,,-,3,,11,,159,,240,,157,,134,,764,,6581,,6959,,,-,1,,5,,50,,42,,"LOUISIANA
(31.2931, -92.463284)",
MARYLAND,2015,43,3,,5,,11,,193,,220,,85,,125,,210,,5030,,4502,,,-,1,,6,,77,,75,,"MARYLAND
(39.290443, -76.612333)",
MASSACHUSETTS,2015,43,10,,12,,27,,545,,611,,44,,75,,100,,3087,,3005,,2,,2,,7,,97,,85,,"MASSACHUSETTS
(42.268546, -72.085064)",
FLORIDA,2015,43,16,,20,,34,,930,,973,,221,,440,,555,,18844,,17001,,6,,3,,58,,218,,226,,"FLORIDA
(28.915325, -81.922409)",
OREGON,2015,43,3,,6,,15,,271,,287,,66,,55,,79,,2530,,1875,,,-,2,,5,,81,,62,,"OREGON
(44.567912, -120.156945)",
SOUTH CAROLINA,2015,43,,-,2,,5,,93,,126,,203,,149,,219,,6605,,6800,,,-,2,,5,,84,,48,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ALABAMA,2015,43,,-,3,,10,,147,,147,,,-,132,,250,,5591,,6264,,1,,1,,6,,67,,56,,"ALABAMA
(32.839182, -86.631125)",
OKLAHOMA,2015,43,,N,0,,0,,,N,,N,27,,91,,132,,3792,,5043,,3,,2,,10,,89,,68,,"OKLAHOMA
(35.468494, -97.521264)",
IOWA,2015,43,,-,1,,9,,80,,177,,5,,39,,64,,1752,,1308,,,-,0,,2,,2,,2,,"IOWA
(42.46942, -93.815856)",
WYOMING,2015,43,,-,0,,3,,22,,22,,,-,2,,8,,101,,91,,,-,0,,1,,1,,6,,"WYOMING
(43.23558, -108.110518)",
SOUTH DAKOTA,2015,43,,-,2,,8,,87,,118,,,-,16,,32,,591,,732,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
ILLINOIS,2015,43,,N,0,,0,,,N,,N,8,,255,,355,,10323,,13081,,,-,3,,8,,147,,125,,"ILLINOIS
(40.477092, -88.993221)",
MISSISSIPPI,2015,43,,N,0,,0,,,N,,N,73,,76,,234,,2539,,4596,,1,,1,,2,,35,,24,,"MISSISSIPPI
(32.738663, -89.537312)",
UNITED STATES,2015,44,225,,230,,314,,10140,,12191,,4030,,7009,,8033,,309379,,290971,,36,,68,,130,,3135,,2847,,,
NEW ENGLAND,2015,44,2,,20,,38,,930,,1070,,42,,135,,177,,5718,,5914,,1,,5,,10,,200,,193,,,
MID. ATLANTIC,2015,44,49,,47,,72,,2084,,2484,,495,,848,,1008,,36811,,33020,,6,,12,,31,,493,,479,,,
NEW YORK CITY,2015,44,10,,16,,29,,700,,749,,28,,324,,380,,13456,,11613,,,-,2,,7,,77,,93,,"NEW YORK CITY
",
E.N. CENTRAL,2015,44,12,,25,,54,,1194,,1321,,385,,997,,1220,,43220,,44651,,2,,12,,27,,483,,465,,,
W.N. CENTRAL,2015,44,,-,10,,30,,411,,1291,,47,,389,,441,,16739,,15528,,,-,5,,15,,210,,240,,,
S. ATLANTIC,2015,44,38,,41,,64,,1765,,2292,,770,,1600,,2227,,71112,,63302,,14,,17,,66,,830,,697,,,
DIST. OF COL.,2015,44,,-,0,,4,,18,,61,,60,,45,,137,,2275,,1600,,,-,0,,3,,6,,7,,"DIST. OF COL.
",
E.S. CENTRAL,2015,44,2,,3,,10,,158,,148,,218,,432,,645,,18372,,20769,,2,,5,,15,,233,,197,,,
W.S. CENTRAL,2015,44,2,,6,,15,,250,,330,,1461,,1060,,1669,,47347,,45574,,5,,4,,16,,190,,159,,,
MOUNTAIN,2015,44,10,,19,,48,,883,,908,,171,,367,,513,,16340,,15683,,4,,7,,15,,333,,268,,,
PACIFIC,2015,44,110,,51,,100,,2465,,2347,,441,,1210,,1411,,53720,,46530,,2,,4,,11,,163,,149,,,
AMER. SAMOA,2015,44,,-,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,44,,-,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,44,,-,0,,0,,,-,,-,,-,1,,6,,39,,72,,,N,0,,0,,,N,,N,"VIRGIN ISL.
",
NEW YORK,2015,44,32,,15,,33,,719,,798,,220,,166,,253,,7237,,5181,,3,,3,,17,,154,,113,,"NEW YORK
(42.826892, -75.544286)",
WASHINGTON,2015,44,18,,7,,63,,389,,375,,,-,110,,152,,4609,,5096,,,-,0,,2,,3,,7,,"WASHINGTON
(47.517368, -120.467672)",
OHIO,2015,44,10,,7,,21,,331,,322,,122,,310,,369,,13336,,13628,,2,,3,,11,,135,,104,,"OHIO
(40.056807, -82.405897)",
LOUISIANA,2015,44,,-,3,,11,,159,,241,,,-,142,,764,,6581,,7090,,,-,1,,5,,50,,42,,"LOUISIANA
(31.2931, -92.463284)",
MONTANA,2015,44,2,,1,,6,,77,,,-,6,,15,,22,,660,,323,,,-,0,,2,,8,,11,,"MONTANA
(47.062617, -109.430168)",
KANSAS,2015,44,,-,2,,6,,87,,89,,6,,48,,84,,2102,,2180,,,-,1,,3,,33,,39,,"KANSAS
(38.345528, -98.201847)",
TEXAS,2015,44,,N,0,,0,,,N,,N,1345,,742,,1014,,33137,,29405,,1,,0,,2,,10,,8,,"TEXAS
(31.827233, -99.423022)",
NEW JERSEY,2015,44,,-,2,,11,,127,,326,,43,,129,,156,,5568,,5529,,,-,2,,5,,96,,125,,"NEW JERSEY
(40.104655, -74.386686)",
IOWA,2015,44,,-,1,,9,,80,,181,,13,,40,,64,,1817,,1344,,,-,0,,1,,2,,4,,"IOWA
(42.46942, -93.815856)",
ALASKA,2015,44,2,,1,,5,,80,,80,,10,,14,,35,,555,,1118,,,-,0,,3,,18,,21,,"ALASKA
(64.836661, -147.738891)",
MARYLAND,2015,44,5,,5,,11,,200,,224,,118,,121,,210,,5179,,4677,,1,,1,,6,,78,,76,,"MARYLAND
(39.290443, -76.612333)",
CALIFORNIA,2015,44,89,,35,,78,,1693,,1557,,361,,1006,,1169,,44976,,37573,,,-,1,,5,,53,,36,,"CALIFORNIA
(37.640735, -121.002435)",
MASSACHUSETTS,2015,44,,-,12,,27,,545,,621,,,-,74,,100,,3087,,3084,,,-,2,,7,,97,,87,,"MASSACHUSETTS
(42.268546, -72.085064)",
NORTH CAROLINA,2015,44,,N,0,,0,,,N,,N,,-,317,,1026,,15324,,12373,,3,,3,,22,,138,,116,,"NORTH CAROLINA
(35.47995, -79.180571)",
OKLAHOMA,2015,44,,N,0,,0,,,N,,N,29,,91,,132,,3937,,5158,,3,,2,,10,,92,,70,,"OKLAHOMA
(35.468494, -97.521264)",
WEST VIRGINIA,2015,44,,-,1,,6,,41,,55,,,-,13,,31,,508,,721,,,-,1,,3,,37,,34,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW HAMPSHIRE,2015,44,,-,2,,6,,84,,83,,,-,5,,8,,180,,183,,,-,0,,2,,14,,17,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OREGON,2015,44,1,,6,,15,,275,,297,,70,,57,,79,,2602,,1918,,2,,2,,5,,82,,64,,"OREGON
(44.567912, -120.156945)",
PUERTO RICO,2015,44,,-,0,,3,,16,,29,,,-,9,,39,,459,,399,,,-,0,,1,,1,,3,,"PUERTO RICO
(18.215692, -66.414655)",
GUAM,2015,44,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
HAWAII,2015,44,,-,0,,3,,28,,38,,,-,23,,40,,978,,825,,,-,0,,2,,7,,21,,"HAWAII
(21.30992, -157.858158)",
ALABAMA,2015,44,2,,3,,10,,153,,148,,,-,130,,250,,5591,,6421,,,-,1,,6,,69,,56,,"ALABAMA
(32.839182, -86.631125)",
IDAHO,2015,44,6,,3,,9,,147,,138,,1,,8,,21,,322,,352,,,-,0,,2,,22,,16,,"IDAHO
(43.680635, -114.364237)",
WISCONSIN,2015,44,1,,7,,31,,388,,442,,71,,85,,161,,4010,,3399,,,-,1,,4,,29,,74,,"WISCONSIN
(44.395526, -89.834513)",
NEW MEXICO,2015,44,,-,1,,5,,60,,86,,16,,42,,72,,1859,,1865,,1,,1,,4,,52,,37,,"NEW MEXICO
(34.520396, -106.244402)",
TENNESSEE,2015,44,,N,0,,0,,,N,,N,65,,152,,242,,6856,,6121,,1,,2,,7,,108,,86,,"TENNESSEE
(35.681402, -85.774444)",
ARKANSAS,2015,44,2,,2,,6,,91,,89,,87,,75,,224,,3692,,3921,,1,,1,,5,,38,,39,,"ARKANSAS
(34.748745, -92.275105)",
NEVADA,2015,44,,-,1,,3,,37,,57,,,-,50,,130,,2211,,2745,,,-,0,,2,,24,,16,,"NEVADA
(39.491833, -117.070159)",
SOUTH CAROLINA,2015,44,2,,2,,5,,95,,131,,114,,152,,224,,6764,,6995,,,-,2,,5,,86,,49,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEBRASKA,2015,44,,-,2,,8,,101,,107,,17,,30,,52,,1315,,1237,,,-,0,,3,,25,,22,,"NEBRASKA
(41.640503, -99.367122)",
KENTUCKY,2015,44,,-,0,,1,,5,,,N,153,,75,,185,,3386,,3512,,,-,0,,4,,20,,31,,"KENTUCKY
(37.64591, -84.774043)",
ARIZONA,2015,44,,-,2,,8,,129,,101,,140,,141,,207,,6619,,6524,,1,,2,,8,,114,,79,,"ARIZONA
(34.869712, -111.760902)",
NORTH DAKOTA,2015,44,,-,0,,3,,31,,37,,2,,12,,19,,488,,568,,,-,0,,2,,17,,7,,"NORTH DAKOTA
(47.475879, -100.121011)",
MAINE,2015,44,2,,2,,9,,97,,135,,8,,6,,16,,270,,189,,,-,0,,3,,31,,18,,"MAINE
(45.252223, -68.986647)",
SOUTH DAKOTA,2015,44,,-,2,,8,,87,,119,,,-,15,,32,,591,,751,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
DELAWARE,2015,44,,-,0,,3,,24,,19,,29,,34,,66,,1645,,1046,,,-,0,,2,,17,,13,,"DELAWARE
(39.008676, -75.574561)",
INDIANA,2015,44,,-,3,,10,,123,,141,,65,,138,,287,,6405,,6140,,,-,2,,5,,77,,82,,"INDIANA
(39.76845, -86.156212)",
FLORIDA,2015,44,30,,20,,34,,960,,1004,,234,,441,,555,,19324,,17409,,8,,3,,58,,226,,231,,"FLORIDA
(28.915325, -81.922409)",
MISSISSIPPI,2015,44,,N,0,,0,,,N,,N,,-,74,,234,,2539,,4715,,1,,1,,2,,36,,24,,"MISSISSIPPI
(32.738663, -89.537312)",
WYOMING,2015,44,,-,0,,3,,24,,22,,,-,2,,8,,108,,97,,,-,0,,1,,3,,6,,"WYOMING
(43.23558, -108.110518)",
ILLINOIS,2015,44,,N,0,,0,,,N,,N,9,,266,,355,,10829,,13413,,,-,3,,8,,151,,127,,"ILLINOIS
(40.477092, -88.993221)",
UTAH,2015,44,2,,3,,14,,158,,204,,8,,25,,42,,1120,,1200,,,-,1,,4,,32,,46,,"UTAH
(39.359772, -111.584173)",
MISSOURI,2015,44,,-,0,,10,,25,,190,,,-,169,,215,,7233,,6051,,,-,0,,6,,12,,76,,"MISSOURI
(38.636168, -92.566292)",
